anno,date,weekday,evento
2034,2034-06-16,Friday,Santissimo Cuore di Gesù
2034,2034-06-18,Sunday,11° D.T.O.
2034,2034-06-24,Saturday,Natività di San Giovanni Battista
2034,2034-06-25,Sunday,12° D.T.O.
2034,2034-06-29,Thursday,Santi Pietro e Paolo Apostoli
2034,2034-07-02,Sunday,13° D.T.O.
2034,2034-07-09,Sunday,14° D.T.O.
2034,2034-07-16,Sunday,15° D.T.O.
2034,2034-07-16,Sunday,Beata Vergine Maria del Monte Carmelo
2034,2034-07-23,Sunday,16° D.T.O.
2034,2034-07-25,Tuesday,San Giacomo
2034,2034-07-30,Sunday,17° D.T.O.
2034,2034-08-06,Sunday,Trasfigurazione del Signore
2034,2034-08-13,Sunday,19° D.T.O.
2034,2034-08-15,Tuesday,Assunzione della Beata Vergine Maria
2034,2034-08-20,Sunday,20° D.T.O.
2034,2034-08-27,Sunday,21° D.T.O.
2034,2034-09-03,Sunday,22° D.T.O.
2034,2034-09-08,Friday,Natività della Beata Vergine Maria
2034,2034-09-10,Sunday,23° D.T.O.
2034,2034-09-12,Tuesday,Santissimo nome di Maria
2034,2034-09-14,Thursday,Esaltazione della Santa Croce
2034,2034-09-17,Sunday,24° D.T.O.
2034,2034-09-24,Sunday,25° D.T.O.
2034,2034-10-01,Sunday,26° D.T.O.
2034,2034-10-07,Saturday,Madonna del Rosario
2034,2034-10-08,Sunday,27° D.T.O.
2034,2034-10-15,Sunday,28° D.T.O.
2034,2034-10-22,Sunday,29° D.T.O.
2034,2034-10-24,Tuesday,Inizio Novena dei morti
2034,2034-10-29,Sunday,30° D.T.O.
2034,2034-11-01,Wednesday,Solennità di tutti i Santi
2034,2034-11-02,Thursday,Commemorazione dei defunti
2034,2034-11-05,Sunday,31° D.T.O.
2034,2034-11-09,Thursday,Dedicazione Basilica Lateranense
2034,2034-11-12,Sunday,32° D.T.O.
2034,2034-11-19,Sunday,33° D.T.O.
2034,2034-11-21,Tuesday,Presentazione della Beata Vergine Maria
2034,2034-11-22,Wednesday,Santa Cecilia patrona musica
2034,2034-11-26,Sunday,34° D.T.O. - Solennità di Cristo Re
2034,2034-11-29,Wednesday,Inizio Novena all'immacolata
2034,2034-12-03,Sunday,1° Domenica di Avvento
2034,2034-12-08,Friday,Immacolata Concezione
2034,2034-12-10,Sunday,2° Domenica di Avvento
2034,2034-12-10,Sunday,Madonna di Loreto
2034,2034-12-13,Wednesday,Santa Lucia
2034,2034-12-16,Saturday,Inizio Novena di Natale
2034,2034-12-17,Sunday,3° Domenica di Avvento - Gaudete
2034,2034-12-24,Sunday,4° Domenica di Avvento
2034,2034-12-25,Monday,Natale del Signore
2034,2034-12-26,Tuesday,Santo Stefano
2034,2034-12-31,Sunday,Festa della Sacra Famiglia
2034,2034-12-31,Sunday,Messa di Ringraziamento
2035,2035-01-01,Monday,Maria Santissima Madre di Dio
2035,2035-01-01,Monday,Giornata mondiale della pace
2035,2035-01-03,Wednesday,Santissimo nome di Gesù
2035,2035-01-06,Saturday,Epifania del Signore
2035,2035-01-07,Sunday,Battesimo del Signore
2035,2035-01-14,Sunday,2° D.T.O.
2035,2035-01-21,Sunday,3° D.T.O.
2035,2035-01-25,Thursday,Conversione di San Paolo apostolo
2035,2035-01-28,Sunday,4° D.T.O.
2035,2035-02-02,Friday,Presentazione del Signore (Candelora)
2035,2035-02-04,Sunday,5° D.T.O.
2035,2035-02-07,Wednesday,Mercoledì delle ceneri
2035,2035-02-11,Sunday,1° Domenica di Quaresima
2035,2035-02-11,Sunday,Madonna di Lourdes
2035,2035-02-18,Sunday,2° Domenica di Quaresima
2035,2035-02-22,Thursday,Cattedra di San Pietro Apostolo
2035,2035-02-25,Sunday,3° Domenica di Quaresima
2035,2035-03-04,Sunday,Domenica Laetare
2035,2035-03-11,Sunday,5° Domenica di Quaresima
2035,2035-03-17,Saturday,Solennità di San Giuseppe
2035,2035-03-18,Sunday,Domenica delle Palme
2035,2035-03-19,Monday,Lunedì della settimana Santa
2035,2035-03-20,Tuesday,Martedì della settimana Santa
2035,2035-03-21,Wednesday,Mercoledì della settimana Santa
2035,2035-03-22,Thursday,Giovedì Santo (Messa del Crisma)
2035,2035-03-22,Thursday,Giovedì Santo (In Cena Domini)
2035,2035-03-23,Friday,Venerdì Santo (Passione del Signore)
2035,2035-03-23,Friday,Inizio Novena alla Divina Misericordia
2035,2035-03-24,Saturday,Sabato Santo
2035,2035-03-25,Sunday,Pasqua - Risurrezione del Signore
2035,2035-03-26,Monday,Lunedì dell'Angelo
2035,2035-04-01,Sunday,2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis)
2035,2035-04-02,Monday,Festa dell'Annunciazione
2035,2035-04-08,Sunday,3° Domenica di Pasqua (Misericordias Domini)
2035,2035-04-15,Sunday,4° Domenica di Pasqua (Jubilate)
2035,2035-04-22,Sunday,5° Domenica di Pasqua (Cantate)
2035,2035-04-29,Sunday,6° Domenica di Pasqua (Rogate - Vocem jocunditatis)
2035,2035-05-01,Tuesday,San Giuseppe Lavoratore
2035,2035-05-04,Friday,Inizio Novena di Pentecoste
2035,2035-05-06,Sunday,Ascensione di Gesù
2035,2035-05-13,Sunday,Pentecoste
2035,2035-05-20,Sunday,Solennità della Santissima Trinità
2035,2035-05-27,Sunday,Santissimo Corpo e Sangue di Cristo
2035,2035-05-31,Thursday,Visitazione della Beata Vergine Maria
2035,2035-06-01,Friday,Santissimo Cuore di Gesù
2035,2035-06-03,Sunday,9° D.T.O.
2035,2035-06-10,Sunday,10° D.T.O.
2035,2035-06-17,Sunday,11° D.T.O.
2035,2035-06-24,Sunday,Natività di San Giovanni Battista
2035,2035-06-29,Friday,Santi Pietro e Paolo Apostoli
2035,2035-07-01,Sunday,13° D.T.O.
2035,2035-07-08,Sunday,14° D.T.O.
2035,2035-07-15,Sunday,15° D.T.O.
2035,2035-07-16,Monday,Beata Vergine Maria del Monte Carmelo
2035,2035-07-22,Sunday,16° D.T.O.
2035,2035-07-25,Wednesday,San Giacomo
2035,2035-07-29,Sunday,17° D.T.O.
2035,2035-08-05,Sunday,18° D.T.O.
2035,2035-08-06,Monday,Trasfigurazione del Signore
2035,2035-08-12,Sunday,19° D.T.O.
2035,2035-08-15,Wednesday,Assunzione della Beata Vergine Maria
2035,2035-08-19,Sunday,20° D.T.O.
2035,2035-08-26,Sunday,21° D.T.O.
2035,2035-09-02,Sunday,22° D.T.O.
2035,2035-09-08,Saturday,Natività della Beata Vergine Maria
2035,2035-09-09,Sunday,23° D.T.O.
2035,2035-09-12,Wednesday,Santissimo nome di Maria
2035,2035-09-14,Friday,Esaltazione della Santa Croce
2035,2035-09-16,Sunday,24° D.T.O.
2035,2035-09-23,Sunday,25° D.T.O.
2035,2035-09-30,Sunday,26° D.T.O.
2035,2035-10-07,Sunday,27° D.T.O.
2035,2035-10-07,Sunday,Madonna del Rosario
2035,2035-10-14,Sunday,28° D.T.O.
2035,2035-10-21,Sunday,29° D.T.O.
2035,2035-10-24,Wednesday,Inizio Novena dei morti
2035,2035-10-28,Sunday,30° D.T.O.
2035,2035-11-01,Thursday,Solennità di tutti i Santi
2035,2035-11-02,Friday,Commemorazione dei defunti
2035,2035-11-04,Sunday,31° D.T.O.
2035,2035-11-09,Friday,Dedicazione Basilica Lateranense
2035,2035-11-11,Sunday,32° D.T.O.
2035,2035-11-18,Sunday,33° D.T.O.
2035,2035-11-21,Wednesday,Presentazione della Beata Vergine Maria
2035,2035-11-22,Thursday,Santa Cecilia patrona musica
2035,2035-11-25,Sunday,34° D.T.O. - Solennità di Cristo Re
2035,2035-11-29,Thursday,Inizio Novena all'immacolata
2035,2035-12-02,Sunday,1° Domenica di Avvento
2035,2035-12-08,Saturday,Immacolata Concezione
2035,2035-12-09,Sunday,2° Domenica di Avvento
2035,2035-12-10,Monday,Madonna di Loreto
2035,2035-12-13,Thursday,Santa Lucia
2035,2035-12-16,Sunday,3° Domenica di Avvento - Gaudete
2035,2035-12-16,Sunday,Inizio Novena di Natale
2035,2035-12-23,Sunday,4° Domenica di Avvento
2035,2035-12-25,Tuesday,Natale del Signore
2035,2035-12-26,Wednesday,Santo Stefano
2035,2035-12-30,Sunday,Festa della Sacra Famiglia
2035,2035-12-31,Monday,Messa di Ringraziamento
2036,2036-01-01,Tuesday,Maria Santissima Madre di Dio
2036,2036-01-01,Tuesday,Giornata mondiale della pace
2036,2036-01-03,Thursday,Santissimo nome di Gesù
2036,2036-01-06,Sunday,Epifania del Signore
2036,2036-01-13,Sunday,Battesimo del Signore
2036,2036-01-20,Sunday,2° D.T.O.
2036,2036-01-25,Friday,Conversione di San Paolo apostolo
2036,2036-01-27,Sunday,3° D.T.O.
2036,2036-02-02,Saturday,Presentazione del Signore (Candelora)
2036,2036-02-03,Sunday,4° D.T.O.
2036,2036-02-10,Sunday,5° D.T.O.
2036,2036-02-11,Monday,Madonna di Lourdes
2036,2036-02-17,Sunday,6° D.T.O.
2036,2036-02-22,Friday,Cattedra di San Pietro Apostolo
2036,2036-02-24,Sunday,7° D.T.O.
2036,2036-02-27,Wednesday,Mercoledì delle ceneri
2036,2036-03-02,Sunday,1° Domenica di Quaresima
2036,2036-03-09,Sunday,2° Domenica di Quaresima
2036,2036-03-16,Sunday,3° Domenica di Quaresima
2036,2036-03-19,Wednesday,Solennità di San Giuseppe
2036,2036-03-23,Sunday,Domenica Laetare
2036,2036-03-25,Tuesday,Festa dell'Annunciazione
2036,2036-03-30,Sunday,5° Domenica di Quaresima
2036,2036-04-06,Sunday,Domenica delle Palme
2036,2036-04-07,Monday,Lunedì della settimana Santa
2036,2036-04-08,Tuesday,Martedì della settimana Santa
2036,2036-04-09,Wednesday,Mercoledì della settimana Santa
2036,2036-04-10,Thursday,Giovedì Santo (Messa del Crisma)
2036,2036-04-10,Thursday,Giovedì Santo (In Cena Domini)
2036,2036-04-11,Friday,Venerdì Santo (Passione del Signore)
2036,2036-04-11,Friday,Inizio Novena alla Divina Misericordia
2036,2036-04-12,Saturday,Sabato Santo
2036,2036-04-13,Sunday,Pasqua - Risurrezione del Signore
2036,2036-04-14,Monday,Lunedì dell'Angelo
2036,2036-04-20,Sunday,2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis)
2036,2036-04-27,Sunday,3° Domenica di Pasqua (Misericordias Domini)
2036,2036-05-01,Thursday,San Giuseppe Lavoratore
2036,2036-05-04,Sunday,4° Domenica di Pasqua (Jubilate)
2036,2036-05-11,Sunday,5° Domenica di Pasqua (Cantate)
2036,2036-05-18,Sunday,6° Domenica di Pasqua (Rogate - Vocem jocunditatis)
2036,2036-05-23,Friday,Inizio Novena di Pentecoste
2036,2036-05-25,Sunday,Ascensione di Gesù
2036,2036-05-31,Saturday,Visitazione della Beata Vergine Maria
2036,2036-06-01,Sunday,Pentecoste
2036,2036-06-08,Sunday,Solennità della Santissima Trinità
2036,2036-06-15,Sunday,Santissimo Corpo e Sangue di Cristo
2036,2036-06-20,Friday,Santissimo Cuore di Gesù
2036,2036-06-22,Sunday,12° D.T.O.
2036,2036-06-24,Tuesday,Natività di San Giovanni Battista
2036,2036-06-29,Sunday,Santi Pietro e Paolo Apostoli
2036,2036-07-06,Sunday,14° D.T.O.
2036,2036-07-13,Sunday,15° D.T.O.
2036,2036-07-16,Wednesday,Beata Vergine Maria del Monte Carmelo
2036,2036-07-20,Sunday,16° D.T.O.
2036,2036-07-25,Friday,San Giacomo
2036,2036-07-27,Sunday,17° D.T.O.
2036,2036-08-03,Sunday,18° D.T.O.
2036,2036-08-06,Wednesday,Trasfigurazione del Signore
2036,2036-08-10,Sunday,19° D.T.O.
2036,2036-08-15,Friday,Assunzione della Beata Vergine Maria
2036,2036-08-17,Sunday,20° D.T.O.
2036,2036-08-24,Sunday,21° D.T.O.
2036,2036-08-31,Sunday,22° D.T.O.
2036,2036-09-07,Sunday,23° D.T.O.
2036,2036-09-08,Monday,Natività della Beata Vergine Maria
2036,2036-09-12,Friday,Santissimo nome di Maria
2036,2036-09-14,Sunday,Esaltazione della Santa Croce
2036,2036-09-21,Sunday,25° D.T.O.
2036,2036-09-28,Sunday,26° D.T.O.
2036,2036-10-05,Sunday,27° D.T.O.
2036,2036-10-07,Tuesday,Madonna del Rosario
2036,2036-10-12,Sunday,28° D.T.O.
2036,2036-10-19,Sunday,29° D.T.O.
2036,2036-10-24,Friday,Inizio Novena dei morti
2036,2036-10-26,Sunday,30° D.T.O.
2036,2036-11-01,Saturday,Solennità di tutti i Santi
2036,2036-11-02,Sunday,31° D.T.O.
2036,2036-11-02,Sunday,Commemorazione dei defunti
2036,2036-11-09,Sunday,Dedicazione Basilica Lateranense
2036,2036-11-16,Sunday,33° D.T.O.
2036,2036-11-21,Friday,Presentazione della Beata Vergine Maria
2036,2036-11-22,Saturday,Santa Cecilia patrona musica
2036,2036-11-23,Sunday,34° D.T.O. - Solennità di Cristo Re
2036,2036-11-29,Saturday,Inizio Novena all'immacolata
2036,2036-11-30,Sunday,1° Domenica di Avvento
2036,2036-12-07,Sunday,2° Domenica di Avvento
2036,2036-12-08,Monday,Immacolata Concezione
2036,2036-12-10,Wednesday,Madonna di Loreto
2036,2036-12-13,Saturday,Santa Lucia
2036,2036-12-14,Sunday,3° Domenica di Avvento - Gaudete
2036,2036-12-16,Tuesday,Inizio Novena di Natale
2036,2036-12-21,Sunday,4° Domenica di Avvento
2036,2036-12-25,Thursday,Natale del Signore
2036,2036-12-26,Friday,Santo Stefano
2036,2036-12-28,Sunday,Festa della Sacra Famiglia
2036,2036-12-31,Wednesday,Messa di Ringraziamento
2037,2037-01-01,Thursday,Maria Santissima Madre di Dio
2037,2037-01-01,Thursday,Giornata mondiale della pace
2037,2037-01-03,Saturday,Santissimo nome di Gesù
2037,2037-01-06,Tuesday,Epifania del Signore
2037,2037-01-11,Sunday,Battesimo del Signore
2037,2037-01-18,Sunday,2° D.T.O.
2037,2037-01-25,Sunday,Conversione di San Paolo apostolo
2037,2037-02-01,Sunday,4° D.T.O.
2037,2037-02-02,Monday,Presentazione del Signore (Candelora)
2037,2037-02-08,Sunday,5° D.T.O.
2037,2037-02-11,Wednesday,Madonna di Lourdes
2037,2037-02-15,Sunday,6° D.T.O.
2037,2037-02-18,Wednesday,Mercoledì delle ceneri
2037,2037-02-22,Sunday,Cattedra di San Pietro Apostolo
2037,2037-02-22,Sunday,1° Domenica di Quaresima
2037,2037-03-01,Sunday,2° Domenica di Quaresima
2037,2037-03-08,Sunday,3° Domenica di Quaresima
2037,2037-03-15,Sunday,Domenica Laetare
2037,2037-03-19,Thursday,Solennità di San Giuseppe
2037,2037-03-22,Sunday,5° Domenica di Quaresima
2037,2037-03-25,Wednesday,Festa dell'Annunciazione
2037,2037-03-29,Sunday,Domenica delle Palme
2037,2037-03-30,Monday,Lunedì della settimana Santa
2037,2037-03-31,Tuesday,Martedì della settimana Santa
2037,2037-04-01,Wednesday,Mercoledì della settimana Santa
2037,2037-04-02,Thursday,Giovedì Santo (Messa del Crisma)
2037,2037-04-02,Thursday,Giovedì Santo (In Cena Domini)
2037,2037-04-03,Friday,Venerdì Santo (Passione del Signore)
2037,2037-04-03,Friday,Inizio Novena alla Divina Misericordia
2037,2037-04-04,Saturday,Sabato Santo
2037,2037-04-05,Sunday,Pasqua - Risurrezione del Signore
2037,2037-04-06,Monday,Lunedì dell'Angelo
2037,2037-04-12,Sunday,2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis)
2037,2037-04-19,Sunday,3° Domenica di Pasqua (Misericordias Domini)
2037,2037-04-26,Sunday,4° Domenica di Pasqua (Jubilate)
2037,2037-05-01,Friday,San Giuseppe Lavoratore
2037,2037-05-03,Sunday,5° Domenica di Pasqua (Cantate)
2037,2037-05-10,Sunday,6° Domenica di Pasqua (Rogate - Vocem jocunditatis)
2037,2037-05-15,Friday,Inizio Novena di Pentecoste
2037,2037-05-17,Sunday,Ascensione di Gesù
2037,2037-05-24,Sunday,Pentecoste
2037,2037-05-31,Sunday,Solennità della Santissima Trinità
2037,2037-05-31,Sunday,Visitazione della Beata Vergine Maria
2037,2037-06-07,Sunday,Santissimo Corpo e Sangue di Cristo
2037,2037-06-12,Friday,Santissimo Cuore di Gesù
2037,2037-06-14,Sunday,11° D.T.O.
2037,2037-06-21,Sunday,12° D.T.O.
2037,2037-06-24,Wednesday,Natività di San Giovanni Battista
2037,2037-06-28,Sunday,13° D.T.O.
2037,2037-06-29,Monday,Santi Pietro e Paolo Apostoli
2037,2037-07-05,Sunday,14° D.T.O.
2037,2037-07-12,Sunday,15° D.T.O.
2037,2037-07-16,Thursday,Beata Vergine Maria del Monte Carmelo
2037,2037-07-19,Sunday,16° D.T.O.
2037,2037-07-25,Saturday,San Giacomo
2037,2037-07-26,Sunday,17° D.T.O.
2037,2037-08-02,Sunday,18° D.T.O.
2037,2037-08-06,Thursday,Trasfigurazione del Signore
2037,2037-08-09,Sunday,19° D.T.O.
2037,2037-08-15,Saturday,Assunzione della Beata Vergine Maria
2037,2037-08-16,Sunday,20° D.T.O.
2037,2037-08-23,Sunday,21° D.T.O.
2037,2037-08-30,Sunday,22° D.T.O.
2037,2037-09-06,Sunday,23° D.T.O.
2037,2037-09-08,Tuesday,Natività della Beata Vergine Maria
2037,2037-09-12,Saturday,Santissimo nome di Maria
2037,2037-09-13,Sunday,24° D.T.O.
2037,2037-09-14,Monday,Esaltazione della Santa Croce
2037,2037-09-20,Sunday,25° D.T.O.
2037,2037-09-27,Sunday,26° D.T.O.
2037,2037-10-04,Sunday,27° D.T.O.
2037,2037-10-07,Wednesday,Madonna del Rosario
2037,2037-10-11,Sunday,28° D.T.O.
2037,2037-10-18,Sunday,29° D.T.O.
2037,2037-10-24,Saturday,Inizio Novena dei morti
2037,2037-10-25,Sunday,30° D.T.O.
2037,2037-11-01,Sunday,Solennità di tutti i Santi
2037,2037-11-02,Monday,Commemorazione dei defunti
2037,2037-11-08,Sunday,32° D.T.O.
2037,2037-11-09,Monday,Dedicazione Basilica Lateranense
2037,2037-11-15,Sunday,33° D.T.O.
2037,2037-11-21,Saturday,Presentazione della Beata Vergine Maria
2037,2037-11-22,Sunday,34° D.T.O. - Solennità di Cristo Re
2037,2037-11-22,Sunday,Santa Cecilia patrona musica
2037,2037-11-29,Sunday,1° Domenica di Avvento
2037,2037-11-29,Sunday,Inizio Novena all'immacolata
2037,2037-12-06,Sunday,2° Domenica di Avvento
2037,2037-12-08,Tuesday,Immacolata Concezione
2037,2037-12-10,Thursday,Madonna di Loreto
2037,2037-12-13,Sunday,3° Domenica di Avvento - Gaudete
2037,2037-12-13,Sunday,Santa Lucia
2037,2037-12-16,Wednesday,Inizio Novena di Natale
2037,2037-12-20,Sunday,4° Domenica di Avvento
2037,2037-12-25,Friday,Natale del Signore
2037,2037-12-26,Saturday,Santo Stefano
2037,2037-12-27,Sunday,Festa della Sacra Famiglia
2037,2037-12-31,Thursday,Messa di Ringraziamento
2038,2038-01-01,Friday,Maria Santissima Madre di Dio
2038,2038-01-01,Friday,Giornata mondiale della pace
2038,2038-01-03,Sunday,Santissimo nome di Gesù
2038,2038-01-06,Wednesday,Epifania del Signore
2038,2038-01-10,Sunday,Battesimo del Signore
2038,2038-01-17,Sunday,2° D.T.O.
2038,2038-01-24,Sunday,3° D.T.O.
2038,2038-01-25,Monday,Conversione di San Paolo apostolo
2038,2038-01-31,Sunday,4° D.T.O.
2038,2038-02-02,Tuesday,Presentazione del Signore (Candelora)
2038,2038-02-07,Sunday,5° D.T.O.
2038,2038-02-11,Thursday,Madonna di Lourdes
2038,2038-02-14,Sunday,6° D.T.O.
2038,2038-02-21,Sunday,7° D.T.O.
2038,2038-02-22,Monday,Cattedra di San Pietro Apostolo
2038,2038-02-28,Sunday,8° D.T.O.
2038,2038-03-07,Sunday,9° D.T.O.
2038,2038-03-10,Wednesday,Mercoledì delle ceneri
2038,2038-03-14,Sunday,1° Domenica di Quaresima
2038,2038-03-19,Friday,Solennità di San Giuseppe
2038,2038-03-21,Sunday,2° Domenica di Quaresima
2038,2038-03-25,Thursday,Festa dell'Annunciazione
2038,2038-03-28,Sunday,3° Domenica di Quaresima
2038,2038-04-04,Sunday,Domenica Laetare
2038,2038-04-11,Sunday,5° Domenica di Quaresima
2038,2038-04-18,Sunday,Domenica delle Palme
2038,2038-04-19,Monday,Lunedì della settimana Santa
2038,2038-04-20,Tuesday,Martedì della settimana Santa
2038,2038-04-21,Wednesday,Mercoledì della settimana Santa
2038,2038-04-22,Thursday,Giovedì Santo (Messa del Crisma)
2038,2038-04-22,Thursday,Giovedì Santo (In Cena Domini)
2038,2038-04-23,Friday,Venerdì Santo (Passione del Signore)
2038,2038-04-23,Friday,Inizio Novena alla Divina Misericordia
2038,2038-04-24,Saturday,Sabato Santo
2038,2038-04-25,Sunday,Pasqua - Risurrezione del Signore
2038,2038-04-26,Monday,Lunedì dell'Angelo
2038,2038-05-01,Saturday,San Giuseppe Lavoratore
2038,2038-05-02,Sunday,2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis)
2038,2038-05-09,Sunday,3° Domenica di Pasqua (Misericordias Domini)
2038,2038-05-16,Sunday,4° Domenica di Pasqua (Jubilate)
2038,2038-05-23,Sunday,5° Domenica di Pasqua (Cantate)
2038,2038-05-30,Sunday,6° Domenica di Pasqua (Rogate - Vocem jocunditatis)
2038,2038-05-31,Monday,Visitazione della Beata Vergine Maria
2038,2038-06-04,Friday,Inizio Novena di Pentecoste
2038,2038-06-06,Sunday,Ascensione di Gesù
2038,2038-06-13,Sunday,Pentecoste
2038,2038-06-20,Sunday,Solennità della Santissima Trinità
2038,2038-06-24,Thursday,Natività di San Giovanni Battista
2038,2038-06-27,Sunday,Santissimo Corpo e Sangue di Cristo
2038,2038-06-29,Tuesday,Santi Pietro e Paolo Apostoli
2038,2038-07-02,Friday,Santissimo Cuore di Gesù
2038,2038-07-04,Sunday,14° D.T.O.
2038,2038-07-11,Sunday,15° D.T.O.
2038,2038-07-16,Friday,Beata Vergine Maria del Monte Carmelo
2038,2038-07-18,Sunday,16° D.T.O.
2038,2038-07-25,Sunday,San Giacomo
2038,2038-08-01,Sunday,18° D.T.O.
2038,2038-08-06,Friday,Trasfigurazione del Signore
2038,2038-08-08,Sunday,19° D.T.O.
2038,2038-08-15,Sunday,Assunzione della Beata Vergine Maria
2038,2038-08-22,Sunday,21° D.T.O.
2038,2038-08-29,Sunday,22° D.T.O.
2038,2038-09-05,Sunday,23° D.T.O.
2038,2038-09-08,Wednesday,Natività della Beata Vergine Maria
2038,2038-09-12,Sunday,Santissimo nome di Maria
2038,2038-09-14,Tuesday,Esaltazione della Santa Croce
2038,2038-09-19,Sunday,25° D.T.O.
2038,2038-09-26,Sunday,26° D.T.O.
2038,2038-10-03,Sunday,27° D.T.O.
2038,2038-10-07,Thursday,Madonna del Rosario
2038,2038-10-10,Sunday,28° D.T.O.
2038,2038-10-17,Sunday,29° D.T.O.
2038,2038-10-24,Sunday,30° D.T.O.
2038,2038-10-24,Sunday,Inizio Novena dei morti
2038,2038-10-31,Sunday,31° D.T.O.
2038,2038-11-01,Monday,Solennità di tutti i Santi
2038,2038-11-02,Tuesday,Commemorazione dei defunti
2038,2038-11-07,Sunday,32° D.T.O.
2038,2038-11-09,Tuesday,Dedicazione Basilica Lateranense
2038,2038-11-14,Sunday,33° D.T.O.
2038,2038-11-21,Sunday,34° D.T.O. - Solennità di Cristo Re
2038,2038-11-21,Sunday,Presentazione della Beata Vergine Maria
2038,2038-11-22,Monday,Santa Cecilia patrona musica
2038,2038-11-28,Sunday,1° Domenica di Avvento
2038,2038-11-29,Monday,Inizio Novena all'immacolata
2038,2038-12-05,Sunday,2° Domenica di Avvento
2038,2038-12-08,Wednesday,Immacolata Concezione
2038,2038-12-10,Friday,Madonna di Loreto
2038,2038-12-12,Sunday,3° Domenica di Avvento - Gaudete
2038,2038-12-13,Monday,Santa Lucia
2038,2038-12-16,Thursday,Inizio Novena di Natale
2038,2038-12-19,Sunday,4° Domenica di Avvento
2038,2038-12-25,Saturday,Natale del Signore
2038,2038-12-26,Sunday,Santo Stefano
2038,2038-12-26,Sunday,Festa della Sacra Famiglia
2038,2038-12-31,Friday,Messa di Ringraziamento
2039,2039-01-01,Saturday,Maria Santissima Madre di Dio
2039,2039-01-01,Saturday,Giornata mondiale della pace
2039,2039-01-03,Monday,Santissimo nome di Gesù
2039,2039-01-06,Thursday,Epifania del Signore
2039,2039-01-09,Sunday,Battesimo del Signore
2039,2039-01-16,Sunday,2° D.T.O.
2039,2039-01-23,Sunday,3° D.T.O.
2039,2039-01-25,Tuesday,Conversione di San Paolo apostolo
2039,2039-01-30,Sunday,4° D.T.O.
2039,2039-02-02,Wednesday,Presentazione del Signore (Candelora)
2039,2039-02-06,Sunday,5° D.T.O.
2039,2039-02-11,Friday,Madonna di Lourdes
2039,2039-02-13,Sunday,6° D.T.O.
2039,2039-02-20,Sunday,7° D.T.O.
2039,2039-02-22,Tuesday,Cattedra di San Pietro Apostolo
2039,2039-02-23,Wednesday,Mercoledì delle ceneri
2039,2039-02-27,Sunday,1° Domenica di Quaresima
2039,2039-03-06,Sunday,2° Domenica di Quaresima
2039,2039-03-13,Sunday,3° Domenica di Quaresima
2039,2039-03-19,Saturday,Solennità di San Giuseppe
2039,2039-03-20,Sunday,Domenica Laetare
2039,2039-03-25,Friday,Festa dell'Annunciazione
2039,2039-03-27,Sunday,5° Domenica di Quaresima
2039,2039-04-03,Sunday,Domenica delle Palme
2039,2039-04-04,Monday,Lunedì della settimana Santa
2039,2039-04-05,Tuesday,Martedì della settimana Santa
2039,2039-04-06,Wednesday,Mercoledì della settimana Santa
2039,2039-04-07,Thursday,Giovedì Santo (Messa del Crisma)
2039,2039-04-07,Thursday,Giovedì Santo (In Cena Domini)
2039,2039-04-08,Friday,Venerdì Santo (Passione del Signore)
2039,2039-04-08,Friday,Inizio Novena alla Divina Misericordia
2039,2039-04-09,Saturday,Sabato Santo
2039,2039-04-10,Sunday,Pasqua - Risurrezione del Signore
2039,2039-04-11,Monday,Lunedì dell'Angelo
2039,2039-04-17,Sunday,2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis)
2039,2039-04-24,Sunday,3° Domenica di Pasqua (Misericordias Domini)
2039,2039-05-01,Sunday,4° Domenica di Pasqua (Jubilate)
2039,2039-05-01,Sunday,San Giuseppe Lavoratore
2039,2039-05-08,Sunday,5° Domenica di Pasqua (Cantate)
2039,2039-05-15,Sunday,6° Domenica di Pasqua (Rogate - Vocem jocunditatis)
2039,2039-05-20,Friday,Inizio Novena di Pentecoste
2039,2039-05-22,Sunday,Ascensione di Gesù
2039,2039-05-29,Sunday,Pentecoste
2039,2039-05-31,Tuesday,Visitazione della Beata Vergine Maria
2039,2039-06-05,Sunday,Solennità della Santissima Trinità
2039,2039-06-12,Sunday,Santissimo Corpo e Sangue di Cristo
2039,2039-06-17,Friday,Santissimo Cuore di Gesù
2039,2039-06-19,Sunday,12° D.T.O.
2039,2039-06-24,Friday,Natività di San Giovanni Battista
2039,2039-06-26,Sunday,13° D.T.O.
2039,2039-06-29,Wednesday,Santi Pietro e Paolo Apostoli
2039,2039-07-03,Sunday,14° D.T.O.
2039,2039-07-10,Sunday,15° D.T.O.
2039,2039-07-16,Saturday,Beata Vergine Maria del Monte Carmelo
2039,2039-07-17,Sunday,16° D.T.O.
2039,2039-07-24,Sunday,17° D.T.O.
2039,2039-07-25,Monday,San Giacomo
2039,2039-07-31,Sunday,18° D.T.O.
2039,2039-08-06,Saturday,Trasfigurazione del Signore
2039,2039-08-07,Sunday,19° D.T.O.
2039,2039-08-14,Sunday,20° D.T.O.
2039,2039-08-15,Monday,Assunzione della Beata Vergine Maria
2039,2039-08-21,Sunday,21° D.T.O.
