evento,date,weekday,celebrazione,id_liturgia
Assunzione della Beata Vergine Maria,2034-08-15,Tuesday,15 agosto: Assunzione della beata Vergine Maria – Messa del giorno,C77-C
Esaltazione della Santa Croce,2034-09-14,Thursday,14 settembre: Esaltazione della Santa Croce,C78-C
Solennità di tutti i Santi,2034-11-01,Wednesday,1 novembre: Tutti i Santi,C79-C
Commemorazione dei defunti,2034-11-02,Thursday,2 novembre: Commemorazione di tutti i fedeli defunti – 1° schema,C80-C
Commemorazione dei defunti,2034-11-02,Thursday,2 novembre: Commemorazione di tutti i fedeli defunti – 2° schema,C81-C
Commemorazione dei defunti,2034-11-02,Thursday,2 novembre: Commemorazione di tutti i fedeli defunti – 3° schema,C82-C
Dedicazione Basilica Lateranense,2034-11-09,Thursday,9 novembre: Dedicazione della Basilica lateranense,C83-C
Immacolata Concezione,2034-12-08,Friday,8 dicembre: Immacolata Concezione della beata Vergine Maria,C84-C
1° Domenica di Avvento,2035-12-02,Sunday,I domenica di Avvento,C1-A
2° Domenica di Avvento,2035-12-09,Sunday,II domenica di Avvento,C2-A
3° Domenica di Avvento - Gaudete,2035-12-16,Sunday,III domenica di Avvento,C3-A
4° Domenica di Avvento,2035-12-23,Sunday,IV domenica di Avvento,C4-A
Natale del Signore,2035-12-25,Tuesday,Natale del Signore – Messa del giorno,C8-A
Festa della Sacra Famiglia,2035-12-30,Sunday,"Santa Famiglia di Gesù, Maria e Giuseppe",C9-A
Maria Santissima Madre di Dio,2035-01-01,Monday,Solennità di Maria SS Madre di Dio,C10-A
Epifania del Signore,2035-01-06,Saturday,Epifania del Signore,C12-A
Battesimo del Signore,2035-01-07,Sunday,Battesimo del Signore,C13-A
1° Domenica di Quaresima,2035-02-11,Sunday,I domenica di Quaresima,C14-A
2° Domenica di Quaresima,2035-02-18,Sunday,II domenica di Quaresima,C15-A
3° Domenica di Quaresima,2035-02-25,Sunday,III domenica di Quaresima,C16-A
Domenica Laetare,2035-03-04,Sunday,IV domenica di Quaresima,C17-A
5° Domenica di Quaresima,2035-03-11,Sunday,V domenica di Quaresima,C18-A
Domenica delle Palme,2035-03-18,Sunday,Domenica delle Palme: Passione del Signore,C19-A
Giovedì Santo (Messa del Crisma),2035-03-22,Thursday,Giovedì della Settimana Santa – Messa del Crisma,C20-A
Giovedì Santo (In Cena Domini),2035-03-22,Thursday,Giovedì Santo – Messa vespertina «Cena del Signore»,C21-A
Venerdì Santo (Passione del Signore),2035-03-23,Friday,Venerdì Santo «Passione del Signore»,C22-A
Pasqua - Risurrezione del Signore,2035-03-25,Sunday,Domenica di Pasqua «Risurrezione del Signore» – Messa del giorno,C24-A
2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis),2035-04-01,Sunday,II domenica di Pasqua,C25-A
3° Domenica di Pasqua (Misericordias Domini),2035-04-08,Sunday,III domenica di Pasqua,C26-A
4° Domenica di Pasqua (Jubilate),2035-04-15,Sunday,IV domenica di Pasqua,C27-A
5° Domenica di Pasqua (Cantate),2035-04-22,Sunday,V domenica di Pasqua,C28-A
6° Domenica di Pasqua (Rogate - Vocem jocunditatis),2035-04-29,Sunday,VI domenica di Pasqua,C29-A
Ascensione di Gesù,2035-05-06,Sunday,Ascensione del Signore,C30-A
Pentecoste,2035-05-13,Sunday,Domenica di Pentecoste – Messa del giorno,C33-A
Solennità della Santissima Trinità,2035-05-20,Sunday,Solennità della SS Trinità,C34-A
Santissimo Corpo e Sangue di Cristo,2035-05-27,Sunday,Solennità del SS Corpo e Sangue di Cristo,C35-A
Santissimo Cuore di Gesù,2035-06-01,Friday,Solennità del Sacratissimo Cuore di Gesù,C36-A
2° D.T.O.,2035-01-14,Sunday,II domenica del Tempo Ordinario,C37-A
3° D.T.O.,2035-01-21,Sunday,III domenica del Tempo Ordinario,C38-A
4° D.T.O.,2035-01-28,Sunday,IV domenica del Tempo Ordinario,C39-A
5° D.T.O.,2035-02-04,Sunday,V domenica del Tempo Ordinario,C40-A
9° D.T.O.,2035-06-03,Sunday,IX domenica del Tempo Ordinario,C44-A
10° D.T.O.,2035-06-10,Sunday,X domenica del Tempo Ordinario,C45-A
11° D.T.O.,2035-06-17,Sunday,XI domenica del Tempo Ordinario,C46-A
13° D.T.O.,2035-07-01,Sunday,XIII domenica del Tempo Ordinario,C48-A
14° D.T.O.,2035-07-08,Sunday,XIV domenica del Tempo Ordinario,C49-A
15° D.T.O.,2035-07-15,Sunday,XV domenica del Tempo Ordinario,C50-A
16° D.T.O.,2035-07-22,Sunday,XVI domenica del Tempo Ordinario,C51-A
17° D.T.O.,2035-07-29,Sunday,XVII domenica del Tempo Ordinario,C52-A
18° D.T.O.,2035-08-05,Sunday,XVIII domenica del Tempo Ordinario,C53-A
19° D.T.O.,2035-08-12,Sunday,XIX domenica del Tempo Ordinario,C54-A
20° D.T.O.,2035-08-19,Sunday,XX domenica del Tempo Ordinario,C55-A
21° D.T.O.,2035-08-26,Sunday,XXI domenica del Tempo Ordinario,C56-A
22° D.T.O.,2035-09-02,Sunday,XXII domenica del Tempo Ordinario,C57-A
23° D.T.O.,2035-09-09,Sunday,XXIII domenica del Tempo Ordinario,C58-A
24° D.T.O.,2035-09-16,Sunday,XXIV domenica del Tempo Ordinario,C59-A
25° D.T.O.,2035-09-23,Sunday,XXV domenica del Tempo Ordinario,C60-A
26° D.T.O.,2035-09-30,Sunday,XXVI domenica del Tempo Ordinario,C61-A
27° D.T.O.,2035-10-07,Sunday,XXVII domenica del Tempo Ordinario,C62-A
28° D.T.O.,2035-10-14,Sunday,XXVIII domenica del Tempo Ordinario,C63-A
29° D.T.O.,2035-10-21,Sunday,XXIX domenica del Tempo Ordinario,C64-A
30° D.T.O.,2035-10-28,Sunday,XXX domenica del Tempo Ordinario,C65-A
31° D.T.O.,2035-11-04,Sunday,XXXI domenica del Tempo Ordinario,C66-A
32° D.T.O.,2035-11-11,Sunday,XXXII domenica del Tempo Ordinario,C67-A
33° D.T.O.,2035-11-18,Sunday,XXXIII domenica del Tempo Ordinario,C68-A
34° D.T.O. - Solennità di Cristo Re,2035-11-25,Sunday,Solennità di nostro Signore Gesù Cristo Re dell’universo,C69-A
Presentazione del Signore (Candelora),2035-02-02,Friday,2 febbraio: Presentazione del Signore,C70-A
Natività di San Giovanni Battista,2035-06-24,Sunday,24 giugno: Natività di san Giovanni Battista – Messa del giorno,C72-A
Santi Pietro e Paolo Apostoli,2035-06-29,Friday,29 giugno: Santi Pietro e Paolo apostoli – Messa del giorno,C74-A
Trasfigurazione del Signore,2035-08-06,Monday,6 agosto: Trasfigurazione del Signore,C75-A
Assunzione della Beata Vergine Maria,2035-08-15,Wednesday,15 agosto: Assunzione della beata Vergine Maria – Messa del giorno,C77-A
Esaltazione della Santa Croce,2035-09-14,Friday,14 settembre: Esaltazione della Santa Croce,C78-A
Solennità di tutti i Santi,2035-11-01,Thursday,1 novembre: Tutti i Santi,C79-A
Commemorazione dei defunti,2035-11-02,Friday,2 novembre: Commemorazione di tutti i fedeli defunti – 1° schema,C80-A
Commemorazione dei defunti,2035-11-02,Friday,2 novembre: Commemorazione di tutti i fedeli defunti – 2° schema,C81-A
Commemorazione dei defunti,2035-11-02,Friday,2 novembre: Commemorazione di tutti i fedeli defunti – 3° schema,C82-A
Dedicazione Basilica Lateranense,2035-11-09,Friday,9 novembre: Dedicazione della Basilica lateranense,C83-A
Immacolata Concezione,2035-12-08,Saturday,8 dicembre: Immacolata Concezione della beata Vergine Maria,C84-A
1° Domenica di Avvento,2036-11-30,Sunday,I domenica di Avvento,C1-B
2° Domenica di Avvento,2036-12-07,Sunday,II domenica di Avvento,C2-B
3° Domenica di Avvento - Gaudete,2036-12-14,Sunday,III domenica di Avvento,C3-B
4° Domenica di Avvento,2036-12-21,Sunday,IV domenica di Avvento,C4-B
Natale del Signore,2036-12-25,Thursday,Natale del Signore – Messa del giorno,C8-B
Festa della Sacra Famiglia,2036-12-28,Sunday,"Santa Famiglia di Gesù, Maria e Giuseppe",C9-B
Maria Santissima Madre di Dio,2036-01-01,Tuesday,Solennità di Maria SS Madre di Dio,C10-B
Epifania del Signore,2036-01-06,Sunday,Epifania del Signore,C12-B
Battesimo del Signore,2036-01-13,Sunday,Battesimo del Signore,C13-B
1° Domenica di Quaresima,2036-03-02,Sunday,I domenica di Quaresima,C14-B
2° Domenica di Quaresima,2036-03-09,Sunday,II domenica di Quaresima,C15-B
3° Domenica di Quaresima,2036-03-16,Sunday,III domenica di Quaresima,C16-B
Domenica Laetare,2036-03-23,Sunday,IV domenica di Quaresima,C17-B
5° Domenica di Quaresima,2036-03-30,Sunday,V domenica di Quaresima,C18-B
Domenica delle Palme,2036-04-06,Sunday,Domenica delle Palme: Passione del Signore,C19-B
Giovedì Santo (Messa del Crisma),2036-04-10,Thursday,Giovedì della Settimana Santa – Messa del Crisma,C20-B
Giovedì Santo (In Cena Domini),2036-04-10,Thursday,Giovedì Santo – Messa vespertina «Cena del Signore»,C21-B
Venerdì Santo (Passione del Signore),2036-04-11,Friday,Venerdì Santo «Passione del Signore»,C22-B
Pasqua - Risurrezione del Signore,2036-04-13,Sunday,Domenica di Pasqua «Risurrezione del Signore» – Messa del giorno,C24-B
2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis),2036-04-20,Sunday,II domenica di Pasqua,C25-B
3° Domenica di Pasqua (Misericordias Domini),2036-04-27,Sunday,III domenica di Pasqua,C26-B
4° Domenica di Pasqua (Jubilate),2036-05-04,Sunday,IV domenica di Pasqua,C27-B
5° Domenica di Pasqua (Cantate),2036-05-11,Sunday,V domenica di Pasqua,C28-B
6° Domenica di Pasqua (Rogate - Vocem jocunditatis),2036-05-18,Sunday,VI domenica di Pasqua,C29-B
Ascensione di Gesù,2036-05-25,Sunday,Ascensione del Signore,C30-B
Pentecoste,2036-06-01,Sunday,Domenica di Pentecoste – Messa del giorno,C33-B
Solennità della Santissima Trinità,2036-06-08,Sunday,Solennità della SS Trinità,C34-B
Santissimo Corpo e Sangue di Cristo,2036-06-15,Sunday,Solennità del SS Corpo e Sangue di Cristo,C35-B
Santissimo Cuore di Gesù,2036-06-20,Friday,Solennità del Sacratissimo Cuore di Gesù,C36-B
2° D.T.O.,2036-01-20,Sunday,II domenica del Tempo Ordinario,C37-B
3° D.T.O.,2036-01-27,Sunday,III domenica del Tempo Ordinario,C38-B
4° D.T.O.,2036-02-03,Sunday,IV domenica del Tempo Ordinario,C39-B
5° D.T.O.,2036-02-10,Sunday,V domenica del Tempo Ordinario,C40-B
6° D.T.O.,2036-02-17,Sunday,VI domenica del Tempo Ordinario,C41-B
7° D.T.O.,2036-02-24,Sunday,VII domenica del Tempo Ordinario,C42-B
12° D.T.O.,2036-06-22,Sunday,XII domenica del Tempo Ordinario,C47-B
14° D.T.O.,2036-07-06,Sunday,XIV domenica del Tempo Ordinario,C49-B
15° D.T.O.,2036-07-13,Sunday,XV domenica del Tempo Ordinario,C50-B
16° D.T.O.,2036-07-20,Sunday,XVI domenica del Tempo Ordinario,C51-B
17° D.T.O.,2036-07-27,Sunday,XVII domenica del Tempo Ordinario,C52-B
18° D.T.O.,2036-08-03,Sunday,XVIII domenica del Tempo Ordinario,C53-B
19° D.T.O.,2036-08-10,Sunday,XIX domenica del Tempo Ordinario,C54-B
20° D.T.O.,2036-08-17,Sunday,XX domenica del Tempo Ordinario,C55-B
21° D.T.O.,2036-08-24,Sunday,XXI domenica del Tempo Ordinario,C56-B
22° D.T.O.,2036-08-31,Sunday,XXII domenica del Tempo Ordinario,C57-B
23° D.T.O.,2036-09-07,Sunday,XXIII domenica del Tempo Ordinario,C58-B
25° D.T.O.,2036-09-21,Sunday,XXV domenica del Tempo Ordinario,C60-B
26° D.T.O.,2036-09-28,Sunday,XXVI domenica del Tempo Ordinario,C61-B
27° D.T.O.,2036-10-05,Sunday,XXVII domenica del Tempo Ordinario,C62-B
28° D.T.O.,2036-10-12,Sunday,XXVIII domenica del Tempo Ordinario,C63-B
29° D.T.O.,2036-10-19,Sunday,XXIX domenica del Tempo Ordinario,C64-B
30° D.T.O.,2036-10-26,Sunday,XXX domenica del Tempo Ordinario,C65-B
31° D.T.O.,2036-11-02,Sunday,XXXI domenica del Tempo Ordinario,C66-B
33° D.T.O.,2036-11-16,Sunday,XXXIII domenica del Tempo Ordinario,C68-B
34° D.T.O. - Solennità di Cristo Re,2036-11-23,Sunday,Solennità di nostro Signore Gesù Cristo Re dell’universo,C69-B
Presentazione del Signore (Candelora),2036-02-02,Saturday,2 febbraio: Presentazione del Signore,C70-B
Natività di San Giovanni Battista,2036-06-24,Tuesday,24 giugno: Natività di san Giovanni Battista – Messa del giorno,C72-B
Santi Pietro e Paolo Apostoli,2036-06-29,Sunday,29 giugno: Santi Pietro e Paolo apostoli – Messa del giorno,C74-B
Trasfigurazione del Signore,2036-08-06,Wednesday,6 agosto: Trasfigurazione del Signore,C75-B
Assunzione della Beata Vergine Maria,2036-08-15,Friday,15 agosto: Assunzione della beata Vergine Maria – Messa del giorno,C77-B
Esaltazione della Santa Croce,2036-09-14,Sunday,14 settembre: Esaltazione della Santa Croce,C78-B
Solennità di tutti i Santi,2036-11-01,Saturday,1 novembre: Tutti i Santi,C79-B
Commemorazione dei defunti,2036-11-02,Sunday,2 novembre: Commemorazione di tutti i fedeli defunti – 1° schema,C80-B
Commemorazione dei defunti,2036-11-02,Sunday,2 novembre: Commemorazione di tutti i fedeli defunti – 2° schema,C81-B
Commemorazione dei defunti,2036-11-02,Sunday,2 novembre: Commemorazione di tutti i fedeli defunti – 3° schema,C82-B
Dedicazione Basilica Lateranense,2036-11-09,Sunday,9 novembre: Dedicazione della Basilica lateranense,C83-B
Immacolata Concezione,2036-12-08,Monday,8 dicembre: Immacolata Concezione della beata Vergine Maria,C84-B
1° Domenica di Avvento,2037-11-29,Sunday,I domenica di Avvento,C1-C
2° Domenica di Avvento,2037-12-06,Sunday,II domenica di Avvento,C2-C
3° Domenica di Avvento - Gaudete,2037-12-13,Sunday,III domenica di Avvento,C3-C
4° Domenica di Avvento,2037-12-20,Sunday,IV domenica di Avvento,C4-C
Natale del Signore,2037-12-25,Friday,Natale del Signore – Messa del giorno,C8-C
Festa della Sacra Famiglia,2037-12-27,Sunday,"Santa Famiglia di Gesù, Maria e Giuseppe",C9-C
Maria Santissima Madre di Dio,2037-01-01,Thursday,Solennità di Maria SS Madre di Dio,C10-C
Epifania del Signore,2037-01-06,Tuesday,Epifania del Signore,C12-C
Battesimo del Signore,2037-01-11,Sunday,Battesimo del Signore,C13-C
1° Domenica di Quaresima,2037-02-22,Sunday,I domenica di Quaresima,C14-C
2° Domenica di Quaresima,2037-03-01,Sunday,II domenica di Quaresima,C15-C
3° Domenica di Quaresima,2037-03-08,Sunday,III domenica di Quaresima,C16-C
Domenica Laetare,2037-03-15,Sunday,IV domenica di Quaresima,C17-C
5° Domenica di Quaresima,2037-03-22,Sunday,V domenica di Quaresima,C18-C
Domenica delle Palme,2037-03-29,Sunday,Domenica delle Palme: Passione del Signore,C19-C
Giovedì Santo (Messa del Crisma),2037-04-02,Thursday,Giovedì della Settimana Santa – Messa del Crisma,C20-C
Giovedì Santo (In Cena Domini),2037-04-02,Thursday,Giovedì Santo – Messa vespertina «Cena del Signore»,C21-C
Venerdì Santo (Passione del Signore),2037-04-03,Friday,Venerdì Santo «Passione del Signore»,C22-C
Pasqua - Risurrezione del Signore,2037-04-05,Sunday,Domenica di Pasqua «Risurrezione del Signore» – Messa del giorno,C24-C
2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis),2037-04-12,Sunday,II domenica di Pasqua,C25-C
3° Domenica di Pasqua (Misericordias Domini),2037-04-19,Sunday,III domenica di Pasqua,C26-C
4° Domenica di Pasqua (Jubilate),2037-04-26,Sunday,IV domenica di Pasqua,C27-C
5° Domenica di Pasqua (Cantate),2037-05-03,Sunday,V domenica di Pasqua,C28-C
6° Domenica di Pasqua (Rogate - Vocem jocunditatis),2037-05-10,Sunday,VI domenica di Pasqua,C29-C
Ascensione di Gesù,2037-05-17,Sunday,Ascensione del Signore,C30-C
Pentecoste,2037-05-24,Sunday,Domenica di Pentecoste – Messa del giorno,C33-C
Solennità della Santissima Trinità,2037-05-31,Sunday,Solennità della SS Trinità,C34-C
Santissimo Corpo e Sangue di Cristo,2037-06-07,Sunday,Solennità del SS Corpo e Sangue di Cristo,C35-C
Santissimo Cuore di Gesù,2037-06-12,Friday,Solennità del Sacratissimo Cuore di Gesù,C36-C
2° D.T.O.,2037-01-18,Sunday,II domenica del Tempo Ordinario,C37-C
3° D.T.O.,2037-01-25,Sunday,III domenica del Tempo Ordinario,C38-C
4° D.T.O.,2037-02-01,Sunday,IV domenica del Tempo Ordinario,C39-C
5° D.T.O.,2037-02-08,Sunday,V domenica del Tempo Ordinario,C40-C
6° D.T.O.,2037-02-15,Sunday,VI domenica del Tempo Ordinario,C41-C
11° D.T.O.,2037-06-14,Sunday,XI domenica del Tempo Ordinario,C46-C
12° D.T.O.,2037-06-21,Sunday,XII domenica del Tempo Ordinario,C47-C
13° D.T.O.,2037-06-28,Sunday,XIII domenica del Tempo Ordinario,C48-C
14° D.T.O.,2037-07-05,Sunday,XIV domenica del Tempo Ordinario,C49-C
15° D.T.O.,2037-07-12,Sunday,XV domenica del Tempo Ordinario,C50-C
16° D.T.O.,2037-07-19,Sunday,XVI domenica del Tempo Ordinario,C51-C
17° D.T.O.,2037-07-26,Sunday,XVII domenica del Tempo Ordinario,C52-C
18° D.T.O.,2037-08-02,Sunday,XVIII domenica del Tempo Ordinario,C53-C
19° D.T.O.,2037-08-09,Sunday,XIX domenica del Tempo Ordinario,C54-C
20° D.T.O.,2037-08-16,Sunday,XX domenica del Tempo Ordinario,C55-C
21° D.T.O.,2037-08-23,Sunday,XXI domenica del Tempo Ordinario,C56-C
22° D.T.O.,2037-08-30,Sunday,XXII domenica del Tempo Ordinario,C57-C
23° D.T.O.,2037-09-06,Sunday,XXIII domenica del Tempo Ordinario,C58-C
24° D.T.O.,2037-09-13,Sunday,XXIV domenica del Tempo Ordinario,C59-C
25° D.T.O.,2037-09-20,Sunday,XXV domenica del Tempo Ordinario,C60-C
26° D.T.O.,2037-09-27,Sunday,XXVI domenica del Tempo Ordinario,C61-C
27° D.T.O.,2037-10-04,Sunday,XXVII domenica del Tempo Ordinario,C62-C
28° D.T.O.,2037-10-11,Sunday,XXVIII domenica del Tempo Ordinario,C63-C
29° D.T.O.,2037-10-18,Sunday,XXIX domenica del Tempo Ordinario,C64-C
30° D.T.O.,2037-10-25,Sunday,XXX domenica del Tempo Ordinario,C65-C
32° D.T.O.,2037-11-08,Sunday,XXXII domenica del Tempo Ordinario,C67-C
33° D.T.O.,2037-11-15,Sunday,XXXIII domenica del Tempo Ordinario,C68-C
34° D.T.O. - Solennità di Cristo Re,2037-11-22,Sunday,Solennità di nostro Signore Gesù Cristo Re dell’universo,C69-C
Presentazione del Signore (Candelora),2037-02-02,Monday,2 febbraio: Presentazione del Signore,C70-C
Natività di San Giovanni Battista,2037-06-24,Wednesday,24 giugno: Natività di san Giovanni Battista – Messa del giorno,C72-C
Santi Pietro e Paolo Apostoli,2037-06-29,Monday,29 giugno: Santi Pietro e Paolo apostoli – Messa del giorno,C74-C
Trasfigurazione del Signore,2037-08-06,Thursday,6 agosto: Trasfigurazione del Signore,C75-C
Assunzione della Beata Vergine Maria,2037-08-15,Saturday,15 agosto: Assunzione della beata Vergine Maria – Messa del giorno,C77-C
Esaltazione della Santa Croce,2037-09-14,Monday,14 settembre: Esaltazione della Santa Croce,C78-C
Solennità di tutti i Santi,2037-11-01,Sunday,1 novembre: Tutti i Santi,C79-C
Commemorazione dei defunti,2037-11-02,Monday,2 novembre: Commemorazione di tutti i fedeli defunti – 1° schema,C80-C
Commemorazione dei defunti,2037-11-02,Monday,2 novembre: Commemorazione di tutti i fedeli defunti – 2° schema,C81-C
Commemorazione dei defunti,2037-11-02,Monday,2 novembre: Commemorazione di tutti i fedeli defunti – 3° schema,C82-C
Dedicazione Basilica Lateranense,2037-11-09,Monday,9 novembre: Dedicazione della Basilica lateranense,C83-C
Immacolata Concezione,2037-12-08,Tuesday,8 dicembre: Immacolata Concezione della beata Vergine Maria,C84-C
1° Domenica di Avvento,2038-11-28,Sunday,I domenica di Avvento,C1-A
2° Domenica di Avvento,2038-12-05,Sunday,II domenica di Avvento,C2-A
3° Domenica di Avvento - Gaudete,2038-12-12,Sunday,III domenica di Avvento,C3-A
4° Domenica di Avvento,2038-12-19,Sunday,IV domenica di Avvento,C4-A
Natale del Signore,2038-12-25,Saturday,Natale del Signore – Messa del giorno,C8-A
Festa della Sacra Famiglia,2038-12-26,Sunday,"Santa Famiglia di Gesù, Maria e Giuseppe",C9-A
Maria Santissima Madre di Dio,2038-01-01,Friday,Solennità di Maria SS Madre di Dio,C10-A
2° domenica dopo natale,2038-01-03,Sunday,II domenica dopo Natale,C11-A
Epifania del Signore,2038-01-06,Wednesday,Epifania del Signore,C12-A
Battesimo del Signore,2038-01-10,Sunday,Battesimo del Signore,C13-A
1° Domenica di Quaresima,2038-03-14,Sunday,I domenica di Quaresima,C14-A
2° Domenica di Quaresima,2038-03-21,Sunday,II domenica di Quaresima,C15-A
3° Domenica di Quaresima,2038-03-28,Sunday,III domenica di Quaresima,C16-A
Domenica Laetare,2038-04-04,Sunday,IV domenica di Quaresima,C17-A
5° Domenica di Quaresima,2038-04-11,Sunday,V domenica di Quaresima,C18-A
Domenica delle Palme,2038-04-18,Sunday,Domenica delle Palme: Passione del Signore,C19-A
Giovedì Santo (Messa del Crisma),2038-04-22,Thursday,Giovedì della Settimana Santa – Messa del Crisma,C20-A
Giovedì Santo (In Cena Domini),2038-04-22,Thursday,Giovedì Santo – Messa vespertina «Cena del Signore»,C21-A
Venerdì Santo (Passione del Signore),2038-04-23,Friday,Venerdì Santo «Passione del Signore»,C22-A
Pasqua - Risurrezione del Signore,2038-04-25,Sunday,Domenica di Pasqua «Risurrezione del Signore» – Messa del giorno,C24-A
2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis),2038-05-02,Sunday,II domenica di Pasqua,C25-A
3° Domenica di Pasqua (Misericordias Domini),2038-05-09,Sunday,III domenica di Pasqua,C26-A
4° Domenica di Pasqua (Jubilate),2038-05-16,Sunday,IV domenica di Pasqua,C27-A
5° Domenica di Pasqua (Cantate),2038-05-23,Sunday,V domenica di Pasqua,C28-A
6° Domenica di Pasqua (Rogate - Vocem jocunditatis),2038-05-30,Sunday,VI domenica di Pasqua,C29-A
Ascensione di Gesù,2038-06-06,Sunday,Ascensione del Signore,C30-A
Pentecoste,2038-06-13,Sunday,Domenica di Pentecoste – Messa del giorno,C33-A
Solennità della Santissima Trinità,2038-06-20,Sunday,Solennità della SS Trinità,C34-A
Santissimo Corpo e Sangue di Cristo,2038-06-27,Sunday,Solennità del SS Corpo e Sangue di Cristo,C35-A
Santissimo Cuore di Gesù,2038-07-02,Friday,Solennità del Sacratissimo Cuore di Gesù,C36-A
2° D.T.O.,2038-01-17,Sunday,II domenica del Tempo Ordinario,C37-A
3° D.T.O.,2038-01-24,Sunday,III domenica del Tempo Ordinario,C38-A
4° D.T.O.,2038-01-31,Sunday,IV domenica del Tempo Ordinario,C39-A
5° D.T.O.,2038-02-07,Sunday,V domenica del Tempo Ordinario,C40-A
6° D.T.O.,2038-02-14,Sunday,VI domenica del Tempo Ordinario,C41-A
7° D.T.O.,2038-02-21,Sunday,VII domenica del Tempo Ordinario,C42-A
8° D.T.O.,2038-02-28,Sunday,VIII domenica del Tempo Ordinario,C43-A
9° D.T.O.,2038-03-07,Sunday,IX domenica del Tempo Ordinario,C44-A
14° D.T.O.,2038-07-04,Sunday,XIV domenica del Tempo Ordinario,C49-A
15° D.T.O.,2038-07-11,Sunday,XV domenica del Tempo Ordinario,C50-A
16° D.T.O.,2038-07-18,Sunday,XVI domenica del Tempo Ordinario,C51-A
17° D.T.O.,2038-07-25,Sunday,XVII domenica del Tempo Ordinario,C52-A
18° D.T.O.,2038-08-01,Sunday,XVIII domenica del Tempo Ordinario,C53-A
19° D.T.O.,2038-08-08,Sunday,XIX domenica del Tempo Ordinario,C54-A
21° D.T.O.,2038-08-22,Sunday,XXI domenica del Tempo Ordinario,C56-A
22° D.T.O.,2038-08-29,Sunday,XXII domenica del Tempo Ordinario,C57-A
23° D.T.O.,2038-09-05,Sunday,XXIII domenica del Tempo Ordinario,C58-A
24° D.T.O.,2038-09-12,Sunday,XXIV domenica del Tempo Ordinario,C59-A
25° D.T.O.,2038-09-19,Sunday,XXV domenica del Tempo Ordinario,C60-A
26° D.T.O.,2038-09-26,Sunday,XXVI domenica del Tempo Ordinario,C61-A
27° D.T.O.,2038-10-03,Sunday,XXVII domenica del Tempo Ordinario,C62-A
28° D.T.O.,2038-10-10,Sunday,XXVIII domenica del Tempo Ordinario,C63-A
29° D.T.O.,2038-10-17,Sunday,XXIX domenica del Tempo Ordinario,C64-A
30° D.T.O.,2038-10-24,Sunday,XXX domenica del Tempo Ordinario,C65-A
31° D.T.O.,2038-10-31,Sunday,XXXI domenica del Tempo Ordinario,C66-A
32° D.T.O.,2038-11-07,Sunday,XXXII domenica del Tempo Ordinario,C67-A
33° D.T.O.,2038-11-14,Sunday,XXXIII domenica del Tempo Ordinario,C68-A
34° D.T.O. - Solennità di Cristo Re,2038-11-21,Sunday,Solennità di nostro Signore Gesù Cristo Re dell’universo,C69-A
Presentazione del Signore (Candelora),2038-02-02,Tuesday,2 febbraio: Presentazione del Signore,C70-A
Natività di San Giovanni Battista,2038-06-24,Thursday,24 giugno: Natività di san Giovanni Battista – Messa del giorno,C72-A
Santi Pietro e Paolo Apostoli,2038-06-29,Tuesday,29 giugno: Santi Pietro e Paolo apostoli – Messa del giorno,C74-A
Trasfigurazione del Signore,2038-08-06,Friday,6 agosto: Trasfigurazione del Signore,C75-A
Assunzione della Beata Vergine Maria,2038-08-15,Sunday,15 agosto: Assunzione della beata Vergine Maria – Messa del giorno,C77-A
Esaltazione della Santa Croce,2038-09-14,Tuesday,14 settembre: Esaltazione della Santa Croce,C78-A
Solennità di tutti i Santi,2038-11-01,Monday,1 novembre: Tutti i Santi,C79-A
Commemorazione dei defunti,2038-11-02,Tuesday,2 novembre: Commemorazione di tutti i fedeli defunti – 1° schema,C80-A
Commemorazione dei defunti,2038-11-02,Tuesday,2 novembre: Commemorazione di tutti i fedeli defunti – 2° schema,C81-A
Commemorazione dei defunti,2038-11-02,Tuesday,2 novembre: Commemorazione di tutti i fedeli defunti – 3° schema,C82-A
Dedicazione Basilica Lateranense,2038-11-09,Tuesday,9 novembre: Dedicazione della Basilica lateranense,C83-A
Immacolata Concezione,2038-12-08,Wednesday,8 dicembre: Immacolata Concezione della beata Vergine Maria,C84-A
1° Domenica di Avvento,2039-11-27,Sunday,I domenica di Avvento,C1-B
2° Domenica di Avvento,2039-12-04,Sunday,II domenica di Avvento,C2-B
3° Domenica di Avvento - Gaudete,2039-12-11,Sunday,III domenica di Avvento,C3-B
4° Domenica di Avvento,2039-12-18,Sunday,IV domenica di Avvento,C4-B
Natale del Signore,2039-12-25,Sunday,Natale del Signore – Messa del giorno,C8-B
Festa della Sacra Famiglia,2039-12-30,Friday,"Santa Famiglia di Gesù, Maria e Giuseppe",C9-B
Maria Santissima Madre di Dio,2039-01-01,Saturday,Solennità di Maria SS Madre di Dio,C10-B
Epifania del Signore,2039-01-06,Thursday,Epifania del Signore,C12-B
Battesimo del Signore,2039-01-09,Sunday,Battesimo del Signore,C13-B
1° Domenica di Quaresima,2039-02-27,Sunday,I domenica di Quaresima,C14-B
2° Domenica di Quaresima,2039-03-06,Sunday,II domenica di Quaresima,C15-B
