evento,date,weekday,celebrazione,id_liturgia
Venerdì Santo (Passione del Signore),2047-04-12,Friday,Venerdì Santo «Passione del Signore»,C22-A
Pasqua - Risurrezione del Signore,2047-04-14,Sunday,Domenica di Pasqua «Risurrezione del Signore» – Messa del giorno,C24-A
2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis),2047-04-21,Sunday,II domenica di Pasqua,C25-A
3° Domenica di Pasqua (Misericordias Domini),2047-04-28,Sunday,III domenica di Pasqua,C26-A
4° Domenica di Pasqua (Jubilate),2047-05-05,Sunday,IV domenica di Pasqua,C27-A
5° Domenica di Pasqua (Cantate),2047-05-12,Sunday,V domenica di Pasqua,C28-A
6° Domenica di Pasqua (Rogate - Vocem jocunditatis),2047-05-19,Sunday,VI domenica di Pasqua,C29-A
Ascensione di Gesù,2047-05-26,Sunday,Ascensione del Signore,C30-A
Pentecoste,2047-06-02,Sunday,Domenica di Pentecoste – Messa del giorno,C33-A
Solennità della Santissima Trinità,2047-06-09,Sunday,Solennità della SS Trinità,C34-A
Santissimo Corpo e Sangue di Cristo,2047-06-16,Sunday,Solennità del SS Corpo e Sangue di Cristo,C35-A
Santissimo Cuore di Gesù,2047-06-21,Friday,Solennità del Sacratissimo Cuore di Gesù,C36-A
2° D.T.O.,2047-01-20,Sunday,II domenica del Tempo Ordinario,C37-A
3° D.T.O.,2047-01-27,Sunday,III domenica del Tempo Ordinario,C38-A
4° D.T.O.,2047-02-03,Sunday,IV domenica del Tempo Ordinario,C39-A
5° D.T.O.,2047-02-10,Sunday,V domenica del Tempo Ordinario,C40-A
6° D.T.O.,2047-02-17,Sunday,VI domenica del Tempo Ordinario,C41-A
7° D.T.O.,2047-02-24,Sunday,VII domenica del Tempo Ordinario,C42-A
12° D.T.O.,2047-06-23,Sunday,XII domenica del Tempo Ordinario,C47-A
13° D.T.O.,2047-06-30,Sunday,XIII domenica del Tempo Ordinario,C48-A
14° D.T.O.,2047-07-07,Sunday,XIV domenica del Tempo Ordinario,C49-A
15° D.T.O.,2047-07-14,Sunday,XV domenica del Tempo Ordinario,C50-A
16° D.T.O.,2047-07-21,Sunday,XVI domenica del Tempo Ordinario,C51-A
17° D.T.O.,2047-07-28,Sunday,XVII domenica del Tempo Ordinario,C52-A
18° D.T.O.,2047-08-04,Sunday,XVIII domenica del Tempo Ordinario,C53-A
19° D.T.O.,2047-08-11,Sunday,XIX domenica del Tempo Ordinario,C54-A
20° D.T.O.,2047-08-18,Sunday,XX domenica del Tempo Ordinario,C55-A
21° D.T.O.,2047-08-25,Sunday,XXI domenica del Tempo Ordinario,C56-A
22° D.T.O.,2047-09-01,Sunday,XXII domenica del Tempo Ordinario,C57-A
23° D.T.O.,2047-09-08,Sunday,XXIII domenica del Tempo Ordinario,C58-A
24° D.T.O.,2047-09-15,Sunday,XXIV domenica del Tempo Ordinario,C59-A
25° D.T.O.,2047-09-22,Sunday,XXV domenica del Tempo Ordinario,C60-A
26° D.T.O.,2047-09-29,Sunday,XXVI domenica del Tempo Ordinario,C61-A
27° D.T.O.,2047-10-06,Sunday,XXVII domenica del Tempo Ordinario,C62-A
28° D.T.O.,2047-10-13,Sunday,XXVIII domenica del Tempo Ordinario,C63-A
29° D.T.O.,2047-10-20,Sunday,XXIX domenica del Tempo Ordinario,C64-A
30° D.T.O.,2047-10-27,Sunday,XXX domenica del Tempo Ordinario,C65-A
31° D.T.O.,2047-11-03,Sunday,XXXI domenica del Tempo Ordinario,C66-A
32° D.T.O.,2047-11-10,Sunday,XXXII domenica del Tempo Ordinario,C67-A
33° D.T.O.,2047-11-17,Sunday,XXXIII domenica del Tempo Ordinario,C68-A
34° D.T.O. - Solennità di Cristo Re,2047-11-24,Sunday,Solennità di nostro Signore Gesù Cristo Re dell’universo,C69-A
Presentazione del Signore (Candelora),2047-02-02,Saturday,2 febbraio: Presentazione del Signore,C70-A
Natività di San Giovanni Battista,2047-06-24,Monday,24 giugno: Natività di san Giovanni Battista – Messa del giorno,C72-A
Santi Pietro e Paolo Apostoli,2047-06-29,Saturday,29 giugno: Santi Pietro e Paolo apostoli – Messa del giorno,C74-A
Trasfigurazione del Signore,2047-08-06,Tuesday,6 agosto: Trasfigurazione del Signore,C75-A
Assunzione della Beata Vergine Maria,2047-08-15,Thursday,15 agosto: Assunzione della beata Vergine Maria – Messa del giorno,C77-A
Esaltazione della Santa Croce,2047-09-14,Saturday,14 settembre: Esaltazione della Santa Croce,C78-A
Solennità di tutti i Santi,2047-11-01,Friday,1 novembre: Tutti i Santi,C79-A
Commemorazione dei defunti,2047-11-02,Saturday,2 novembre: Commemorazione di tutti i fedeli defunti – 1° schema,C80-A
Commemorazione dei defunti,2047-11-02,Saturday,2 novembre: Commemorazione di tutti i fedeli defunti – 2° schema,C81-A
Commemorazione dei defunti,2047-11-02,Saturday,2 novembre: Commemorazione di tutti i fedeli defunti – 3° schema,C82-A
Dedicazione Basilica Lateranense,2047-11-09,Saturday,9 novembre: Dedicazione della Basilica lateranense,C83-A
Immacolata Concezione,2047-12-08,Sunday,8 dicembre: Immacolata Concezione della beata Vergine Maria,C84-A
1° Domenica di Avvento,2048-11-29,Sunday,I domenica di Avvento,C1-B
2° Domenica di Avvento,2048-12-06,Sunday,II domenica di Avvento,C2-B
3° Domenica di Avvento - Gaudete,2048-12-13,Sunday,III domenica di Avvento,C3-B
4° Domenica di Avvento,2048-12-20,Sunday,IV domenica di Avvento,C4-B
Natale del Signore,2048-12-25,Friday,Natale del Signore – Messa del giorno,C8-B
Festa della Sacra Famiglia,2048-12-27,Sunday,"Santa Famiglia di Gesù, Maria e Giuseppe",C9-B
Maria Santissima Madre di Dio,2048-01-01,Wednesday,Solennità di Maria SS Madre di Dio,C10-B
Epifania del Signore,2048-01-06,Monday,Epifania del Signore,C12-B
Battesimo del Signore,2048-01-12,Sunday,Battesimo del Signore,C13-B
1° Domenica di Quaresima,2048-02-23,Sunday,I domenica di Quaresima,C14-B
2° Domenica di Quaresima,2048-03-01,Sunday,II domenica di Quaresima,C15-B
3° Domenica di Quaresima,2048-03-08,Sunday,III domenica di Quaresima,C16-B
Domenica Laetare,2048-03-15,Sunday,IV domenica di Quaresima,C17-B
5° Domenica di Quaresima,2048-03-22,Sunday,V domenica di Quaresima,C18-B
Domenica delle Palme,2048-03-29,Sunday,Domenica delle Palme: Passione del Signore,C19-B
Giovedì Santo (Messa del Crisma),2048-04-02,Thursday,Giovedì della Settimana Santa – Messa del Crisma,C20-B
Giovedì Santo (In Cena Domini),2048-04-02,Thursday,Giovedì Santo – Messa vespertina «Cena del Signore»,C21-B
Venerdì Santo (Passione del Signore),2048-04-03,Friday,Venerdì Santo «Passione del Signore»,C22-B
Pasqua - Risurrezione del Signore,2048-04-05,Sunday,Domenica di Pasqua «Risurrezione del Signore» – Messa del giorno,C24-B
2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis),2048-04-12,Sunday,II domenica di Pasqua,C25-B
3° Domenica di Pasqua (Misericordias Domini),2048-04-19,Sunday,III domenica di Pasqua,C26-B
4° Domenica di Pasqua (Jubilate),2048-04-26,Sunday,IV domenica di Pasqua,C27-B
5° Domenica di Pasqua (Cantate),2048-05-03,Sunday,V domenica di Pasqua,C28-B
6° Domenica di Pasqua (Rogate - Vocem jocunditatis),2048-05-10,Sunday,VI domenica di Pasqua,C29-B
Ascensione di Gesù,2048-05-17,Sunday,Ascensione del Signore,C30-B
Pentecoste,2048-05-24,Sunday,Domenica di Pentecoste – Messa del giorno,C33-B
Solennità della Santissima Trinità,2048-05-31,Sunday,Solennità della SS Trinità,C34-B
Santissimo Corpo e Sangue di Cristo,2048-06-07,Sunday,Solennità del SS Corpo e Sangue di Cristo,C35-B
Santissimo Cuore di Gesù,2048-06-12,Friday,Solennità del Sacratissimo Cuore di Gesù,C36-B
2° D.T.O.,2048-01-19,Sunday,II domenica del Tempo Ordinario,C37-B
3° D.T.O.,2048-01-26,Sunday,III domenica del Tempo Ordinario,C38-B
5° D.T.O.,2048-02-09,Sunday,V domenica del Tempo Ordinario,C40-B
6° D.T.O.,2048-02-16,Sunday,VI domenica del Tempo Ordinario,C41-B
11° D.T.O.,2048-06-14,Sunday,XI domenica del Tempo Ordinario,C46-B
12° D.T.O.,2048-06-21,Sunday,XII domenica del Tempo Ordinario,C47-B
13° D.T.O.,2048-06-28,Sunday,XIII domenica del Tempo Ordinario,C48-B
14° D.T.O.,2048-07-05,Sunday,XIV domenica del Tempo Ordinario,C49-B
15° D.T.O.,2048-07-12,Sunday,XV domenica del Tempo Ordinario,C50-B
16° D.T.O.,2048-07-19,Sunday,XVI domenica del Tempo Ordinario,C51-B
17° D.T.O.,2048-07-26,Sunday,XVII domenica del Tempo Ordinario,C52-B
18° D.T.O.,2048-08-02,Sunday,XVIII domenica del Tempo Ordinario,C53-B
19° D.T.O.,2048-08-09,Sunday,XIX domenica del Tempo Ordinario,C54-B
20° D.T.O.,2048-08-16,Sunday,XX domenica del Tempo Ordinario,C55-B
21° D.T.O.,2048-08-23,Sunday,XXI domenica del Tempo Ordinario,C56-B
22° D.T.O.,2048-08-30,Sunday,XXII domenica del Tempo Ordinario,C57-B
23° D.T.O.,2048-09-06,Sunday,XXIII domenica del Tempo Ordinario,C58-B
24° D.T.O.,2048-09-13,Sunday,XXIV domenica del Tempo Ordinario,C59-B
25° D.T.O.,2048-09-20,Sunday,XXV domenica del Tempo Ordinario,C60-B
26° D.T.O.,2048-09-27,Sunday,XXVI domenica del Tempo Ordinario,C61-B
27° D.T.O.,2048-10-04,Sunday,XXVII domenica del Tempo Ordinario,C62-B
28° D.T.O.,2048-10-11,Sunday,XXVIII domenica del Tempo Ordinario,C63-B
29° D.T.O.,2048-10-18,Sunday,XXIX domenica del Tempo Ordinario,C64-B
30° D.T.O.,2048-10-25,Sunday,XXX domenica del Tempo Ordinario,C65-B
32° D.T.O.,2048-11-08,Sunday,XXXII domenica del Tempo Ordinario,C67-B
33° D.T.O.,2048-11-15,Sunday,XXXIII domenica del Tempo Ordinario,C68-B
34° D.T.O. - Solennità di Cristo Re,2048-11-22,Sunday,Solennità di nostro Signore Gesù Cristo Re dell’universo,C69-B
Presentazione del Signore (Candelora),2048-02-02,Sunday,2 febbraio: Presentazione del Signore,C70-B
Natività di San Giovanni Battista,2048-06-24,Wednesday,24 giugno: Natività di san Giovanni Battista – Messa del giorno,C72-B
Santi Pietro e Paolo Apostoli,2048-06-29,Monday,29 giugno: Santi Pietro e Paolo apostoli – Messa del giorno,C74-B
Trasfigurazione del Signore,2048-08-06,Thursday,6 agosto: Trasfigurazione del Signore,C75-B
Assunzione della Beata Vergine Maria,2048-08-15,Saturday,15 agosto: Assunzione della beata Vergine Maria – Messa del giorno,C77-B
Esaltazione della Santa Croce,2048-09-14,Monday,14 settembre: Esaltazione della Santa Croce,C78-B
Solennità di tutti i Santi,2048-11-01,Sunday,1 novembre: Tutti i Santi,C79-B
Commemorazione dei defunti,2048-11-02,Monday,2 novembre: Commemorazione di tutti i fedeli defunti – 1° schema,C80-B
Commemorazione dei defunti,2048-11-02,Monday,2 novembre: Commemorazione di tutti i fedeli defunti – 2° schema,C81-B
Commemorazione dei defunti,2048-11-02,Monday,2 novembre: Commemorazione di tutti i fedeli defunti – 3° schema,C82-B
Dedicazione Basilica Lateranense,2048-11-09,Monday,9 novembre: Dedicazione della Basilica lateranense,C83-B
Immacolata Concezione,2048-12-08,Tuesday,8 dicembre: Immacolata Concezione della beata Vergine Maria,C84-B
1° Domenica di Avvento,2049-11-28,Sunday,I domenica di Avvento,C1-C
2° Domenica di Avvento,2049-12-05,Sunday,II domenica di Avvento,C2-C
3° Domenica di Avvento - Gaudete,2049-12-12,Sunday,III domenica di Avvento,C3-C
4° Domenica di Avvento,2049-12-19,Sunday,IV domenica di Avvento,C4-C
Natale del Signore,2049-12-25,Saturday,Natale del Signore – Messa del giorno,C8-C
Festa della Sacra Famiglia,2049-12-26,Sunday,"Santa Famiglia di Gesù, Maria e Giuseppe",C9-C
Maria Santissima Madre di Dio,2049-01-01,Friday,Solennità di Maria SS Madre di Dio,C10-C
2° domenica dopo natale,2049-01-03,Sunday,II domenica dopo Natale,C11-C
Epifania del Signore,2049-01-06,Wednesday,Epifania del Signore,C12-C
Battesimo del Signore,2049-01-10,Sunday,Battesimo del Signore,C13-C
1° Domenica di Quaresima,2049-03-07,Sunday,I domenica di Quaresima,C14-C
2° Domenica di Quaresima,2049-03-14,Sunday,II domenica di Quaresima,C15-C
3° Domenica di Quaresima,2049-03-21,Sunday,III domenica di Quaresima,C16-C
Domenica Laetare,2049-03-28,Sunday,IV domenica di Quaresima,C17-C
5° Domenica di Quaresima,2049-04-04,Sunday,V domenica di Quaresima,C18-C
Domenica delle Palme,2049-04-11,Sunday,Domenica delle Palme: Passione del Signore,C19-C
Giovedì Santo (Messa del Crisma),2049-04-15,Thursday,Giovedì della Settimana Santa – Messa del Crisma,C20-C
Giovedì Santo (In Cena Domini),2049-04-15,Thursday,Giovedì Santo – Messa vespertina «Cena del Signore»,C21-C
Venerdì Santo (Passione del Signore),2049-04-16,Friday,Venerdì Santo «Passione del Signore»,C22-C
Pasqua - Risurrezione del Signore,2049-04-18,Sunday,Domenica di Pasqua «Risurrezione del Signore» – Messa del giorno,C24-C
2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis),2049-04-25,Sunday,II domenica di Pasqua,C25-C
3° Domenica di Pasqua (Misericordias Domini),2049-05-02,Sunday,III domenica di Pasqua,C26-C
4° Domenica di Pasqua (Jubilate),2049-05-09,Sunday,IV domenica di Pasqua,C27-C
5° Domenica di Pasqua (Cantate),2049-05-16,Sunday,V domenica di Pasqua,C28-C
6° Domenica di Pasqua (Rogate - Vocem jocunditatis),2049-05-23,Sunday,VI domenica di Pasqua,C29-C
Ascensione di Gesù,2049-05-30,Sunday,Ascensione del Signore,C30-C
Pentecoste,2049-06-06,Sunday,Domenica di Pentecoste – Messa del giorno,C33-C
Solennità della Santissima Trinità,2049-06-13,Sunday,Solennità della SS Trinità,C34-C
Santissimo Corpo e Sangue di Cristo,2049-06-20,Sunday,Solennità del SS Corpo e Sangue di Cristo,C35-C
Santissimo Cuore di Gesù,2049-06-25,Friday,Solennità del Sacratissimo Cuore di Gesù,C36-C
2° D.T.O.,2049-01-17,Sunday,II domenica del Tempo Ordinario,C37-C
3° D.T.O.,2049-01-24,Sunday,III domenica del Tempo Ordinario,C38-C
4° D.T.O.,2049-01-31,Sunday,IV domenica del Tempo Ordinario,C39-C
5° D.T.O.,2049-02-07,Sunday,V domenica del Tempo Ordinario,C40-C
6° D.T.O.,2049-02-14,Sunday,VI domenica del Tempo Ordinario,C41-C
7° D.T.O.,2049-02-21,Sunday,VII domenica del Tempo Ordinario,C42-C
8° D.T.O.,2049-02-28,Sunday,VIII domenica del Tempo Ordinario,C43-C
13° D.T.O.,2049-06-27,Sunday,XIII domenica del Tempo Ordinario,C48-C
14° D.T.O.,2049-07-04,Sunday,XIV domenica del Tempo Ordinario,C49-C
15° D.T.O.,2049-07-11,Sunday,XV domenica del Tempo Ordinario,C50-C
16° D.T.O.,2049-07-18,Sunday,XVI domenica del Tempo Ordinario,C51-C
17° D.T.O.,2049-07-25,Sunday,XVII domenica del Tempo Ordinario,C52-C
18° D.T.O.,2049-08-01,Sunday,XVIII domenica del Tempo Ordinario,C53-C
19° D.T.O.,2049-08-08,Sunday,XIX domenica del Tempo Ordinario,C54-C
21° D.T.O.,2049-08-22,Sunday,XXI domenica del Tempo Ordinario,C56-C
22° D.T.O.,2049-08-29,Sunday,XXII domenica del Tempo Ordinario,C57-C
23° D.T.O.,2049-09-05,Sunday,XXIII domenica del Tempo Ordinario,C58-C
24° D.T.O.,2049-09-12,Sunday,XXIV domenica del Tempo Ordinario,C59-C
25° D.T.O.,2049-09-19,Sunday,XXV domenica del Tempo Ordinario,C60-C
26° D.T.O.,2049-09-26,Sunday,XXVI domenica del Tempo Ordinario,C61-C
27° D.T.O.,2049-10-03,Sunday,XXVII domenica del Tempo Ordinario,C62-C
28° D.T.O.,2049-10-10,Sunday,XXVIII domenica del Tempo Ordinario,C63-C
29° D.T.O.,2049-10-17,Sunday,XXIX domenica del Tempo Ordinario,C64-C
30° D.T.O.,2049-10-24,Sunday,XXX domenica del Tempo Ordinario,C65-C
31° D.T.O.,2049-10-31,Sunday,XXXI domenica del Tempo Ordinario,C66-C
32° D.T.O.,2049-11-07,Sunday,XXXII domenica del Tempo Ordinario,C67-C
33° D.T.O.,2049-11-14,Sunday,XXXIII domenica del Tempo Ordinario,C68-C
34° D.T.O. - Solennità di Cristo Re,2049-11-21,Sunday,Solennità di nostro Signore Gesù Cristo Re dell’universo,C69-C
Presentazione del Signore (Candelora),2049-02-02,Tuesday,2 febbraio: Presentazione del Signore,C70-C
Natività di San Giovanni Battista,2049-06-24,Thursday,24 giugno: Natività di san Giovanni Battista – Messa del giorno,C72-C
Santi Pietro e Paolo Apostoli,2049-06-29,Tuesday,29 giugno: Santi Pietro e Paolo apostoli – Messa del giorno,C74-C
Trasfigurazione del Signore,2049-08-06,Friday,6 agosto: Trasfigurazione del Signore,C75-C
Assunzione della Beata Vergine Maria,2049-08-15,Sunday,15 agosto: Assunzione della beata Vergine Maria – Messa del giorno,C77-C
Esaltazione della Santa Croce,2049-09-14,Tuesday,14 settembre: Esaltazione della Santa Croce,C78-C
Solennità di tutti i Santi,2049-11-01,Monday,1 novembre: Tutti i Santi,C79-C
Commemorazione dei defunti,2049-11-02,Tuesday,2 novembre: Commemorazione di tutti i fedeli defunti – 1° schema,C80-C
Commemorazione dei defunti,2049-11-02,Tuesday,2 novembre: Commemorazione di tutti i fedeli defunti – 2° schema,C81-C
Commemorazione dei defunti,2049-11-02,Tuesday,2 novembre: Commemorazione di tutti i fedeli defunti – 3° schema,C82-C
Dedicazione Basilica Lateranense,2049-11-09,Tuesday,9 novembre: Dedicazione della Basilica lateranense,C83-C
Immacolata Concezione,2049-12-08,Wednesday,8 dicembre: Immacolata Concezione della beata Vergine Maria,C84-C
1° Domenica di Avvento,2050-11-27,Sunday,I domenica di Avvento,C1-A
2° Domenica di Avvento,2050-12-04,Sunday,II domenica di Avvento,C2-A
3° Domenica di Avvento - Gaudete,2050-12-11,Sunday,III domenica di Avvento,C3-A
4° Domenica di Avvento,2050-12-18,Sunday,IV domenica di Avvento,C4-A
Natale del Signore,2050-12-25,Sunday,Natale del Signore – Messa del giorno,C8-A
Festa della Sacra Famiglia,2050-12-30,Friday,"Santa Famiglia di Gesù, Maria e Giuseppe",C9-A
Maria Santissima Madre di Dio,2050-01-01,Saturday,Solennità di Maria SS Madre di Dio,C10-A
Epifania del Signore,2050-01-06,Thursday,Epifania del Signore,C12-A
Battesimo del Signore,2050-01-09,Sunday,Battesimo del Signore,C13-A
1° Domenica di Quaresima,2050-02-27,Sunday,I domenica di Quaresima,C14-A
2° Domenica di Quaresima,2050-03-06,Sunday,II domenica di Quaresima,C15-A
3° Domenica di Quaresima,2050-03-13,Sunday,III domenica di Quaresima,C16-A
Domenica Laetare,2050-03-20,Sunday,IV domenica di Quaresima,C17-A
5° Domenica di Quaresima,2050-03-27,Sunday,V domenica di Quaresima,C18-A
Domenica delle Palme,2050-04-03,Sunday,Domenica delle Palme: Passione del Signore,C19-A
Giovedì Santo (Messa del Crisma),2050-04-07,Thursday,Giovedì della Settimana Santa – Messa del Crisma,C20-A
Giovedì Santo (In Cena Domini),2050-04-07,Thursday,Giovedì Santo – Messa vespertina «Cena del Signore»,C21-A
Venerdì Santo (Passione del Signore),2050-04-08,Friday,Venerdì Santo «Passione del Signore»,C22-A
Pasqua - Risurrezione del Signore,2050-04-10,Sunday,Domenica di Pasqua «Risurrezione del Signore» – Messa del giorno,C24-A
2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis),2050-04-17,Sunday,II domenica di Pasqua,C25-A
3° Domenica di Pasqua (Misericordias Domini),2050-04-24,Sunday,III domenica di Pasqua,C26-A
4° Domenica di Pasqua (Jubilate),2050-05-01,Sunday,IV domenica di Pasqua,C27-A
5° Domenica di Pasqua (Cantate),2050-05-08,Sunday,V domenica di Pasqua,C28-A
6° Domenica di Pasqua (Rogate - Vocem jocunditatis),2050-05-15,Sunday,VI domenica di Pasqua,C29-A
Ascensione di Gesù,2050-05-22,Sunday,Ascensione del Signore,C30-A
Pentecoste,2050-05-29,Sunday,Domenica di Pentecoste – Messa del giorno,C33-A
Solennità della Santissima Trinità,2050-06-05,Sunday,Solennità della SS Trinità,C34-A
Santissimo Corpo e Sangue di Cristo,2050-06-12,Sunday,Solennità del SS Corpo e Sangue di Cristo,C35-A
Santissimo Cuore di Gesù,2050-06-17,Friday,Solennità del Sacratissimo Cuore di Gesù,C36-A
2° D.T.O.,2050-01-16,Sunday,II domenica del Tempo Ordinario,C37-A
3° D.T.O.,2050-01-23,Sunday,III domenica del Tempo Ordinario,C38-A
4° D.T.O.,2050-01-30,Sunday,IV domenica del Tempo Ordinario,C39-A
5° D.T.O.,2050-02-06,Sunday,V domenica del Tempo Ordinario,C40-A
6° D.T.O.,2050-02-13,Sunday,VI domenica del Tempo Ordinario,C41-A
7° D.T.O.,2050-02-20,Sunday,VII domenica del Tempo Ordinario,C42-A
12° D.T.O.,2050-06-19,Sunday,XII domenica del Tempo Ordinario,C47-A
13° D.T.O.,2050-06-26,Sunday,XIII domenica del Tempo Ordinario,C48-A
14° D.T.O.,2050-07-03,Sunday,XIV domenica del Tempo Ordinario,C49-A
15° D.T.O.,2050-07-10,Sunday,XV domenica del Tempo Ordinario,C50-A
16° D.T.O.,2050-07-17,Sunday,XVI domenica del Tempo Ordinario,C51-A
17° D.T.O.,2050-07-24,Sunday,XVII domenica del Tempo Ordinario,C52-A
18° D.T.O.,2050-07-31,Sunday,XVIII domenica del Tempo Ordinario,C53-A
19° D.T.O.,2050-08-07,Sunday,XIX domenica del Tempo Ordinario,C54-A
20° D.T.O.,2050-08-14,Sunday,XX domenica del Tempo Ordinario,C55-A
21° D.T.O.,2050-08-21,Sunday,XXI domenica del Tempo Ordinario,C56-A
22° D.T.O.,2050-08-28,Sunday,XXII domenica del Tempo Ordinario,C57-A
23° D.T.O.,2050-09-04,Sunday,XXIII domenica del Tempo Ordinario,C58-A
24° D.T.O.,2050-09-11,Sunday,XXIV domenica del Tempo Ordinario,C59-A
25° D.T.O.,2050-09-18,Sunday,XXV domenica del Tempo Ordinario,C60-A
26° D.T.O.,2050-09-25,Sunday,XXVI domenica del Tempo Ordinario,C61-A
27° D.T.O.,2050-10-02,Sunday,XXVII domenica del Tempo Ordinario,C62-A
