anno,date,weekday,evento,tipo_evento
2032,2032-03-25,Thursday,Giovedì Santo (Messa del Crisma),Solennità
2032,2032-03-25,Thursday,Giovedì Santo (In Cena Domini),Solennità
2032,2032-03-26,Friday,Venerdì Santo (Passione del Signore),Solennità
2032,2032-03-26,Friday,Inizio Novena alla Divina Misericordia,Novena
2032,2032-03-27,Saturday,Sabato Santo,Solennità
2032,2032-03-28,Sunday,Pasqua - Risurrezione del Signore,Solennità
2032,2032-03-29,Monday,Lunedì dell'Angelo,Feria
2032,2032-04-04,Sunday,2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis),Domenica
2032,2032-04-05,Monday,Festa dell'Annunciazione,Festa
2032,2032-04-11,Sunday,3° Domenica di Pasqua (Misericordias Domini),Domenica
2032,2032-04-18,Sunday,4° Domenica di Pasqua (Jubilate),Domenica
2032,2032-04-25,Sunday,5° Domenica di Pasqua (Cantate),Domenica
2032,2032-05-01,Saturday,San Giuseppe Lavoratore,Memoria
2032,2032-05-02,Sunday,6° Domenica di Pasqua (Rogate - Vocem jocunditatis),Domenica
2032,2032-05-07,Friday,Inizio Novena di Pentecoste,Novena
2032,2032-05-09,Sunday,Ascensione di Gesù,Solennità
2032,2032-05-16,Sunday,Pentecoste,Solennità
2032,2032-05-23,Sunday,Solennità della Santissima Trinità,Solennità
2032,2032-05-30,Sunday,Santissimo Corpo e Sangue di Cristo,Solennità
2032,2032-05-31,Monday,Visitazione della Beata Vergine Maria,Festa
2032,2032-06-04,Friday,Santissimo Cuore di Gesù,Solennità
2032,2032-06-06,Sunday,10° D.T.O.,Domenica
2032,2032-06-13,Sunday,11° D.T.O.,Domenica
2032,2032-06-20,Sunday,12° D.T.O.,Domenica
2032,2032-06-24,Thursday,Natività di San Giovanni Battista,Solennità
2032,2032-06-27,Sunday,13° D.T.O.,Domenica
2032,2032-06-29,Tuesday,Santi Pietro e Paolo Apostoli,Solennità
2032,2032-07-04,Sunday,14° D.T.O.,Domenica
2032,2032-07-11,Sunday,15° D.T.O.,Domenica
2032,2032-07-16,Friday,Beata Vergine Maria del Monte Carmelo,Memoria
2032,2032-07-18,Sunday,16° D.T.O.,Domenica
2032,2032-07-25,Sunday,San Giacomo,Festa
2032,2032-08-01,Sunday,18° D.T.O.,Domenica
2032,2032-08-06,Friday,Trasfigurazione del Signore,Festa
2032,2032-08-08,Sunday,19° D.T.O.,Domenica
2032,2032-08-15,Sunday,Assunzione della Beata Vergine Maria,Solennità
2032,2032-08-22,Sunday,21° D.T.O.,Domenica
2032,2032-08-29,Sunday,22° D.T.O.,Domenica
2032,2032-09-05,Sunday,23° D.T.O.,Domenica
2032,2032-09-08,Wednesday,Natività della Beata Vergine Maria,Festa
2032,2032-09-12,Sunday,Santissimo nome di Maria,Festa
2032,2032-09-14,Tuesday,Esaltazione della Santa Croce,Festa
2032,2032-09-19,Sunday,25° D.T.O.,Domenica
2032,2032-09-26,Sunday,26° D.T.O.,Domenica
2032,2032-10-03,Sunday,27° D.T.O.,Domenica
2032,2032-10-07,Thursday,Madonna del Rosario,Memoria
2032,2032-10-10,Sunday,28° D.T.O.,Domenica
2032,2032-10-17,Sunday,29° D.T.O.,Domenica
2032,2032-10-24,Sunday,30° D.T.O.,Domenica
2032,2032-10-24,Sunday,Inizio Novena dei morti,Novena
2032,2032-10-31,Sunday,31° D.T.O.,Domenica
2032,2032-11-01,Monday,Solennità di tutti i Santi,Solennità
2032,2032-11-02,Tuesday,Commemorazione dei defunti,Comm.
2032,2032-11-07,Sunday,32° D.T.O.,Domenica
2032,2032-11-09,Tuesday,Dedicazione Basilica Lateranense,Festa
2032,2032-11-14,Sunday,33° D.T.O.,Domenica
2032,2032-11-21,Sunday,34° D.T.O. - Solennità di Cristo Re,Solennità
2032,2032-11-21,Sunday,Presentazione della Beata Vergine Maria,Memoria
2032,2032-11-22,Monday,Santa Cecilia patrona musica,Memoria
2032,2032-11-28,Sunday,1° Domenica di Avvento,Domenica
2032,2032-11-29,Monday,Inizio Novena all'immacolata,Novena
2032,2032-12-05,Sunday,2° Domenica di Avvento,Domenica
2032,2032-12-08,Wednesday,Immacolata Concezione,Solennità
2032,2032-12-10,Friday,Madonna di Loreto,Memoria
2032,2032-12-12,Sunday,3° Domenica di Avvento - Gaudete,Domenica
2032,2032-12-13,Monday,Santa Lucia,Memoria
2032,2032-12-16,Thursday,Inizio Novena di Natale,Novena
2032,2032-12-19,Sunday,4° Domenica di Avvento,Domenica
2032,2032-12-25,Saturday,Natale del Signore,Solennità
2032,2032-12-26,Sunday,Santo Stefano,Festa
2032,2032-12-26,Sunday,Festa della Sacra Famiglia,Festa
2032,2032-12-31,Friday,Messa di Ringraziamento,Feria
2033,2033-01-01,Saturday,Maria Santissima Madre di Dio,Solennità
2033,2033-01-01,Saturday,Giornata mondiale della pace,Festa
2033,2033-01-03,Monday,Santissimo nome di Gesù,Memoria
2033,2033-01-06,Thursday,Epifania del Signore,Festa
2033,2033-01-09,Sunday,Battesimo del Signore,Festa
2033,2033-01-16,Sunday,2° D.T.O.,Domenica
2033,2033-01-23,Sunday,3° D.T.O.,Domenica
2033,2033-01-25,Tuesday,Conversione di San Paolo apostolo,Solennità
2033,2033-01-30,Sunday,4° D.T.O.,Domenica
2033,2033-02-02,Wednesday,Presentazione del Signore (Candelora),Festa
2033,2033-02-06,Sunday,5° D.T.O.,Domenica
2033,2033-02-11,Friday,Madonna di Lourdes,Feria
2033,2033-02-13,Sunday,6° D.T.O.,Domenica
2033,2033-02-20,Sunday,7° D.T.O.,Domenica
2033,2033-02-22,Tuesday,Cattedra di San Pietro Apostolo,Festa
2033,2033-02-27,Sunday,8° D.T.O.,Domenica
2033,2033-03-02,Wednesday,Mercoledì delle ceneri,Solennità
2033,2033-03-06,Sunday,1° Domenica di Quaresima,Domenica
2033,2033-03-13,Sunday,2° Domenica di Quaresima,Domenica
2033,2033-03-19,Saturday,Solennità di San Giuseppe,Solennità
2033,2033-03-20,Sunday,3° Domenica di Quaresima,Domenica
2033,2033-03-25,Friday,Festa dell'Annunciazione,Festa
2033,2033-03-27,Sunday,Domenica Laetare,Domenica
2033,2033-04-03,Sunday,5° Domenica di Quaresima,Domenica
2033,2033-04-10,Sunday,Domenica delle Palme,Domenica
2033,2033-04-11,Monday,Lunedì della settimana Santa,Feria
2033,2033-04-12,Tuesday,Martedì della settimana Santa,Feria
2033,2033-04-13,Wednesday,Mercoledì della settimana Santa,Feria
2033,2033-04-14,Thursday,Giovedì Santo (Messa del Crisma),Solennità
2033,2033-04-14,Thursday,Giovedì Santo (In Cena Domini),Solennità
2033,2033-04-15,Friday,Venerdì Santo (Passione del Signore),Solennità
2033,2033-04-15,Friday,Inizio Novena alla Divina Misericordia,Novena
2033,2033-04-16,Saturday,Sabato Santo,Solennità
2033,2033-04-17,Sunday,Pasqua - Risurrezione del Signore,Solennità
2033,2033-04-18,Monday,Lunedì dell'Angelo,Feria
2033,2033-04-24,Sunday,2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis),Domenica
2033,2033-05-01,Sunday,3° Domenica di Pasqua (Misericordias Domini),Domenica
2033,2033-05-01,Sunday,San Giuseppe Lavoratore,Memoria
2033,2033-05-08,Sunday,4° Domenica di Pasqua (Jubilate),Domenica
2033,2033-05-15,Sunday,5° Domenica di Pasqua (Cantate),Domenica
2033,2033-05-22,Sunday,6° Domenica di Pasqua (Rogate - Vocem jocunditatis),Domenica
2033,2033-05-27,Friday,Inizio Novena di Pentecoste,Novena
2033,2033-05-29,Sunday,Ascensione di Gesù,Solennità
2033,2033-05-31,Tuesday,Visitazione della Beata Vergine Maria,Festa
2033,2033-06-05,Sunday,Pentecoste,Solennità
2033,2033-06-12,Sunday,Solennità della Santissima Trinità,Solennità
2033,2033-06-19,Sunday,Santissimo Corpo e Sangue di Cristo,Solennità
2033,2033-06-24,Friday,Natività di San Giovanni Battista,Solennità
2033,2033-06-24,Friday,Santissimo Cuore di Gesù,Solennità
2033,2033-06-26,Sunday,13° D.T.O.,Domenica
2033,2033-06-29,Wednesday,Santi Pietro e Paolo Apostoli,Solennità
2033,2033-07-03,Sunday,14° D.T.O.,Domenica
2033,2033-07-10,Sunday,15° D.T.O.,Domenica
2033,2033-07-16,Saturday,Beata Vergine Maria del Monte Carmelo,Memoria
2033,2033-07-17,Sunday,16° D.T.O.,Domenica
2033,2033-07-24,Sunday,17° D.T.O.,Domenica
2033,2033-07-25,Monday,San Giacomo,Festa
2033,2033-07-31,Sunday,18° D.T.O.,Domenica
2033,2033-08-06,Saturday,Trasfigurazione del Signore,Festa
2033,2033-08-07,Sunday,19° D.T.O.,Domenica
2033,2033-08-14,Sunday,20° D.T.O.,Domenica
2033,2033-08-15,Monday,Assunzione della Beata Vergine Maria,Solennità
2033,2033-08-21,Sunday,21° D.T.O.,Domenica
2033,2033-08-28,Sunday,22° D.T.O.,Domenica
2033,2033-09-04,Sunday,23° D.T.O.,Domenica
2033,2033-09-08,Thursday,Natività della Beata Vergine Maria,Festa
2033,2033-09-11,Sunday,24° D.T.O.,Domenica
2033,2033-09-12,Monday,Santissimo nome di Maria,Festa
2033,2033-09-14,Wednesday,Esaltazione della Santa Croce,Festa
2033,2033-09-18,Sunday,25° D.T.O.,Domenica
2033,2033-09-25,Sunday,26° D.T.O.,Domenica
2033,2033-10-02,Sunday,27° D.T.O.,Domenica
2033,2033-10-07,Friday,Madonna del Rosario,Memoria
2033,2033-10-09,Sunday,28° D.T.O.,Domenica
2033,2033-10-16,Sunday,29° D.T.O.,Domenica
2033,2033-10-23,Sunday,30° D.T.O.,Domenica
2033,2033-10-24,Monday,Inizio Novena dei morti,Novena
2033,2033-10-30,Sunday,31° D.T.O.,Domenica
2033,2033-11-01,Tuesday,Solennità di tutti i Santi,Solennità
2033,2033-11-02,Wednesday,Commemorazione dei defunti,Comm.
2033,2033-11-06,Sunday,32° D.T.O.,Domenica
2033,2033-11-09,Wednesday,Dedicazione Basilica Lateranense,Festa
2033,2033-11-13,Sunday,33° D.T.O.,Domenica
2033,2033-11-20,Sunday,34° D.T.O. - Solennità di Cristo Re,Solennità
2033,2033-11-21,Monday,Presentazione della Beata Vergine Maria,Memoria
2033,2033-11-22,Tuesday,Santa Cecilia patrona musica,Memoria
2033,2033-11-27,Sunday,1° Domenica di Avvento,Domenica
2033,2033-11-29,Tuesday,Inizio Novena all'immacolata,Novena
2033,2033-12-04,Sunday,2° Domenica di Avvento,Domenica
2033,2033-12-08,Thursday,Immacolata Concezione,Solennità
2033,2033-12-10,Saturday,Madonna di Loreto,Memoria
2033,2033-12-11,Sunday,3° Domenica di Avvento - Gaudete,Domenica
2033,2033-12-13,Tuesday,Santa Lucia,Memoria
2033,2033-12-16,Friday,Inizio Novena di Natale,Novena
2033,2033-12-18,Sunday,4° Domenica di Avvento,Domenica
2033,2033-12-25,Sunday,Natale del Signore,Solennità
2033,2033-12-26,Monday,Santo Stefano,Festa
2033,2033-12-30,Friday,Festa della Sacra Famiglia,Festa
2033,2033-12-31,Saturday,Messa di Ringraziamento,Feria
2034,2034-01-01,Sunday,Maria Santissima Madre di Dio,Solennità
2034,2034-01-01,Sunday,Giornata mondiale della pace,Festa
2034,2034-01-03,Tuesday,Santissimo nome di Gesù,Memoria
2034,2034-01-06,Friday,Epifania del Signore,Festa
2034,2034-01-08,Sunday,Battesimo del Signore,Festa
2034,2034-01-15,Sunday,2° D.T.O.,Domenica
2034,2034-01-22,Sunday,3° D.T.O.,Domenica
2034,2034-01-25,Wednesday,Conversione di San Paolo apostolo,Solennità
2034,2034-01-29,Sunday,4° D.T.O.,Domenica
2034,2034-02-02,Thursday,Presentazione del Signore (Candelora),Festa
2034,2034-02-05,Sunday,5° D.T.O.,Domenica
2034,2034-02-11,Saturday,Madonna di Lourdes,Feria
2034,2034-02-12,Sunday,6° D.T.O.,Domenica
2034,2034-02-19,Sunday,7° D.T.O.,Domenica
2034,2034-02-22,Wednesday,Mercoledì delle ceneri,Solennità
2034,2034-02-22,Wednesday,Cattedra di San Pietro Apostolo,Festa
2034,2034-02-26,Sunday,1° Domenica di Quaresima,Domenica
2034,2034-03-05,Sunday,2° Domenica di Quaresima,Domenica
2034,2034-03-12,Sunday,3° Domenica di Quaresima,Domenica
2034,2034-03-19,Sunday,Domenica Laetare,Domenica
2034,2034-03-20,Monday,Solennità di San Giuseppe,Solennità
2034,2034-03-25,Saturday,Festa dell'Annunciazione,Festa
2034,2034-03-26,Sunday,5° Domenica di Quaresima,Domenica
2034,2034-04-02,Sunday,Domenica delle Palme,Domenica
2034,2034-04-03,Monday,Lunedì della settimana Santa,Feria
2034,2034-04-04,Tuesday,Martedì della settimana Santa,Feria
2034,2034-04-05,Wednesday,Mercoledì della settimana Santa,Feria
2034,2034-04-06,Thursday,Giovedì Santo (Messa del Crisma),Solennità
2034,2034-04-06,Thursday,Giovedì Santo (In Cena Domini),Solennità
2034,2034-04-07,Friday,Venerdì Santo (Passione del Signore),Solennità
2034,2034-04-07,Friday,Inizio Novena alla Divina Misericordia,Novena
2034,2034-04-08,Saturday,Sabato Santo,Solennità
2034,2034-04-09,Sunday,Pasqua - Risurrezione del Signore,Solennità
2034,2034-04-10,Monday,Lunedì dell'Angelo,Feria
2034,2034-04-16,Sunday,2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis),Domenica
2034,2034-04-23,Sunday,3° Domenica di Pasqua (Misericordias Domini),Domenica
2034,2034-04-30,Sunday,4° Domenica di Pasqua (Jubilate),Domenica
2034,2034-05-01,Monday,San Giuseppe Lavoratore,Memoria
2034,2034-05-07,Sunday,5° Domenica di Pasqua (Cantate),Domenica
2034,2034-05-14,Sunday,6° Domenica di Pasqua (Rogate - Vocem jocunditatis),Domenica
2034,2034-05-19,Friday,Inizio Novena di Pentecoste,Novena
2034,2034-05-21,Sunday,Ascensione di Gesù,Solennità
2034,2034-05-28,Sunday,Pentecoste,Solennità
2034,2034-05-31,Wednesday,Visitazione della Beata Vergine Maria,Festa
2034,2034-06-04,Sunday,Solennità della Santissima Trinità,Solennità
2034,2034-06-11,Sunday,Santissimo Corpo e Sangue di Cristo,Solennità
2034,2034-06-16,Friday,Santissimo Cuore di Gesù,Solennità
2034,2034-06-18,Sunday,11° D.T.O.,Domenica
2034,2034-06-24,Saturday,Natività di San Giovanni Battista,Solennità
2034,2034-06-25,Sunday,12° D.T.O.,Domenica
2034,2034-06-29,Thursday,Santi Pietro e Paolo Apostoli,Solennità
2034,2034-07-02,Sunday,13° D.T.O.,Domenica
2034,2034-07-09,Sunday,14° D.T.O.,Domenica
2034,2034-07-16,Sunday,15° D.T.O.,Domenica
2034,2034-07-16,Sunday,Beata Vergine Maria del Monte Carmelo,Memoria
2034,2034-07-23,Sunday,16° D.T.O.,Domenica
2034,2034-07-25,Tuesday,San Giacomo,Festa
2034,2034-07-30,Sunday,17° D.T.O.,Domenica
2034,2034-08-06,Sunday,Trasfigurazione del Signore,Festa
2034,2034-08-13,Sunday,19° D.T.O.,Domenica
2034,2034-08-15,Tuesday,Assunzione della Beata Vergine Maria,Solennità
2034,2034-08-20,Sunday,20° D.T.O.,Domenica
2034,2034-08-27,Sunday,21° D.T.O.,Domenica
2034,2034-09-03,Sunday,22° D.T.O.,Domenica
2034,2034-09-08,Friday,Natività della Beata Vergine Maria,Festa
2034,2034-09-10,Sunday,23° D.T.O.,Domenica
2034,2034-09-12,Tuesday,Santissimo nome di Maria,Festa
2034,2034-09-14,Thursday,Esaltazione della Santa Croce,Festa
2034,2034-09-17,Sunday,24° D.T.O.,Domenica
2034,2034-09-24,Sunday,25° D.T.O.,Domenica
2034,2034-10-01,Sunday,26° D.T.O.,Domenica
2034,2034-10-07,Saturday,Madonna del Rosario,Memoria
2034,2034-10-08,Sunday,27° D.T.O.,Domenica
2034,2034-10-15,Sunday,28° D.T.O.,Domenica
2034,2034-10-22,Sunday,29° D.T.O.,Domenica
2034,2034-10-24,Tuesday,Inizio Novena dei morti,Novena
2034,2034-10-29,Sunday,30° D.T.O.,Domenica
2034,2034-11-01,Wednesday,Solennità di tutti i Santi,Solennità
2034,2034-11-02,Thursday,Commemorazione dei defunti,Comm.
2034,2034-11-05,Sunday,31° D.T.O.,Domenica
2034,2034-11-09,Thursday,Dedicazione Basilica Lateranense,Festa
2034,2034-11-12,Sunday,32° D.T.O.,Domenica
2034,2034-11-19,Sunday,33° D.T.O.,Domenica
2034,2034-11-21,Tuesday,Presentazione della Beata Vergine Maria,Memoria
2034,2034-11-22,Wednesday,Santa Cecilia patrona musica,Memoria
2034,2034-11-26,Sunday,34° D.T.O. - Solennità di Cristo Re,Solennità
2034,2034-11-29,Wednesday,Inizio Novena all'immacolata,Novena
2034,2034-12-03,Sunday,1° Domenica di Avvento,Domenica
2034,2034-12-08,Friday,Immacolata Concezione,Solennità
2034,2034-12-10,Sunday,2° Domenica di Avvento,Domenica
2034,2034-12-10,Sunday,Madonna di Loreto,Memoria
2034,2034-12-13,Wednesday,Santa Lucia,Memoria
2034,2034-12-16,Saturday,Inizio Novena di Natale,Novena
2034,2034-12-17,Sunday,3° Domenica di Avvento - Gaudete,Domenica
2034,2034-12-24,Sunday,4° Domenica di Avvento,Domenica
2034,2034-12-25,Monday,Natale del Signore,Solennità
2034,2034-12-26,Tuesday,Santo Stefano,Festa
2034,2034-12-31,Sunday,Festa della Sacra Famiglia,Festa
2034,2034-12-31,Sunday,Messa di Ringraziamento,Feria
2035,2035-01-01,Monday,Maria Santissima Madre di Dio,Solennità
2035,2035-01-01,Monday,Giornata mondiale della pace,Festa
2035,2035-01-03,Wednesday,Santissimo nome di Gesù,Memoria
2035,2035-01-06,Saturday,Epifania del Signore,Festa
2035,2035-01-07,Sunday,Battesimo del Signore,Festa
2035,2035-01-14,Sunday,2° D.T.O.,Domenica
2035,2035-01-21,Sunday,3° D.T.O.,Domenica
2035,2035-01-25,Thursday,Conversione di San Paolo apostolo,Solennità
2035,2035-01-28,Sunday,4° D.T.O.,Domenica
2035,2035-02-02,Friday,Presentazione del Signore (Candelora),Festa
2035,2035-02-04,Sunday,5° D.T.O.,Domenica
2035,2035-02-07,Wednesday,Mercoledì delle ceneri,Solennità
2035,2035-02-11,Sunday,1° Domenica di Quaresima,Domenica
2035,2035-02-11,Sunday,Madonna di Lourdes,Feria
2035,2035-02-18,Sunday,2° Domenica di Quaresima,Domenica
2035,2035-02-22,Thursday,Cattedra di San Pietro Apostolo,Festa
2035,2035-02-25,Sunday,3° Domenica di Quaresima,Domenica
2035,2035-03-04,Sunday,Domenica Laetare,Domenica
2035,2035-03-11,Sunday,5° Domenica di Quaresima,Domenica
2035,2035-03-17,Saturday,Solennità di San Giuseppe,Solennità
2035,2035-03-18,Sunday,Domenica delle Palme,Domenica
2035,2035-03-19,Monday,Lunedì della settimana Santa,Feria
2035,2035-03-20,Tuesday,Martedì della settimana Santa,Feria
2035,2035-03-21,Wednesday,Mercoledì della settimana Santa,Feria
2035,2035-03-22,Thursday,Giovedì Santo (Messa del Crisma),Solennità
2035,2035-03-22,Thursday,Giovedì Santo (In Cena Domini),Solennità
2035,2035-03-23,Friday,Venerdì Santo (Passione del Signore),Solennità
2035,2035-03-23,Friday,Inizio Novena alla Divina Misericordia,Novena
2035,2035-03-24,Saturday,Sabato Santo,Solennità
2035,2035-03-25,Sunday,Pasqua - Risurrezione del Signore,Solennità
2035,2035-03-26,Monday,Lunedì dell'Angelo,Feria
2035,2035-04-01,Sunday,2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis),Domenica
2035,2035-04-02,Monday,Festa dell'Annunciazione,Festa
2035,2035-04-08,Sunday,3° Domenica di Pasqua (Misericordias Domini),Domenica
2035,2035-04-15,Sunday,4° Domenica di Pasqua (Jubilate),Domenica
2035,2035-04-22,Sunday,5° Domenica di Pasqua (Cantate),Domenica
2035,2035-04-29,Sunday,6° Domenica di Pasqua (Rogate - Vocem jocunditatis),Domenica
2035,2035-05-01,Tuesday,San Giuseppe Lavoratore,Memoria
2035,2035-05-04,Friday,Inizio Novena di Pentecoste,Novena
2035,2035-05-06,Sunday,Ascensione di Gesù,Solennità
2035,2035-05-13,Sunday,Pentecoste,Solennità
2035,2035-05-20,Sunday,Solennità della Santissima Trinità,Solennità
2035,2035-05-27,Sunday,Santissimo Corpo e Sangue di Cristo,Solennità
2035,2035-05-31,Thursday,Visitazione della Beata Vergine Maria,Festa
2035,2035-06-01,Friday,Santissimo Cuore di Gesù,Solennità
2035,2035-06-03,Sunday,9° D.T.O.,Domenica
2035,2035-06-10,Sunday,10° D.T.O.,Domenica
2035,2035-06-17,Sunday,11° D.T.O.,Domenica
2035,2035-06-24,Sunday,Natività di San Giovanni Battista,Solennità
2035,2035-06-29,Friday,Santi Pietro e Paolo Apostoli,Solennità
2035,2035-07-01,Sunday,13° D.T.O.,Domenica
2035,2035-07-08,Sunday,14° D.T.O.,Domenica
2035,2035-07-15,Sunday,15° D.T.O.,Domenica
2035,2035-07-16,Monday,Beata Vergine Maria del Monte Carmelo,Memoria
2035,2035-07-22,Sunday,16° D.T.O.,Domenica
2035,2035-07-25,Wednesday,San Giacomo,Festa
2035,2035-07-29,Sunday,17° D.T.O.,Domenica
2035,2035-08-05,Sunday,18° D.T.O.,Domenica
2035,2035-08-06,Monday,Trasfigurazione del Signore,Festa
2035,2035-08-12,Sunday,19° D.T.O.,Domenica
2035,2035-08-15,Wednesday,Assunzione della Beata Vergine Maria,Solennità
2035,2035-08-19,Sunday,20° D.T.O.,Domenica
2035,2035-08-26,Sunday,21° D.T.O.,Domenica
2035,2035-09-02,Sunday,22° D.T.O.,Domenica
2035,2035-09-08,Saturday,Natività della Beata Vergine Maria,Festa
2035,2035-09-09,Sunday,23° D.T.O.,Domenica
2035,2035-09-12,Wednesday,Santissimo nome di Maria,Festa
2035,2035-09-14,Friday,Esaltazione della Santa Croce,Festa
2035,2035-09-16,Sunday,24° D.T.O.,Domenica
2035,2035-09-23,Sunday,25° D.T.O.,Domenica
2035,2035-09-30,Sunday,26° D.T.O.,Domenica
2035,2035-10-07,Sunday,27° D.T.O.,Domenica
2035,2035-10-07,Sunday,Madonna del Rosario,Memoria
2035,2035-10-14,Sunday,28° D.T.O.,Domenica
2035,2035-10-21,Sunday,29° D.T.O.,Domenica
2035,2035-10-24,Wednesday,Inizio Novena dei morti,Novena
2035,2035-10-28,Sunday,30° D.T.O.,Domenica
2035,2035-11-01,Thursday,Solennità di tutti i Santi,Solennità
2035,2035-11-02,Friday,Commemorazione dei defunti,Comm.
2035,2035-11-04,Sunday,31° D.T.O.,Domenica
2035,2035-11-09,Friday,Dedicazione Basilica Lateranense,Festa
2035,2035-11-11,Sunday,32° D.T.O.,Domenica
2035,2035-11-18,Sunday,33° D.T.O.,Domenica
2035,2035-11-21,Wednesday,Presentazione della Beata Vergine Maria,Memoria
2035,2035-11-22,Thursday,Santa Cecilia patrona musica,Memoria
2035,2035-11-25,Sunday,34° D.T.O. - Solennità di Cristo Re,Solennità
2035,2035-11-29,Thursday,Inizio Novena all'immacolata,Novena
2035,2035-12-02,Sunday,1° Domenica di Avvento,Domenica
2035,2035-12-08,Saturday,Immacolata Concezione,Solennità
2035,2035-12-09,Sunday,2° Domenica di Avvento,Domenica
2035,2035-12-10,Monday,Madonna di Loreto,Memoria
2035,2035-12-13,Thursday,Santa Lucia,Memoria
2035,2035-12-16,Sunday,3° Domenica di Avvento - Gaudete,Domenica
2035,2035-12-16,Sunday,Inizio Novena di Natale,Novena
2035,2035-12-23,Sunday,4° Domenica di Avvento,Domenica
2035,2035-12-25,Tuesday,Natale del Signore,Solennità
2035,2035-12-26,Wednesday,Santo Stefano,Festa
2035,2035-12-30,Sunday,Festa della Sacra Famiglia,Festa
2035,2035-12-31,Monday,Messa di Ringraziamento,Feria
2036,2036-01-01,Tuesday,Maria Santissima Madre di Dio,Solennità
2036,2036-01-01,Tuesday,Giornata mondiale della pace,Festa
2036,2036-01-03,Thursday,Santissimo nome di Gesù,Memoria
2036,2036-01-06,Sunday,Epifania del Signore,Festa
2036,2036-01-13,Sunday,Battesimo del Signore,Festa
2036,2036-01-20,Sunday,2° D.T.O.,Domenica
2036,2036-01-25,Friday,Conversione di San Paolo apostolo,Solennità
2036,2036-01-27,Sunday,3° D.T.O.,Domenica
2036,2036-02-02,Saturday,Presentazione del Signore (Candelora),Festa
2036,2036-02-03,Sunday,4° D.T.O.,Domenica
2036,2036-02-10,Sunday,5° D.T.O.,Domenica
2036,2036-02-11,Monday,Madonna di Lourdes,Feria
2036,2036-02-17,Sunday,6° D.T.O.,Domenica
2036,2036-02-22,Friday,Cattedra di San Pietro Apostolo,Festa
2036,2036-02-24,Sunday,7° D.T.O.,Domenica
2036,2036-02-27,Wednesday,Mercoledì delle ceneri,Solennità
2036,2036-03-02,Sunday,1° Domenica di Quaresima,Domenica
2036,2036-03-09,Sunday,2° Domenica di Quaresima,Domenica
2036,2036-03-16,Sunday,3° Domenica di Quaresima,Domenica
2036,2036-03-19,Wednesday,Solennità di San Giuseppe,Solennità
2036,2036-03-23,Sunday,Domenica Laetare,Domenica
2036,2036-03-25,Tuesday,Festa dell'Annunciazione,Festa
2036,2036-03-30,Sunday,5° Domenica di Quaresima,Domenica
2036,2036-04-06,Sunday,Domenica delle Palme,Domenica
2036,2036-04-07,Monday,Lunedì della settimana Santa,Feria
2036,2036-04-08,Tuesday,Martedì della settimana Santa,Feria
2036,2036-04-09,Wednesday,Mercoledì della settimana Santa,Feria
2036,2036-04-10,Thursday,Giovedì Santo (Messa del Crisma),Solennità
2036,2036-04-10,Thursday,Giovedì Santo (In Cena Domini),Solennità
2036,2036-04-11,Friday,Venerdì Santo (Passione del Signore),Solennità
2036,2036-04-11,Friday,Inizio Novena alla Divina Misericordia,Novena
2036,2036-04-12,Saturday,Sabato Santo,Solennità
2036,2036-04-13,Sunday,Pasqua - Risurrezione del Signore,Solennità
2036,2036-04-14,Monday,Lunedì dell'Angelo,Feria
2036,2036-04-20,Sunday,2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis),Domenica
2036,2036-04-27,Sunday,3° Domenica di Pasqua (Misericordias Domini),Domenica
2036,2036-05-01,Thursday,San Giuseppe Lavoratore,Memoria
2036,2036-05-04,Sunday,4° Domenica di Pasqua (Jubilate),Domenica
2036,2036-05-11,Sunday,5° Domenica di Pasqua (Cantate),Domenica
2036,2036-05-18,Sunday,6° Domenica di Pasqua (Rogate - Vocem jocunditatis),Domenica
2036,2036-05-23,Friday,Inizio Novena di Pentecoste,Novena
2036,2036-05-25,Sunday,Ascensione di Gesù,Solennità
2036,2036-05-31,Saturday,Visitazione della Beata Vergine Maria,Festa
2036,2036-06-01,Sunday,Pentecoste,Solennità
2036,2036-06-08,Sunday,Solennità della Santissima Trinità,Solennità
2036,2036-06-15,Sunday,Santissimo Corpo e Sangue di Cristo,Solennità
2036,2036-06-20,Friday,Santissimo Cuore di Gesù,Solennità
2036,2036-06-22,Sunday,12° D.T.O.,Domenica
2036,2036-06-24,Tuesday,Natività di San Giovanni Battista,Solennità
2036,2036-06-29,Sunday,Santi Pietro e Paolo Apostoli,Solennità
2036,2036-07-06,Sunday,14° D.T.O.,Domenica
2036,2036-07-13,Sunday,15° D.T.O.,Domenica
2036,2036-07-16,Wednesday,Beata Vergine Maria del Monte Carmelo,Memoria
2036,2036-07-20,Sunday,16° D.T.O.,Domenica
2036,2036-07-25,Friday,San Giacomo,Festa
2036,2036-07-27,Sunday,17° D.T.O.,Domenica
2036,2036-08-03,Sunday,18° D.T.O.,Domenica
2036,2036-08-06,Wednesday,Trasfigurazione del Signore,Festa
2036,2036-08-10,Sunday,19° D.T.O.,Domenica
2036,2036-08-15,Friday,Assunzione della Beata Vergine Maria,Solennità
