id_canti,titolo,score_similarity,score_deviation,score_selection,score_history,score,adeguatezza
2007,Viene il Signore,0.49,-0.36,,,11.0,🧐 Mh
314,Nasce l’amore,0.37,-0.22,,,11.0,🧐 Mh
355,Pane del cielo,0.5,-0.39,,,10.0,🧐 Mh
2825,Li amò fino alla fine,0.55,-0.47,,,10.0,🧐 Mh
23,Alleluia Canto per Cristo,0.48,-0.37,,,10.0,🧐 Mh
28,"Alleluia, chi ascolta",0.42,-0.3,,,10.0,🧐 Mh
1050,Amo,0.69,-0.63,,,10.0,🧐 Mh
2785,Io ti seguirò ,0.42,-0.3,,,10.0,🧐 Mh
1894,"Rendo grazie al tuo nome, Signore",0.63,-0.56,,,10.0,🧐 Mh
2006,Innalzate nei cieli lo sguardo,0.42,-0.3,,,10.0,🧐 Mh
2475,"Alleluia, ecco lo sposo",0.42,-0.3,,,10.0,🧐 Mh
1661,"Cantiamo al Signore, grande nell’amore",0.57,-0.49,,,10.0,🧐 Mh
2518,E' il Signor,0.36,-0.23,,,10.0,🧐 Mh
1785,Pane di vita,0.42,-0.3,,,10.0,🧐 Mh
2602,E' il Signor,0.36,-0.23,,,10.0,🧐 Mh
2217,Benedirò il Signore in ogni tempo,0.57,-0.49,,,10.0,🧐 Mh
2362,Donna Maria,0.34,-0.21,,,10.0,🧐 Mh
19,Alleluia (la nostra festa),0.36,-0.23,,,10.0,🧐 Mh
2170,Tu vieni signore,0.42,-0.3,,,10.0,🧐 Mh
58,Apostoli di gioia,0.57,-0.49,,,10.0,🧐 Mh
1750,"Come è bello, come da gioia. Sal 132(133)",0.36,-0.23,,,10.0,🧐 Mh
2081,Cristo è risorto è vivo!  È con noi!,0.71,-0.66,,,10.0,🧐 Mh
1893,Canterò le meraviglie del Signor,0.44,-0.33,,,10.0,🧐 Mh
2578,Veglia al bambino Gesù,0.4,-0.27,,,10.0,🧐 Mh
1899,Alleluia parla o Signore ,0.34,-0.21,,,10.0,🧐 Mh
2790,Il seme,0.51,-0.42,,,10.0,🧐 Mh
2737,Inno alla Parola,0.86,-0.85,,,10.0,🧐 Mh
1604,Pane che non sei più pane,0.38,-0.26,,,10.0,🧐 Mh
487,Vieni Nasci ancora,0.38,-0.26,,,10.0,🧐 Mh
462,Ti seguirò,0.23,-0.06,,,10.0,🧐 Mh
1794,Sei Dio,0.46,-0.34,,,10.0,🧐 Mh
2387,Sia lode all'Agnello,0.27,-0.11,,,10.0,🧐 Mh
2351,Ci accogli alla tua mensa,0.5,-0.39,,,10.0,🧐 Mh
2629,Grazie Signore,0.46,-0.34,,,10.0,🧐 Mh
1610,Il Signore ha messo un seme,0.51,-0.42,,,10.0,🧐 Mh
2375,Ave Maria splendore e bellezza,0.51,-0.42,,,10.0,🧐 Mh
2205,Vidi la nuova Gerusalemme,0.65,-0.59,,,10.0,🧐 Mh
2350,Benedetto sei Signor ,0.34,-0.2,,,10.0,🧐 Mh
2144,E' il segno del tuo amore,0.51,-0.42,,,10.0,🧐 Mh
414,Se m’accogli,0.61,-0.54,,,10.0,🧐 Mh
2106,Vivi in noi don Bosco,0.33,-0.18,,,10.0,🧐 Mh
2174,Quelli che amano te,0.46,-0.34,,,10.0,🧐 Mh
1796,Siamo arrivati,0.34,-0.21,,,10.0,🧐 Mh
2499,Buon Gesù,0.38,-0.25,,,10.0,🧐 Mh
2630,Lode e Gloria al tuo nome,0.38,-0.26,,,10.0,🧐 Mh
1574,"Signore, tu sei nostro amico",0.46,-0.35,,,10.0,🧐 Mh
499,Amare oltre,0.34,-0.21,,,10.0,🧐 Mh
137,Come Tu mi vuoi,0.48,-0.32,,0.05,10.0,🧐 Mh
2158,Alleluia è tempo della gioia,0.42,-0.31,,,10.0,🧐 Mh
2341,Questo pane spezzato,0.5,-0.4,,,10.0,🧐 Mh
2462,Alleluia con il cuore,0.46,-0.35,,,10.0,🧐 Mh
2107,Giovani orizzonti,0.5,-0.39,,,10.0,🧐 Mh
1625,"Canterò ""I will Sing""",0.5,-0.39,,,10.0,🧐 Mh
2654,Gesù ti adoro,0.4,-0.28,,,10.0,🧐 Mh
2553,Ora che sei qui (Now That You're Near),0.5,-0.39,,,10.0,🧐 Mh
1964,Mira il tuo popolo,0.31,-0.16,,,10.0,🧐 Mh
1746,"Alleluia, oggi è nato",0.44,-0.33,,,10.0,🧐 Mh
2444,Resta con noi Gesù ,0.38,-0.26,,,10.0,🧐 Mh
1841,Volto Santo di Cristo,0.45,-0.36,,,9.0,🧐 Mh
2681,Rendiamo grazie a te,0.58,-0.53,,,9.0,🧐 Mh
2044,Davanti a te Gesu',0.43,-0.34,,,9.0,🧐 Mh
2109,Apri le braccia al futuro,0.43,-0.33,,,9.0,🧐 Mh
2075,Alleluia - Questa Tua Parola,0.33,-0.22,,,9.0,🧐 Mh
185,Eccomi,0.6,-0.55,,,9.0,🧐 Mh
1673,Quando guardo alla tua Santità,0.33,-0.22,,,9.0,🧐 Mh
2209,Il mio canto sale a Te,0.41,-0.32,,,9.0,🧐 Mh
1771,La vita che nasce,0.58,-0.53,,,9.0,🧐 Mh
2011,Nostra Signora della speranza,0.41,-0.32,,,9.0,🧐 Mh
1693,Ho la pace come un fiume,0.41,-0.31,,,9.0,🧐 Mh
1453,Nella Tua presenza,0.6,-0.55,,,9.0,🧐 Mh
1864,Ecco l'uomo (Uomo della Croce - forma breve),0.41,-0.31,,,9.0,🧐 Mh
1688,Gesù t’adoriamo,0.3,-0.17,,,9.0,🧐 Mh
2438,Io ho un amico,0.41,-0.31,,,9.0,🧐 Mh
1917,"Vieni, santo spirito di Dio",0.45,-0.36,,,9.0,🧐 Mh
2338,Oggi ci hai chiamati,0.45,-0.35,,,9.0,🧐 Mh
2558,Inno a Sant'Isidoro Agricoltore,0.45,-0.36,,,9.0,🧐 Mh
2407,Solo tu il mio Dio ,0.57,-0.5,,,9.0,🧐 Mh
1707,Tu sei Re,0.24,-0.1,,,9.0,🧐 Mh
47,Amare questa vita,0.57,-0.5,,,9.0,🧐 Mh
2457,Meraviglioso sei,0.35,-0.24,,,9.0,🧐 Mh
1563,"Gloria a te, parola vivente",0.51,-0.43,,,9.0,🧐 Mh
2165,Prepariamo la via,0.53,-0.45,,,9.0,🧐 Mh
2146,E' bello star qui (Que bien se esta aqui),0.36,-0.24,,,9.0,🧐 Mh
2432,"Io ti amo Signore, mia forza Tu sei",0.36,-0.24,,,9.0,🧐 Mh
2572,Stringimi,0.51,-0.43,,,9.0,🧐 Mh
229,Il Mattino di Pasqua,0.62,-0.58,,,9.0,🧐 Mh
179,E sono solo un uomo,0.76,-0.74,,,9.0,🧐 Mh
2525,Grazie a Te,0.37,-0.26,,,9.0,🧐 Mh
1810,Annunciazione,0.49,-0.4,,,9.0,🧐 Mh
1767,Io scelgo Te,0.47,-0.39,,,9.0,🧐 Mh
1732,Vi annuncio la gioia,0.64,-0.6,,,9.0,🧐 Mh
500,Pane di vita nuova,0.62,-0.57,,,9.0,🧐 Mh
2497,Beato chi dimora in Te,0.35,-0.24,,,9.0,🧐 Mh
2664,La giusta direzione,0.53,-0.45,,,9.0,🧐 Mh
1974,Infinitamente Grazie,0.37,-0.26,,,9.0,🧐 Mh
2259,Benedici il Signore anima mia,0.53,-0.45,,,9.0,🧐 Mh
1553,Danza Danza,0.37,-0.27,,,9.0,🧐 Mh
1963,Salve Regina,0.32,-0.19,,,9.0,🧐 Mh
1726,Prepariamo la via al Signore,0.5,-0.43,,,9.0,🧐 Mh
2419,Vieni fratello (il Padre ci chiama),0.37,-0.27,,,9.0,🧐 Mh
2745,Sei venuto dal cielo,0.5,-0.43,,,9.0,🧐 Mh
1926,Il Vangelo della terra,0.66,-0.62,,,9.0,🧐 Mh
2635,Sii esaltato ,0.28,-0.14,,,9.0,🧐 Mh
2644,La Tua dimora,0.62,-0.58,,,9.0,🧐 Mh
1473,Chi?,0.62,-0.58,,,9.0,🧐 Mh
61,Ascolta la Preghiera,0.62,-0.58,,,9.0,🧐 Mh
2662,Alleluia (Shalom),0.28,-0.14,,,9.0,🧐 Mh
24,Alleluia di Natale,0.54,-0.48,,,9.0,🧐 Mh
1609,Madre del cielo,0.39,-0.29,,,9.0,🧐 Mh
2477,"Alleluia, Cristo nostra Pasqua",0.29,-0.17,,,9.0,🧐 Mh
2119,Benedetto nei secoli,0.6,-0.55,,,9.0,🧐 Mh
267,L’unico maestro,0.39,-0.29,,,9.0,🧐 Mh
2486,Quanno nascette Ninno,0.24,-0.1,,,9.0,🧐 Mh
315,Nei cieli un grido risuonò,0.42,-0.34,,,8.0,🧐 Mh
2666,Cristo nostra pace,0.4,-0.33,,,8.0,🧐 Mh
1549,Canta con noi (v2),0.42,-0.34,,,8.0,🧐 Mh
264,L’acqua viva,0.5,-0.44,,,8.0,🧐 Mh
2591,La Casa,0.42,-0.34,,,8.0,🧐 Mh
226,Il disegno,0.33,-0.45,,0.25,8.0,🧐 Mh
2072,Benedite e acclamate,0.57,-0.54,,,8.0,🧐 Mh
2646,È meraviglioso,0.5,-0.44,,,8.0,🧐 Mh
16,Alleluia,0.27,-0.16,,,8.0,🧐 Mh
2528,Hai dato un cibo ,0.61,-0.59,,,8.0,🧐 Mh
239,Il Tuo amore,0.65,-0.64,,,8.0,🧐 Mh
2585,Canto di nozze,0.5,-0.44,,,8.0,🧐 Mh
2252,"Alza le braccia, apri il tuo cuore",0.57,-0.54,,,8.0,🧐 Mh
181,Ecco il nostro si,0.57,-0.54,,,8.0,🧐 Mh
2085,Ascolta Israele,0.23,-0.1,,,8.0,🧐 Mh
2466,Alleluia,0.48,-0.42,,,8.0,🧐 Mh
2408,Absorbeat,0.48,-0.42,,,8.0,🧐 Mh
2656,Gabriele tu,0.42,-0.35,,,8.0,🧐 Mh
2168,I miei occhi elevo a te ,0.53,-0.49,,,8.0,🧐 Mh
2913,Canto al Vangelo,0.27,-0.15,,,8.0,🧐 Mh
2154,Alleluia (Messa della Concordia),0.27,-0.15,,,8.0,🧐 Mh
2123,Alleluia 7,0.27,-0.15,,,8.0,🧐 Mh
2340,Questo è il giorno,0.65,-0.63,,,8.0,🧐 Mh
1723,Kol rina vishoua (Qol - rinna - wishua),0.17,-0.04,,,8.0,🧐 Mh
1644,Santo Rock (Santo sei Signore),0.44,-0.37,,,8.0,🧐 Mh
2035,Compromettersi per Cristo,0.44,-0.37,,,8.0,🧐 Mh
1749,Che siano una sola cosa,0.5,-0.44,,,8.0,🧐 Mh
2246,E sia sì,0.56,-0.51,,,8.0,🧐 Mh
2173,Luce di Dio,0.59,-0.56,,,8.0,🧐 Mh
2189,Com'è bello (dar lode al Signor),0.46,-0.39,,,8.0,🧐 Mh
2042,Innamorato di Gesu',0.25,-0.13,,,8.0,🧐 Mh
1995,Tu sei Santo Tu sei Re,0.25,-0.13,,,8.0,🧐 Mh
2284,Ecco il mio servo,0.52,-0.47,,,8.0,🧐 Mh
2262,Maria speranza nostra,0.46,-0.39,,,8.0,🧐 Mh
479,Verremo a Te,0.56,-0.51,,,8.0,🧐 Mh
1927,Sei fuoco e vento,0.52,-0.46,,,8.0,🧐 Mh
1662,Creati per te,0.42,-0.35,,,8.0,🧐 Mh
1929,A te vorrei dire,0.52,-0.46,,,8.0,🧐 Mh
1822,Il seme del tuo campo,0.52,-0.46,,,8.0,🧐 Mh
2005,Tu quando verrai,0.42,-0.35,,,8.0,🧐 Mh
188,Emmanuel,0.4,-0.33,,,8.0,🧐 Mh
1896,Lode gloriosa,0.44,-0.37,,,8.0,🧐 Mh
222,I Tuoi passi,0.42,-0.35,,,8.0,🧐 Mh
198,Fragile pane,0.42,-0.35,,,8.0,🧐 Mh
2283,Io ti seguirò,0.42,-0.35,,,8.0,🧐 Mh
2503,Che magnifico nome,0.48,-0.42,,,8.0,🧐 Mh
1768,Io ti offro,0.48,-0.42,,,8.0,🧐 Mh
2098,"Spirito Santo, dolce presenza",0.44,-0.37,,,8.0,🧐 Mh
2448,Ai piedi della Croce,0.57,-0.54,,,8.0,🧐 Mh
1714,"Ti saluto, o Croce santa",0.32,-0.23,,,8.0,🧐 Mh
406,Santo (Osanna Eh),0.32,-0.23,,,8.0,🧐 Mh
1928,Santa degli impossibili (Santa Rita),0.28,-0.18,,,8.0,🧐 Mh
1853,Prendete e mangiate,0.28,-0.18,,,8.0,🧐 Mh
168,E' bello lodarti,0.4,-0.32,,,8.0,🧐 Mh
2601,Un canto il cuor,0.38,-0.3,,,8.0,🧐 Mh
2772,Cammineremo nella libertà,0.38,-0.3,,,8.0,🧐 Mh
2079,Regina dei cieli,0.4,-0.32,,,8.0,🧐 Mh
1885,Sfolgora il sole di Pasqua,0.29,-0.18,,,8.0,🧐 Mh
2920,Fiamma viva d’amore,0.31,-0.2,,,8.0,🧐 Mh
2016,Riempici di Te,0.32,-0.23,,,8.0,🧐 Mh
2934,Se siamo uniti,0.36,-0.28,,,8.0,🧐 Mh
2579,Voglio darti il mio cuor,0.32,-0.23,,,8.0,🧐 Mh
2348,"Alleluia, il tuo Vangelo",0.35,-0.25,,,8.0,🧐 Mh
2424,Mio rifugio sei tu,0.34,-0.25,,,8.0,🧐 Mh
42,Alto e Glorioso Dio,0.36,-0.28,,,8.0,🧐 Mh
169,E correremo insieme,0.69,-0.68,,,8.0,🧐 Mh
2036,Danza della carità,0.31,-0.2,,,8.0,🧐 Mh
2476,Alleluia Tu sei la parola,0.36,-0.28,,,8.0,🧐 Mh
2496,Aprite o porte i frontali,0.31,-0.2,,,8.0,🧐 Mh
2110,Giù dai Colli,0.35,-0.25,,,8.0,🧐 Mh
2511,Dio farà un via ,0.41,-0.36,,,7.000000000000001,🧐 Mh
2014,"Maria, Maria (Piccola fanciulla)",0.49,-0.45,,,7.000000000000001,🧐 Mh
392,Salve Regina,0.2,-0.09,,,7.000000000000001,🧐 Mh
2443,E' nato nel mondo ,0.2,-0.1,,,7.000000000000001,🧐 Mh
2388,Lode alla Trinità,0.49,-0.45,,,7.000000000000001,🧐 Mh
1946,Aprite le porte a Cristo,0.6,-0.6,,,7.000000000000001,🧐 Mh
147,Custodiscimi,0.26,-0.17,,,7.000000000000001,🧐 Mh
2736,Alleluia Vi annunzio,0.33,-0.26,,,7.000000000000001,🧐 Mh
1882,"Alleluia, è risorto il Signor",0.41,-0.36,,,7.000000000000001,🧐 Mh
2275,Tu mi hai sedotto,0.49,-0.45,,,7.000000000000001,🧐 Mh
1884,Benedetto sei Tu Signore ,0.31,-0.24,,,7.000000000000001,🧐 Mh
1480,Il canto del mare,0.58,-0.57,,,7.000000000000001,🧐 Mh
2399,Nelle tue mani,0.59,-0.57,,,7.000000000000001,🧐 Mh
1615,Stella del mare,0.59,-0.57,,,7.000000000000001,🧐 Mh
1874,Alla Madonna di Czestochowa,0.32,-0.24,,,7.000000000000001,🧐 Mh
2221,Cantico delle creature,0.41,-0.36,,,7.000000000000001,🧐 Mh
2604,Gerico Cadrà,0.41,-0.36,,,7.000000000000001,🧐 Mh
2220,Benedetto (Davanti a Te o Dio),0.32,-0.24,,,7.000000000000001,🧐 Mh
1602,Accetta o Padre,0.41,-0.35,,,7.000000000000001,🧐 Mh
1779,Cuore puro,0.49,-0.45,,,7.000000000000001,🧐 Mh
2190,Cantico dell'agnello,0.47,-0.43,,,7.000000000000001,🧐 Mh
2817,Hosanna ,0.26,-0.17,,,7.000000000000001,🧐 Mh
1916,"Cammina insieme a noi, Maria",0.33,-0.26,,,7.000000000000001,🧐 Mh
2234,Accorrete popoli del Re,0.6,-0.6,,,7.000000000000001,🧐 Mh
451,"Te, al centro del mio cuore",0.45,-0.4,,,7.000000000000001,🧐 Mh
411,Scusa Signore,0.45,-0.4,,,7.000000000000001,🧐 Mh
2568,Il Signore in eterno ,0.45,-0.4,,,7.000000000000001,🧐 Mh
2435,"Sei pura, sei pia",0.45,-0.4,,,7.000000000000001,🧐 Mh
2297,Non vivo più per me,0.45,-0.4,,,7.000000000000001,🧐 Mh
2861,Mi ami tu?,0.35,-0.28,,,7.000000000000001,🧐 Mh
1941,Santo,0.22,-0.11,,,7.000000000000001,🧐 Mh
2507,Così come sei,0.43,-0.38,,,7.000000000000001,🧐 Mh
1576,Tu sei la perla preziosa,0.43,-0.38,,,7.000000000000001,🧐 Mh
2274,Santo santo sei,0.33,-0.26,,,7.000000000000001,🧐 Mh
2243,Alleluia Gv 13,0.43,-0.38,,,7.000000000000001,🧐 Mh
1834,Kyrie Eleison,0.14,-0.02,,,7.000000000000001,🧐 Mh
2617,Ascolta la nostra lode ,0.35,-0.29,,,7.000000000000001,🧐 Mh
2178,Porta le nostre preghiere,0.47,-0.43,,,7.000000000000001,🧐 Mh
1591,Dov’è l’amore e la carità,0.35,-0.29,,,7.000000000000001,🧐 Mh
1427,Camminiamo sulla strada,0.47,-0.43,,,7.000000000000001,🧐 Mh
1820,Alleluia - La tua parola,0.47,-0.43,,,7.000000000000001,🧐 Mh
1569,Stai con me,0.35,-0.29,,,7.000000000000001,🧐 Mh
2195,Alleluia un giorno Santo,0.35,-0.29,,,7.000000000000001,🧐 Mh
2431,Cantico della creazione,0.32,-0.24,,,7.000000000000001,🧐 Mh
1802,Mai più ,0.34,-0.26,,,7.000000000000001,🧐 Mh
1629,Ci inviti alla tua festa,0.34,-0.26,,,7.000000000000001,🧐 Mh
1595,Inno al Signore della tempesta,0.34,-0.26,,,7.000000000000001,🧐 Mh
2594,Dio che tutto puoi,0.59,-0.57,,,7.000000000000001,🧐 Mh
268,L’uomo nuovo,0.41,-0.36,,,7.000000000000001,🧐 Mh
1741,Abbiamo trovato il Messia,0.37,-0.31,,,7.000000000000001,🧐 Mh
2461,Benedici il Signore anima mia,0.51,-0.47,,,7.000000000000001,🧐 Mh
1817,Venite applaudiamo al Signore  (Salmo 94),0.52,-0.5,,,7.000000000000001,🧐 Mh
466,Tu sei,0.3,-0.21,,,7.000000000000001,🧐 Mh
2046,La barca,0.26,-0.16,,,7.000000000000001,🧐 Mh
1891,Alleluia Cristo è risorto veramente,0.37,-0.31,,,7.000000000000001,🧐 Mh
1921,O Salvezza del mondo (Inno Madonna della Catena di Cassano Jonio),0.3,-0.21,,,7.000000000000001,🧐 Mh
388,Ruah,0.3,-0.21,,,7.000000000000001,🧐 Mh
163,Dov’è carità e amore,0.64,-0.65,,,7.000000000000001,🧐 Mh
2149,Getsemani,0.53,-0.5,,,7.000000000000001,🧐 Mh
1557,L’acqua la terra il cielo (in principio),0.51,-0.47,,,7.000000000000001,🧐 Mh
350,Padre nostro di San Andrea (the sound of silence),0.37,-0.31,,,7.000000000000001,🧐 Mh
2287,O Dio tu sei il mio Dio,0.51,-0.47,,,7.000000000000001,🧐 Mh
1708,Betlemme di Efrata,0.51,-0.47,,,7.000000000000001,🧐 Mh
2148,Gesù caricato della croce,0.37,-0.31,,,7.000000000000001,🧐 Mh
415,Se qualcuno ha dei beni,0.51,-0.47,,,7.000000000000001,🧐 Mh
152,Davanti a questo amore,0.51,-0.47,,,7.000000000000001,🧐 Mh
1844,Ave Maria splendore del mattino,0.51,-0.47,,,7.000000000000001,🧐 Mh
55,Annunceremo che Tu,0.67,-0.71,,,6.0,🧐 Mh
2088,La tua anima è benedetta dal cielo,0.44,-0.42,,,6.0,🧐 Mh
1667,Cosa Offrirti,0.46,-0.44,,,6.0,🧐 Mh
18,Alleluia (ed oggi ancora),0.38,-0.34,,,6.0,🧐 Mh
2207,Buono è il Signor,0.38,-0.34,,,6.0,🧐 Mh
2099,Sai fischiare?,0.5,-0.49,,,6.0,🧐 Mh
201,Frutto della nostra terra,0.5,-0.49,,,6.0,🧐 Mh
436,Sotto il Tuo manto,0.33,-0.27,,,6.0,🧐 Mh
2281,E' Risorto,0.36,-0.32,,,6.0,🧐 Mh
1548,Benedici,0.5,-0.49,,,6.0,🧐 Mh
86,Bianco Natale,0.23,-0.15,,,6.0,🧐 Mh
1866,E' finita l'attesa dell'uomo,0.56,-0.56,,,6.0,🧐 Mh
10,Adesso è la pienezza,0.46,-0.43,,,6.0,🧐 Mh
2916,Seme dell'eternità,0.61,-0.63,,,6.0,🧐 Mh
2420,Rimani con noi ,0.44,-0.41,,,6.0,🧐 Mh
1993,Maria (Quando l'amor),0.33,-0.27,,,6.0,🧐 Mh
2742,Lode,0.42,-0.39,,,6.0,🧐 Mh
1849,Lasciati fare,0.25,-0.17,,,6.0,🧐 Mh
2268,Preferisco il paradiso,0.21,-0.12,,,6.0,🧐 Mh
1933,Se tu sei con me,0.27,-0.2,,,6.0,🧐 Mh
1786,Pentecoste,0.54,-0.53,,,6.0,🧐 Mh
1643,Alleluia Gen Verde,0.32,-0.27,,,6.0,🧐 Mh
1544,Tu sei bambino,0.32,-0.27,,,6.0,🧐 Mh
2918,Dio ha tanto amato il mondo,0.65,-0.68,,,6.0,🧐 Mh
452,Testimoni dell’amore,0.65,-0.68,,,6.0,🧐 Mh
2727,La legge del Signore,0.59,-0.61,,,6.0,🧐 Mh
1760,Eleviamo lodi al Signor,0.42,-0.39,,,6.0,🧐 Mh
323,Noi crediamo in Te,0.21,-0.13,,,6.0,🧐 Mh
66,Ave donna Maria,0.32,-0.27,,,6.0,🧐 Mh
2416,Arderanno sempre i nostri cuori,0.63,-0.65,,,6.0,🧐 Mh
1936,Alla vittima pasquale,0.59,-0.61,,,6.0,🧐 Mh
2183,In una notte come tante,0.52,-0.51,,,6.0,🧐 Mh
2721,Salmo 8,0.42,-0.39,,,6.0,🧐 Mh
1836,Ecco la serva del Signore,0.56,-0.56,,,6.0,🧐 Mh
2376,"Apocalisse 19,6",0.38,-0.35,,,6.0,🧐 Mh
280,Le Tue mani,0.34,-0.3,,,6.0,🧐 Mh
233,Il Regno di Dio,0.5,-0.48,,,6.0,🧐 Mh
2620,Com'è bello (dar lode al Signor),0.38,-0.35,,,6.0,🧐 Mh
2504,Chiara è la tua sorgente,0.5,-0.48,,,6.0,🧐 Mh
2012,Ti offriamo Signore,0.38,-0.35,,,6.0,🧐 Mh
1592,E' bello stare insieme a te,0.38,-0.35,,,6.0,🧐 Mh
2187,Acclamiamo a Dio,0.38,-0.35,,,6.0,🧐 Mh
1585,Il 14 di Nisan,0.55,-0.56,,,6.0,🧐 Mh
2315,Il cieco di Siloe,0.46,-0.44,,,6.0,🧐 Mh
2887,Alla cena dell’Agnello,0.38,-0.35,,,6.0,🧐 Mh
1900,Davanti a Te,0.48,-0.46,,,6.0,🧐 Mh
321,Noi canteremo gloria a Te,0.71,-0.75,,,6.0,🧐 Mh
470,Un cuore nuovo,0.48,-0.46,,,6.0,🧐 Mh
1666,Sposa amata,0.34,-0.3,,,6.0,🧐 Mh
1672,"Il tuo Corpo, il tuo Sangue",0.55,-0.56,,,6.0,🧐 Mh
2241,Io vi do un grande esempio,0.48,-0.47,,,6.0,🧐 Mh
1972,Io Mi Arrendo (HillSong - I Surrender),0.31,-0.25,,,6.0,🧐 Mh
2801,Ditemi è vero!,0.31,-0.25,,,6.0,🧐 Mh
2177,O Gesù mio amabilissimo,0.34,-0.3,,,6.0,🧐 Mh
1830,Gloria a te,0.3,-0.25,,,6.0,🧐 Mh
1624,"Maria, sei l'unico fiore",0.34,-0.3,,,6.0,🧐 Mh
2101,"Padre, Maestro ed Amico",0.4,-0.37,,,6.0,🧐 Mh
2247,Te Deum,0.46,-0.44,,,6.0,🧐 Mh
2571,Se il diavolo è arrabbiato,0.23,-0.15,,,6.0,🧐 Mh
1718,Venite dal profondo,0.55,-0.56,,,6.0,🧐 Mh
29,"Alleluia, chi ascolta le mie parole",0.34,-0.3,,,6.0,🧐 Mh
2037,Cuore a cuore,0.46,-0.44,,,6.0,🧐 Mh
1851,Il mistero,0.51,-0.52,,,5.0,🧐 Mh
503,Lode al Nome Tuo,0.41,-0.4,,,5.0,🧐 Mh
1751,E' un tetto la mano di Dio,0.51,-0.52,,,5.0,🧐 Mh
1634,A te grido mio Signore,0.51,-0.52,,,5.0,🧐 Mh
206,Giovane donna,0.51,-0.52,,,5.0,🧐 Mh
2919,Ecco quant'è bello,0.28,-0.23,,,5.0,🧐 Mh
2390,Voglio stare accanto a Te,0.28,-0.23,,,5.0,🧐 Mh
1684,Celebriamo il Signore,0.24,-0.18,,,5.0,🧐 Mh
2827,Canta o lingua il glorioso mistero,0.54,-0.57,,,5.0,🧐 Mh
2086,"La Tua Parola, Signore",0.41,-0.4,,,5.0,🧐 Mh
359,Perchè Tu sei con me,0.45,-0.45,,,5.0,🧐 Mh
2182,Sotto la Tua croce,0.41,-0.4,,,5.0,🧐 Mh
300,"Maranathà, Vieni Signor",0.3,-0.26,,,5.0,🧐 Mh
2884,Hallelujah Cohen,0.24,-0.19,,,5.0,🧐 Mh
1872,Rimani con noi,0.41,-0.4,,,5.0,🧐 Mh
2430,Dolce signora dell'alleanza,0.41,-0.4,,,5.0,🧐 Mh
420,Sei grande Dio,0.53,-0.54,,,5.0,🧐 Mh
2895,Santo,0.28,-0.23,,,5.0,🧐 Mh
2449,Al Signore canterò,0.45,-0.45,,,5.0,🧐 Mh
88,Camminerò,0.47,-0.47,,,5.0,🧐 Mh
1789,Quando busserò,0.16,-0.09,,,5.0,🧐 Mh
2769,Signore delle Cime,0.28,-0.23,,,5.0,🧐 Mh
2728,Disse un giorno il Padre,0.66,-0.71,,,5.0,🧐 Mh
2777,Tu sei il mio Dio (Meraviglioso),0.49,-0.5,,,5.0,🧐 Mh
2331,Atto di amore,0.36,-0.33,,,5.0,🧐 Mh
2442,Come il fiume,0.29,-0.26,,,5.0,🧐 Mh
285,Lodate Dio,0.56,-0.59,,,5.0,🧐 Mh
9,Acqua sole e verità,0.45,-0.44,,,5.0,🧐 Mh
2856,Qui con Te,0.49,-0.5,,,5.0,🧐 Mh
2103,Un sogno che vola,0.43,-0.43,,,5.0,🧐 Mh
2377,Incontro con Gesù,0.49,-0.49,,,5.0,🧐 Mh
2169,"Cantate al Signore, alleluia",0.56,-0.59,,,5.0,🧐 Mh
492,Vivere la vita,0.47,-0.48,,,5.0,🧐 Mh
1590,Il dono più grande,0.45,-0.45,,,5.0,🧐 Mh
1701,Sono il Signor che ti guarisce,0.43,-0.43,,,5.0,🧐 Mh
2761,Alleuia malgascio,0.18,-0.11,,,5.0,🧐 Mh
1904,Questa famiglia ti benedice,0.14,-0.07,,,5.0,🧐 Mh
2118,Santo (Dio del Cielo),0.41,-0.41,,,5.0,🧐 Mh
2108,Padre nostro non abbandonarci,0.41,-0.41,,,5.0,🧐 Mh
378,Re di gloria,0.57,-0.59,,,5.0,🧐 Mh
2480,Eloì,0.41,-0.41,,,5.0,🧐 Mh
1828,Tu mi conosci,0.47,-0.47,,,5.0,🧐 Mh
2800,Mi hai amato per primo,0.36,-0.33,,,5.0,🧐 Mh
2115,Canto di contrizione,0.41,-0.4,,,5.0,🧐 Mh
2639,Anche tu vedrai,0.36,-0.33,,,5.0,🧐 Mh
1812,"Vieni Spirito Santo, Vieni",0.32,-0.28,,,5.0,🧐 Mh
1833,Consolate il mio popolo,0.31,-0.28,,,5.0,🧐 Mh
1680,Tutta la terra attende,0.39,-0.38,,,5.0,🧐 Mh
2197,Vergine Madre,0.39,-0.38,,,5.0,🧐 Mh
2130,Degno di Lode,0.33,-0.31,,,5.0,🧐 Mh
2409,Benedizione di San Francesco,0.33,-0.31,,,5.0,🧐 Mh
1863,Tu sei misericordia,0.39,-0.38,,,5.0,🧐 Mh
2885,Salmo 150,0.22,-0.16,,,5.0,🧐 Mh
303,"Maria, vogliamo amarti",0.39,-0.38,,,5.0,🧐 Mh
81,Benedetto Tu Signore,0.25,-0.35,,0.18,5.0,🧐 Mh
1571,Segni nuovi,0.33,-0.31,,,5.0,🧐 Mh
2598,Simeone,0.58,-0.62,,,5.0,🧐 Mh
1703,Solo per grazia,0.37,-0.35,,,5.0,🧐 Mh
