id_canti,titolo,score_vector_similarity,score_text_similarity,score_deviation,score_selection,score_history,score,adeguatezza
1894,"Rendo grazie al tuo nome, Signore",,0.56,0.3,,,44,:material-dots-horizontal: Mh
2780,Grazie Signore,,0.55,0.27,,,43,:material-dots-horizontal: Mh
42,Alto e Glorioso Dio,,0.33,0.07,,0.71,43,:material-dots-horizontal: Mh
2579,Voglio darti il mio cuor,0.6481687745865157,0.4,0.23,,,42,:material-dots-horizontal: Mh
1793,Canzone di Maria chiara (Se non ritornerete),,0.51,0.31,,,42,:material-dots-horizontal: Mh
2429,L'ultima cena,,0.56,0.25,,,42,:material-dots-horizontal: Mh
2593,Quì è la vera e perfetta letizia,,0.43,0.4,,,42,:material-dots-horizontal: Mh
2390,Voglio stare accanto a Te,,0.45,0.35,,,41,:material-dots-horizontal: Mh
2392,Il cantico dei doni,,0.5,0.29,,,41,:material-dots-horizontal: Mh
2386,Voglio stare accanto a Te,,0.45,0.36,,,41,:material-dots-horizontal: Mh
76,Beatitudine (La preghiera di Gesù è la nostra),,0.51,0.14,,0.5,41,:material-dots-horizontal: Mh
2709,È il momento di ringraziarti,,0.54,0.25,,,41,:material-dots-horizontal: Mh
48,Amatevi fratelli,,0.48,0.29,,,40,:material-dots-horizontal: Mh
2418,Padre nostro (testo adattato nuova liturgia),,0.48,0.29,,,40,:material-dots-horizontal: Mh
231,Il Pane del Cammino,,0.53,0.23,,,40,:material-dots-horizontal: Mh
137,Come Tu mi vuoi,0.6300767325532304,0.41,0.17,,,40,:material-dots-horizontal: Mh
2108,Padre nostro non abbandonarci,,0.48,0.3,,,40,:material-dots-horizontal: Mh
3168,Tutti per uno,,0.52,0.26,,,40,:material-dots-horizontal: Mh
1050,Amo,,0.54,0.23,,,40,:material-dots-horizontal: Mh
3021,Stillate cieli dall'alto,0.7327144086684823,0.36,0.09,,,39,:material-dots-horizontal: Mh
152,Davanti a questo amore,0.7507169991584173,0.39,0.03,,,39,:material-dots-horizontal: Mh
2525,Grazie a Te,0.6336317910148141,0.38,0.17,,,39,:material-dots-horizontal: Mh
185,Eccomi,0.7285382829139745,0.38,0.08,,,39,:material-dots-horizontal: Mh
2642,Volgete gli occhi ,0.745945610400825,0.35,0.08,,,39,:material-dots-horizontal: Mh
2062,Canoni - Il Signore è la mia forza,0.7814255398602841,0.34,0.05,,,39,:material-dots-horizontal: Mh
254,Io sarò con Te,0.7703339816790731,0.38,0.03,,,39,:material-dots-horizontal: Mh
1800,Ti ringrazio mio Signore,,0.51,0.22,,,38,:material-dots-horizontal: Mh
1453,Nella Tua presenza,0.7857760928039861,0.36,0.01,,,38,:material-dots-horizontal: Mh
2533,Il custode d'Israele (salmo 120/121),0.7222410751850322,0.38,0.05,,,38,:material-dots-horizontal: Mh
1416,Ecco quel che abbiamo,,0.4,0.02,,0.56,38,:material-dots-horizontal: Mh
169,E correremo insieme,,0.53,0.19,,,38,:material-dots-horizontal: Mh
133,Come è grande,0.7460019754578546,0.41,-0.03,,,38,:material-dots-horizontal: Mh
2383,"Signore, sei Tu il mio Pastor",0.7901280084489115,0.3,0.07,,,38,:material-dots-horizontal: Mh
253,Io non sono degno,,0.5,0.22,,,38,:material-dots-horizontal: Mh
223,Il canto del deserto,,0.53,0.17,,,37,:material-dots-horizontal: Mh
2453,Grazie Gesù,,0.46,0.25,,,37,:material-dots-horizontal: Mh
2149,Getsemani,,0.48,0.23,,,37,:material-dots-horizontal: Mh
83,Benedici o Signore,,0.45,0.27,,,37,:material-dots-horizontal: Mh
1763,Ho abbandonato,,0.49,0.21,,,37,:material-dots-horizontal: Mh
1942,L'ultima cena,,0.45,0.28,,,37,:material-dots-horizontal: Mh
266,L’anima mia magnifica il Signore,0.7458151083655099,0.35,0.01,,,37,:material-dots-horizontal: Mh
2649,Prenditi a cuore,,0.46,0.25,,,37,:material-dots-horizontal: Mh
2916,Seme dell'eternità,0.788820654009662,0.38,-0.06,,,37,:material-dots-horizontal: Mh
78,Beato l’uomo,0.7299729759975692,0.43,-0.05,,,37,:material-dots-horizontal: Mh
1828,Tu mi conosci,0.7585438623534555,0.33,0.03,,,37,:material-dots-horizontal: Mh
2571,Se il diavolo è arrabbiato,,0.41,0.33,,,37,:material-dots-horizontal: Mh
413,Se il Signore non costruisce la città,,0.47,0.24,,,37,:material-dots-horizontal: Mh
1599,Mi rialzerai,,0.42,0.3,,,37,:material-dots-horizontal: Mh
2486,Quanno nascette Ninno,,0.41,0.32,,,37,:material-dots-horizontal: Mh
1795,Sei giunto da molto lontano,,0.46,0.23,,,36,:material-dots-horizontal: Mh
2515,E Nasce il sole,,0.46,0.23,,,36,:material-dots-horizontal: Mh
480,Vi amo così,,0.47,0.22,,,36,:material-dots-horizontal: Mh
2738,La vera vite,,0.5,0.19,,,36,:material-dots-horizontal: Mh
224,Il canto dell’amore,,0.48,0.21,,,36,:material-dots-horizontal: Mh
1597,Gesù gridò Mashalem,0.7230723564049399,0.33,0.05,,,36,:material-dots-horizontal: Mh
2102,Giullare dei campi,,0.49,0.2,,,36,:material-dots-horizontal: Mh
2445,Proteggimi o Dio (Salmo 15(16)),0.783503729757314,0.29,0.04,,,36,:material-dots-horizontal: Mh
306,Mi arrendo al Tuo amore,,0.48,0.2,,,36,:material-dots-horizontal: Mh
221,I cieli narrano,,0.51,0.17,,,36,:material-dots-horizontal: Mh
2077,Giullare dei campi,,0.48,0.19,,,35,:material-dots-horizontal: Mh
2155,Isaia 62,0.7167144488102978,0.35,-0.03,,,35,:material-dots-horizontal: Mh
2639,Anche tu vedrai,,0.43,0.25,,,35,:material-dots-horizontal: Mh
1979,Alla tua mensa,0.6529502126432035,0.35,0.04,,,35,:material-dots-horizontal: Mh
1832,Vieni Signore non tardare,0.7315083576581677,0.29,0.04,,,35,:material-dots-horizontal: Mh
2438,Io ho un amico,,0.44,0.24,,,35,:material-dots-horizontal: Mh
2073,L'amore del Padre,,0.46,0.22,,,35,:material-dots-horizontal: Mh
2224,Partirò,,0.45,0.23,,,35,:material-dots-horizontal: Mh
2381,Il Signore è mio pastore  (Salmo 22),0.7581926042317997,0.27,0.03,,,35,:material-dots-horizontal: Mh
2203,Cantico delle creature,,0.44,0.21,,,34,:material-dots-horizontal: Mh
2469,Il Tuo amore è grande,,0.47,0.18,,,34,:material-dots-horizontal: Mh
2856,Qui con Te,,0.46,0.18,,,34,:material-dots-horizontal: Mh
2358,Ti offro Signor,0.6537719549434573,0.29,0.09,,,34,:material-dots-horizontal: Mh
2436,Anche tu sei mio fratello,,0.42,0.22,,,33,:material-dots-horizontal: Mh
1355,Io dico il mio sì - Marco Guadin,,0.46,0.17,,,33,:material-dots-horizontal: Mh
2583,Il tuo grande amore,,0.41,0.22,,,33,:material-dots-horizontal: Mh
245,Insieme a Te,,0.48,0.14,,,33,:material-dots-horizontal: Mh
2594,Dio che tutto puoi,0.7704879815621722,0.33,-0.1,,,33,:material-dots-horizontal: Mh
1851,Il mistero,,0.46,0.17,,,33,:material-dots-horizontal: Mh
2329,Non cercate tra i morti,,0.46,0.17,,,33,:material-dots-horizontal: Mh
2600,Lasciate che i bambini vengano a me,,0.47,0.16,,,33,:material-dots-horizontal: Mh
2256,Oceani (dove i miei piedi possono fallire),,0.44,0.17,,,32,:material-dots-horizontal: Mh
2099,Sai fischiare?,,0.45,0.16,,,32,:material-dots-horizontal: Mh
412,Se hai un cuore grande,,0.41,0.2,,,32,:material-dots-horizontal: Mh
2316,Padre m'abbandono a te,,0.43,0.18,,,32,:material-dots-horizontal: Mh
8,Acqua siamo noi,,0.45,0.15,,,32,:material-dots-horizontal: Mh
2513,Dove troveremo tutto il pane,,0.4,0.23,,,32,:material-dots-horizontal: Mh
325,Noi veniamo a Te,0.6296079355356579,0.32,0.01,,,32,:material-dots-horizontal: Mh
2137,Cantiamo insieme al Signore,0.7603770643156541,0.26,-0.04,,,32,:material-dots-horizontal: Mh
2241,Io vi do un grande esempio,,0.43,0.19,,,32,:material-dots-horizontal: Mh
52,Andate per le strade,,0.45,0.15,,,32,:material-dots-horizontal: Mh
2619,A te elevo la voce,0.6551268372936784,0.28,0.02,,,32,:material-dots-horizontal: Mh
1956,Inno all'amore,,0.44,0.18,,,32,:material-dots-horizontal: Mh
305,Messaggio ai giovani,,0.47,0.14,,,32,:material-dots-horizontal: Mh
376,Questo è il mio comandamento,,0.44,0.17,,,32,:material-dots-horizontal: Mh
352,Padre nostro,,0.43,0.18,,,32,:material-dots-horizontal: Mh
1454,Nessuno è come Te,,0.39,0.22,,,31,:material-dots-horizontal: Mh
1669,Io vengo a Te,,0.46,0.12,,,31,:material-dots-horizontal: Mh
2696,Che male ti ho fatto?,,0.39,0.2,,,31,:material-dots-horizontal: Mh
2227,Il dono del saio,,0.47,0.11,,,31,:material-dots-horizontal: Mh
1681,Gesù mio buon pastore,,0.43,0.17,,,31,:material-dots-horizontal: Mh
88,Camminerò,,0.43,0.15,,,31,:material-dots-horizontal: Mh
1762,La ballata dell'amore vero,,0.44,0.15,,,31,:material-dots-horizontal: Mh
2448,Ai piedi della Croce,,0.47,0.11,,,31,:material-dots-horizontal: Mh
1871,Come fuoco per il mondo,,0.5,0.07,,,31,:material-dots-horizontal: Mh
2572,Stringimi,,0.43,0.15,,,31,:material-dots-horizontal: Mh
1933,Se tu sei con me,,0.37,0.23,,,31,:material-dots-horizontal: Mh
1970,Grazie Padre Buono (Rns),,0.44,0.15,,,31,:material-dots-horizontal: Mh
229,Il Mattino di Pasqua,,0.45,0.13,,,31,:material-dots-horizontal: Mh
2598,Simeone,0.7279981636271986,0.3,-0.09,,,31,:material-dots-horizontal: Mh
1542,Ecco quel che abbiamo (v2),,0.4,0.02,,0.42,31,:material-dots-horizontal: Mh
1918,Io sarò con voi,,0.45,0.13,,,31,:material-dots-horizontal: Mh
2564,Getta le tue reti,,0.45,0.13,,,31,:material-dots-horizontal: Mh
1576,Tu sei la perla preziosa,,0.42,0.18,,,31,:material-dots-horizontal: Mh
2233,Cosa renderti,,0.41,0.16,,,30,:material-dots-horizontal: Mh
2109,Apri le braccia al futuro,,0.42,0.15,,,30,:material-dots-horizontal: Mh
226,Il disegno,,0.41,0.16,,,30,:material-dots-horizontal: Mh
2153,Alleluia (Non può bastare una canzone),,0.36,0.22,,,30,:material-dots-horizontal: Mh
2570,Se avessi mai commesso,,0.46,0.1,,,30,:material-dots-horizontal: Mh
1777,E' il Signore e dà la vita,,0.47,0.08,,,30,:material-dots-horizontal: Mh
2633,Salmo 50 ,0.7202970806553847,0.26,-0.07,,,30,:material-dots-horizontal: Mh
2502,Canzone di San Damiano,,0.42,0.15,,,30,:material-dots-horizontal: Mh
1788,Purificami o Signore (Salmo 50),,0.43,0.14,,,30,:material-dots-horizontal: Mh
228,Il giovane ricco,,0.38,0.19,,,30,:material-dots-horizontal: Mh
2664,La giusta direzione,,0.42,0.14,,,30,:material-dots-horizontal: Mh
2636,So che tu sei il mio Signor,,0.4,0.17,,,30,:material-dots-horizontal: Mh
1900,Davanti a Te,0.63023396621875,0.34,-0.07,,,30,:material-dots-horizontal: Mh
382,Resta qui con noi,,0.45,0.11,,,30,:material-dots-horizontal: Mh
494,Voglio cantare al Signor,,0.44,0.12,,,30,:material-dots-horizontal: Mh
1850,Ma non avere paura,,0.4,0.17,,,30,:material-dots-horizontal: Mh
2813,L'amore più grande,,0.45,0.1,,,28,:material-dots-horizontal: Mh
1926,Il Vangelo della terra,,0.46,0.05,,,28,:material-dots-horizontal: Mh
335,Oggi ti chiamo,,0.43,0.1,,,28,:material-dots-horizontal: Mh
1843,Il nostro cuore non si è perduto,,0.41,0.13,,,28,:material-dots-horizontal: Mh
2223,Un raggio splenderà,,0.44,0.07,,,28,:material-dots-horizontal: Mh
1686,Dio aprirà una via,,0.39,0.15,,,28,:material-dots-horizontal: Mh
1709,Signore da chi andremo,,0.48,0.03,,,28,:material-dots-horizontal: Mh
394,Santa Maria del cammino,,0.4,0.13,,,28,:material-dots-horizontal: Mh
2244,Che cosa mi manca?,,0.43,0.1,,,28,:material-dots-horizontal: Mh
2107,Giovani orizzonti,,0.42,0.11,,,28,:material-dots-horizontal: Mh
2507,Così come sei,,0.4,0.13,,,28,:material-dots-horizontal: Mh
1925,Vedrai che bello,,0.4,0.13,,,28,:material-dots-horizontal: Mh
1765,Inno all'amore,,0.36,0.18,,,28,:material-dots-horizontal: Mh
2133,Cantico di Anna,,0.45,0.06,,,28,:material-dots-horizontal: Mh
380,Resta Accanto a me,,0.44,0.1,,,28,:material-dots-horizontal: Mh
240,In comunione,,0.43,0.11,,,28,:material-dots-horizontal: Mh
2575,Tu sei qui (Way maker),,0.37,0.17,,,28,:material-dots-horizontal: Mh
2135,Aprimi gli occhi del cuore,,0.33,0.21,,,28,:material-dots-horizontal: Mh
2459,A volto scoperto,,0.4,0.15,,,28,:material-dots-horizontal: Mh
1939,La mia Pasqua è il Signore,,0.42,0.1,,,28,:material-dots-horizontal: Mh
505,Prima Corinzi 13,,0.41,0.11,,,28,:material-dots-horizontal: Mh
2818,"Dio mio, Dio mio perchè mi hai abbandonato ",,0.44,0.09,,,28,:material-dots-horizontal: Mh
252,Io loderò il Signore,,0.4,0.13,,,28,:material-dots-horizontal: Mh
2411,Alla porta del mio cuore,,0.41,0.11,,,28,:material-dots-horizontal: Mh
1759,Io ti cerco,,0.48,0.04,,,28,:material-dots-horizontal: Mh
451,"Te, al centro del mio cuore",,0.41,0.11,,,28,:material-dots-horizontal: Mh
1659,Dammi i Tuoi Occhi,,0.37,0.16,,,28,:material-dots-horizontal: Mh
1719,Vi darò un cuore nuovo,,0.38,0.16,,,28,:material-dots-horizontal: Mh
2269,La trasfigurazione,,0.46,0.07,,,28,:material-dots-horizontal: Mh
3053,Il tuo miracolo,,0.42,0.1,,,28,:material-dots-horizontal: Mh
1570,Salve madre dell’amore,,0.39,0.15,,,28,:material-dots-horizontal: Mh
2757,Vieni popolo mio,,0.43,0.09,,,28,:material-dots-horizontal: Mh
2788,Chi mi seguirà,,0.41,0.15,,,28,:material-dots-horizontal: Mh
414,Se m’accogli,,0.45,0.09,,,28,:material-dots-horizontal: Mh
2857,La forza del tuo amore,,0.41,0.12,,,28,:material-dots-horizontal: Mh
1596,Il Figliol Prodigo (Abbracciami Gesù),,0.44,0.11,,,28,:material-dots-horizontal: Mh
6,Accogli Signore i nostri doni,,0.24,-0.05,,0.53,28,:material-dots-horizontal: Mh
236,Il Signore è la mia salvezza,,0.46,0.08,,,28,:material-dots-horizontal: Mh
199,Francesco vai,,0.43,0.11,,,28,:material-dots-horizontal: Mh
1627,Giorno di Pentecoste,,0.46,0.05,,,28,:material-dots-horizontal: Mh
2217,Benedirò il Signore,,0.44,0.11,,,28,:material-dots-horizontal: Mh
2879,O dei Miracoli - Inno a Sant'Antonio di Padova,,0.36,0.21,,,28,:material-dots-horizontal: Mh
2027,Mano potente,,0.43,0.12,,,28,:material-dots-horizontal: Mh
378,Re di gloria,,0.44,0.07,,,28,:material-dots-horizontal: Mh
2063,Popolo mio,0.505592330441798,0.31,0.05,,,28,:material-dots-horizontal: Mh
2214,Viva don Bosco,,0.41,0.14,,,28,:material-dots-horizontal: Mh
2772,Cammineremo nella libertà,,0.39,0.15,,,28,:material-dots-horizontal: Mh
2377,Incontro con Gesù,,0.42,0.12,,,28,:material-dots-horizontal: Mh
3059,Io con te,,0.43,0.09,,,28,:material-dots-horizontal: Mh
1790,Quando cammino per il mondo,,0.4,0.1,,,27,:material-dots-horizontal: Mh
1563,"Gloria a te, parola vivente",0.7529241675625183,0.27,-0.21,,,27,:material-dots-horizontal: Mh
2354,Io sono il pane della vita,,0.43,0.07,,,27,:material-dots-horizontal: Mh
2553,Ora che sei qui (Now That You're Near),,0.4,0.1,,,27,:material-dots-horizontal: Mh
2999,Prenderemo il largo,,0.39,0.12,,,27,:material-dots-horizontal: Mh
25,Alleluia e poi,0.6257039022603208,0.24,-0.05,,,27,:material-dots-horizontal: Mh
393,San Damiano,,0.39,0.11,,,27,:material-dots-horizontal: Mh
2283,Io ti seguirò,,0.38,0.13,,,27,:material-dots-horizontal: Mh
322,Noi con Te,,0.4,0.11,,,27,:material-dots-horizontal: Mh
1785,Pane di vita,,0.39,0.12,,,27,:material-dots-horizontal: Mh
295,Madre io vorrei,,0.43,0.08,,,27,:material-dots-horizontal: Mh
14,Alla Tua presenza,,0.37,0.15,,,27,:material-dots-horizontal: Mh
2315,Il cieco di Siloe,,0.4,0.1,,,27,:material-dots-horizontal: Mh
2620,Com'è bello (dar lode al Signor),,0.38,0.13,,,27,:material-dots-horizontal: Mh
1396,Rimanete in me,,0.37,0.14,,,27,:material-dots-horizontal: Mh
1,Abbà Misericordia,,0.35,0.16,,,27,:material-dots-horizontal: Mh
1662,Creati per te,,0.39,0.12,,,27,:material-dots-horizontal: Mh
2266,Passa ancora in mezzo a noi,,0.43,0.07,,,27,:material-dots-horizontal: Mh
2560,Perfetta letizia,,0.35,0.18,,,27,:material-dots-horizontal: Mh
2596,L'annuncio a Maria,0.5052635165515008,0.29,0.01,,,27,:material-dots-horizontal: Mh
2504,Chiara è la tua sorgente,,0.41,0.07,,,26,:material-dots-horizontal: Mh
470,Un cuore nuovo,,0.39,0.1,,,26,:material-dots-horizontal: Mh
1634,A te grido mio Signore,,0.41,0.08,,,26,:material-dots-horizontal: Mh
2122,Tu sei la forza,,0.44,0.03,,,26,:material-dots-horizontal: Mh
2364,Saldo è il mio cuore Dio,,0.34,0.16,,,26,:material-dots-horizontal: Mh
2101,"Padre, Maestro ed Amico",,0.38,0.12,,,26,:material-dots-horizontal: Mh
177,E pace intima,,0.41,0.07,,,26,:material-dots-horizontal: Mh
1674,Non sono più io che vivo,,0.45,0.03,,,26,:material-dots-horizontal: Mh
222,I Tuoi passi,,0.39,0.1,,,26,:material-dots-horizontal: Mh
2550,Nascerà,,0.44,0.04,,,26,:material-dots-horizontal: Mh
2327,Chi ha fame,,0.41,0.08,,,26,:material-dots-horizontal: Mh
2103,Un sogno che vola,,0.39,0.09,,,26,:material-dots-horizontal: Mh
1768,Io ti offro,,0.38,0.1,,,26,:material-dots-horizontal: Mh
3005,Mille Ragioni,,0.39,0.09,,,26,:material-dots-horizontal: Mh
2479,Dayenu adonai,,0.33,0.18,,,26,:material-dots-horizontal: Mh
1758,Samuel,,0.34,0.16,,,26,:material-dots-horizontal: Mh
1863,Tu sei misericordia,,0.36,0.11,,,25,:material-dots-horizontal: Mh
2051,Perdonami ancora,,0.35,0.13,,,25,:material-dots-horizontal: Mh
2389,A fede 'e Maria,,0.33,0.16,,,25,:material-dots-horizontal: Mh
463,Tu chi sei,,0.42,0.03,,,25,:material-dots-horizontal: Mh
237,Il Signore è vicino,,0.4,0.07,,,25,:material-dots-horizontal: Mh
446,Symbolum ‘77 (v2),,0.44,0.01,,,25,:material-dots-horizontal: Mh
383,Resurrezione,,0.41,0.05,,,25,:material-dots-horizontal: Mh
2374,Facci sognare!,,0.37,0.09,,,25,:material-dots-horizontal: Mh
2419,Vieni fratello (il Padre ci chiama),,0.36,0.12,,,25,:material-dots-horizontal: Mh
239,Il Tuo amore,,0.44,0.02,,,25,:material-dots-horizontal: Mh
2182,Sotto la Tua croce,,0.38,0.08,,,25,:material-dots-horizontal: Mh
2270,Non sono più io che vivo,,0.44,0.01,,,25,:material-dots-horizontal: Mh
2721,Salmo 8,,0.35,0.13,,,25,:material-dots-horizontal: Mh
2794,O Signore nostro Dio,,0.39,0.07,,,25,:material-dots-horizontal: Mh
2785,Io ti seguirò ,,0.36,0.12,,,25,:material-dots-horizontal: Mh
189,Esci dalla Tua terra,,0.43,0.02,,,25,:material-dots-horizontal: Mh
2143,E' un giorno di festa,,0.4,0.06,,,25,:material-dots-horizontal: Mh
1594,Vi lascio un grande esempio,,0.34,0.14,,,25,:material-dots-horizontal: Mh
1565,Musica di festa,,0.28,-0.21,,0.5,25,:material-dots-horizontal: Mh
2117,Avrai cura di noi,,0.38,0.09,,,25,:material-dots-horizontal: Mh
2758,Grida nuova umanità,,0.41,0.06,,,25,:material-dots-horizontal: Mh
193,Fede è,,0.41,0.05,,,25,:material-dots-horizontal: Mh
1928,Santa degli impossibili (Santa Rita),,0.33,0.15,,,25,:material-dots-horizontal: Mh
2293,Se tu mi ami Simone,,0.39,0.07,,,25,:material-dots-horizontal: Mh
2449,Al Signore canterò,,0.39,0.08,,,25,:material-dots-horizontal: Mh
2408,Absorbeat,,0.39,0.08,,,25,:material-dots-horizontal: Mh
1477,Sono il Pane di Vita,,0.4,0.06,,,25,:material-dots-horizontal: Mh
1974,Infinitamente Grazie,,0.35,0.12,,,25,:material-dots-horizontal: Mh
3002,I.N.R.I. (Io Non Ritorno Indietro),,0.36,0.12,,,25,:material-dots-horizontal: Mh
2450,Bellezza sei Tu,,0.37,0.11,,,25,:material-dots-horizontal: Mh
234,Il Signore è il mio pastore,,0.39,0.07,,,25,:material-dots-horizontal: Mh
2663,Dove s'alza un'onda,,0.4,0.07,,,25,:material-dots-horizontal: Mh
1675,Symbolum ‘77,,0.44,0.01,,,25,:material-dots-horizontal: Mh
2231,Tu sei per me,,0.39,0.07,,,25,:material-dots-horizontal: Mh
1741,Abbiamo trovato il Messia,,0.36,0.12,,,25,:material-dots-horizontal: Mh
1764,Ho lottato tanto in questo giorno,,0.35,0.11,,,24,:material-dots-horizontal: Mh
2291,Canto Penitenziale,,0.38,0.06,,,24,:material-dots-horizontal: Mh
167,E' bello,,0.4,0.05,,,24,:material-dots-horizontal: Mh
1555,Il Signore della danza,,0.4,0.03,,,24,:material-dots-horizontal: Mh
1978,In Eterno Canterò,,0.37,0.08,,,24,:material-dots-horizontal: Mh
359,Perchè Tu sei con me,,0.38,0.06,,,24,:material-dots-horizontal: Mh
2110,Giù dai Colli,,0.36,0.08,,,24,:material-dots-horizontal: Mh
1666,Sposa amata,,0.34,0.11,,,24,:material-dots-horizontal: Mh
2552,Nel nome di Gesù,,0.39,0.05,,,24,:material-dots-horizontal: Mh
2151,Alzerò i miei occhi ,,0.39,0.05,,,24,:material-dots-horizontal: Mh
2891,Canto penitenziale,,0.38,0.06,,,24,:material-dots-horizontal: Mh
2542,Lascia i tuoi pesi,,0.35,0.11,,,24,:material-dots-horizontal: Mh
195,Fissa gli occhi,,0.44,-0.0,,,24,:material-dots-horizontal: Mh
2872,Con il Tuo sangue,,0.33,0.12,,,24,:material-dots-horizontal: Mh
2613,Luce in Noi ,,0.4,0.05,,,24,:material-dots-horizontal: Mh
2544,Lui ci ha dato i cieli,,0.35,0.11,,,24,:material-dots-horizontal: Mh
1792,Resta con noi,,0.36,0.1,,,24,:material-dots-horizontal: Mh
2052,Il mio posto,,0.4,0.05,,,24,:material-dots-horizontal: Mh
2189,Com'è bello (dar lode al Signor),,0.38,0.06,,,24,:material-dots-horizontal: Mh
2147,Danza la vita,,0.36,0.09,,,24,:material-dots-horizontal: Mh
2480,Eloì,,0.38,0.07,,,24,:material-dots-horizontal: Mh
1655,Eccomi Gesù,,0.37,0.08,,,24,:material-dots-horizontal: Mh
326,Non cercate tra i morti,,0.4,0.05,,,24,:material-dots-horizontal: Mh
3067,Serviremo il Signore,,0.38,0.06,,,24,:material-dots-horizontal: Mh
1673,Quando guardo alla tua Santità,,0.35,0.1,,,24,:material-dots-horizontal: Mh
2743,L'uomo alla sua mensa,,0.38,0.07,,,24,:material-dots-horizontal: Mh
246,Insieme è più bello,,0.34,0.04,,0.29,24,:material-dots-horizontal: Mh
2017,Dal profondo,,0.37,0.08,,,24,:material-dots-horizontal: Mh
2271,Luce Gentile,,0.37,0.07,,,24,:material-dots-horizontal: Mh
2460,Come un fiume,,0.37,0.07,,,24,:material-dots-horizontal: Mh
2752,Per accendere in cuore la speranza,,0.39,0.06,,,24,:material-dots-horizontal: Mh
1781,Gesù e la samaritana,,0.35,0.1,,,24,:material-dots-horizontal: Mh
1692,Grande è il Signore,,0.4,0.05,,,24,:material-dots-horizontal: Mh
1927,Sei fuoco e vento,,0.4,0.05,,,24,:material-dots-horizontal: Mh
2239,Amore abbandonato,,0.4,0.04,,,24,:material-dots-horizontal: Mh
1623,La tua Croce,,0.34,0.11,,,24,:material-dots-horizontal: Mh
301,Rimani con me,,0.4,0.05,,,24,:material-dots-horizontal: Mh
2423,Dell'aurora Tu sorgi più bella (v2),,0.34,0.09,,,23,:material-dots-horizontal: Mh
2778,Lascia i tuoi pesi,,0.34,0.1,,,23,:material-dots-horizontal: Mh
58,Apostoli di gioia,,0.41,0.01,,,23,:material-dots-horizontal: Mh
1562,Come il cervo va all'acqua viva,,0.4,0.01,,,23,:material-dots-horizontal: Mh
1610,Il Signore ha messo un seme,,0.38,0.04,,,23,:material-dots-horizontal: Mh
1883,Il canto del mare,,0.39,0.03,,,23,:material-dots-horizontal: Mh
2275,Tu mi hai sedotto,,0.37,0.05,,,23,:material-dots-horizontal: Mh
1822,Il seme del tuo campo,,0.39,0.04,,,23,:material-dots-horizontal: Mh
2366,Alzo gli occhi verso i monti,,0.38,0.04,,,23,:material-dots-horizontal: Mh
447,Symbolum ‘80 (Ma la tua Parola),,0.45,-0.05,,,23,:material-dots-horizontal: Mh
2574,Ti parlerò di me,,0.36,0.06,,,23,:material-dots-horizontal: Mh
1872,Rimani con noi,,0.37,0.05,,,23,:material-dots-horizontal: Mh
2764,Giovani Orizzonti,,0.39,0.04,,,23,:material-dots-horizontal: Mh
1604,Pane che non sei più pane,,0.34,0.09,,,23,:material-dots-horizontal: Mh
1919,Festa con Te,,0.37,0.05,,,23,:material-dots-horizontal: Mh
350,Padre nostro di San Andrea (the sound of silence),,0.35,0.08,,,23,:material-dots-horizontal: Mh
