id_canti,similarity,titolo,autore,raccolta,momento,link_youtube
2550,17,Nascerà,Gen Rosso,,31,2umvrdWyYgo
2234,17,Accorrete popoli del Re,Daniele Esposito,,21,V3grjsC_9vU
1675,17,Symbolum ‘77,Pierangelo Sequeri,In cerca d'autore,"31,14,19",r-hf2dOBfDE
2454,17,Gloria a Dio,Giuseppe Tranchida,Con Voci di Gioia,23,I57AWJx0x4g
1674,17,Non sono più io che vivo,Stefano La Porta,,"31,52",_45-2Dr9dQ4
2270,17,Non sono più io che vivo,RnS,Misericordia sei,31,_45-2Dr9dQ4
2253,17,Venite applaudiamo al Signore,Kiko Arguello,,"21,4",AV8drfqaYE0
55,17,Annunceremo che Tu,Paolo Auricchio,,"32,16",ZfI4bBMKSRs
2269,17,La trasfigurazione,Marco Frisina,Non di solo pane,"26,31",6gU3t0nuHuw
78,17,Beato l’uomo,Antonio Porrino,,"24,31,32,2",YQsqPCheucg
1946,17,Aprite le porte a Cristo,Marco Frisina,Sacerdote per sempre,21,tQO6XO9syFk
195,17,Fissa gli occhi,Franco Costantini,,"31,9",NMWBFrFu0w0
2647,17,La sua casa,Francesco Buttazzo,Guidati nel deserto,"21,10",aZB9J7PpAmicltm6
1769,17,La pace del Signore,Francesco Buttazzo,,30,ZZIYGBjAzj0
1936,17,Alla vittima pasquale,P. Dargenio,Esulta il cielo,5,nXCbbGTvXgo
2780,17,Grazie Signore,Filippo Daino,,"31,9,10,52,54",K4FCwj5IVJ4
1926,17,Il Vangelo della terra,Andrea Testa,,"26,10",5du0mvIwEJE
2727,17,La legge del Signore,Movimento Eucaristico Giovanile,Sulla strada per Emmaus,31,8AeCC4Dl3Bk
446,17,Symbolum ‘77 (v2),Pierangelo Sequeri,In cerca d'autore,"31,14,19",r-hf2dOBfDE
73,17,Beati quelli che ascoltano,Michele Bonfitto,Sei grande nell'amore,"21,31",CuFvTANFHr4
2728,17,Disse un giorno il Padre,G.Stefani - M.Giombini ,,10,
483,17,Vieni al Signor,Matteo Calisi Da Tradizionale Ebraico,,"21,24,31,4,14",iDWgszB1njo
2004,17,Canzone di San Giuseppe,Guido Clericetti - Adriana Mascagni,,"31,32,3,7",PRadNjnGKWs
447,17,Symbolum ‘80 (Ma la tua Parola),Pierangelo Sequeri,Ma la tua Parola,"31,2,17,19",pSMZAXrvT4A
2616,17,Resurrezione,,,"31,5",dchMT-HU3hA
2072,17,Benedite e acclamate,A. Casale,,"21,15",QH1LLGOkr6M
208,17,Gloria,Marcello Giombini,,23,2inSW_DKXlQ
1728,17,Gloria a Dio,Guglielmo Amadei,La nostra festa è Cristo,23,JtJ4fbTGwNo
2738,17,La vera vite,L.Scaglianti,Kerygma: l'uomo davanti alla parola,31,Pgek5MYv8LE
1871,17,Come fuoco per il mondo,Suore di maria bambina,,"9,52",mUNq2a42DB4
213,17,Gloria a Dio,Luigi Mariano,,23,KewJv-uYGLk
2794,17,O Signore nostro Dio,Marco Frisina,Non Temere,"21,31,4,5,15",SKrRIFda5mo
1787,16,Perchè la vostra gioia sia piena,I. Valoppi,,"32,15",YEY4De0bC94
1600,16,Fratello Sole e Sorella Luna (semplificata),Riz Ortolani,,"31,14",jSq7zvrrsCA
1932,16,Ci nutri alla Tua mensa,"F. Buttazzo, P. Dargenio",Esulta il cielo,"26,31,9",RPQ8ORkm9bo
46,16,Amar come Gesù amò (per avere la felicità),---,,31,_w4pBkQPgso
1837,16,Dio è la mia salvezza,Marco Frisina,Salvatore del mondo,"2,4",yO6xhARbaLM
3,16,Acclamate a Dio,RnS,Ad una voce,"21,24,14",FNomwQWxZeI
170,16,E' giunta l’ora,Luciano Scaglianti,,"4,13,17",z0_74gnHpQ8
163,16,Dov’è carità e amore,Valentino Meloni - F. Zanettin - Terenzio Zardini,,"31,17",2aIrBW6r0aw
1952,16,La canzone di Luciano,Bottan Boschiero,,9,JiYZ6wm8dIM
307,16,Mia forza e mio canto,Pierangelo Comi,,"14,17",lhWpwbUTchk
2205,16,Vidi la nuova Gerusalemme,Marco Frisina,Vergine Madre,"21,7",KYqctObWoJE
414,16,Se m’accogli,Pierangelo Sequeri,,"21,26,13,14",YkAIWOfJiJM
2296,16,Custode del Signore (v2),Marco Frisina,,"21,32,10",YAEv6Cxj_JI
2295,16,Custode del Signore,Marco Frisina,,"21,32,10",YAEv6Cxj_JI
1749,16,Che siano una sola cosa,R. Grotti,,"31,4,15",P0sVkGfGBg4
200,16,Fratello Sole e Sorella Luna,Riz Ortolani,,"31,14",jSq7zvrrsCA
2014,16,"Maria, Maria (Piccola fanciulla)",N.C.,,"32,7,9,14",
2104,16,Luce per noi,Oratorio Salesiano di Arese,,53,FShjTcWMuRY
2122,16,Tu sei la forza,Eman,,"5,6,10,14",PDaq_myKqbs
370,16,Quale gioia,Matteo Calisi - John Bagniewski,,"21,24,32,13",oMlN3Yttg44
2133,16,Cantico di Anna,RnS,,17,cJXQaL644FQ
327,16,Nostalgia d’una sorgente,Giosy Cento,,"21,11",HjXlMvgwuR4
2416,16,Arderanno sempre i nostri cuori,Paolo Auricchio,Alleluia è risorto,"31,5",kHB6N9sCQcI
383,16,Resurrezione,Gen Rosso,,"21,32,5",eK8Z2VMTSp4
2795,16,Come il Pellicano,Gen Verde,,10,2fab8odvGsE
258,16,Io vedo la Tua luce,Pierangelo Sequeri ,E mi sorprende,"31,3",YOhCW3aH7mo
2600,16,Lasciate che i bambini vengano a me,Daniele Esposito,,"21,8,10",fvcDLr9G-5Q
1458,16,Gloria,Francesco Buttazzo,Vita nuova con te,23,9EMdVh1IMz0
1453,16,Nella Tua presenza,Daniele Ricci,,"28,31",WextjtnVp8c
1559,16,Come il cervo va all'acqua viva (semplificata),"Bob Hurd, Marco Deflorian",,31,-VdUBfZfWFY
2628,16,Gloria a Dio ,RnS - S.Martinez,Ad una voce,23,oltLI_EgOfw
2645,16,La Parabola del Seminatore,REALE - A.Gallo,Come Nessun Altro,"21,31,9",1KY9eM9eAJs
2723,16,Dio ha tanto amato il mondo,A. De Luca - B. Conte,Risorto per Amore,"31,4,10,11",aYClEd3LMz0
133,16,Come è grande,Roberto Grotti,,"31,4,11,14",GWIcRqwR0Sk
273,16,La mia anima canta,Gen Verde,,7,sMAvV-uv8J8
249,16,"Io credo, risorgerò",Gino Stefani,,"21,13",X9clLTZHcvQ
245,16,Insieme a Te,Francesco Buttazzo,Alla tua festa,31,_1taK6Kc8gw
1562,16,Come il cervo va all'acqua viva,"Bob Hurd, Marco Deflorian",,31,-VdUBfZfWFY
2540,16,La terra buona,--,,"31,17",dcIoaap-vuI
2193,15,Beatitudini,Marco Frisina,Benedici il Signore,"31,17",HtHIeBPXH8w
2594,15,Dio che tutto puoi,RnS,Mi ami tu?,"31,14",
2231,15,Tu sei per me,Gianlivio Bersigotti,,"31,9",WE47mdh7VXc
2230,15,Vieni con me,Giosy Cento,,"21,32,10,15,20",MWWqRbyq3t0
380,15,Resta Accanto a me,Gen Verde,,32,ji4xk-YIgoo
2093,15,Il giorno più bello (La mia prima comunione),P. Tombolato/A. Di Mario,,"21,31,32,10",CfbUFlZAubo
1677,15,Mi affido a te,RnS,,9,UgKZEmeV7KE
2597,15,Glorifica il Signore Gerusalemme,Daniele Esposito,,"21,24,10,14,52",6K-IT3rVrB4
376,15,Questo è il mio comandamento,Marco Frisina,,"31,17",GpWbHepCdls
1477,15,Sono il Pane di Vita,S. Toolan,,31,UwA__oGQ1e0
1698,15,Vergin Santa,RnS,,"21,31,2,3,7",mTnD1HXRnfk
331,15,O Maestro (San Francesco),Paolo Spoladore,,"31,32",Z3wyBIaolpg
1480,15,Il canto del mare,Marco Frisina,,"21,32",ikUhuknKHYA
2590,15,Inno di liberazione,RnS,Vittoria!,5,50tL7r9jX0I
493,15,Vocazione (v2),Pierangelo Sequeri,In cerca d'autore,"21,31,20",pgTabb5fhIU
494,15,Voglio cantare al Signor,RnS,,"21,24,32",N3iWAEOmLDc
2080,15,Esultiamo in Te Gesù,Francesco Buttazzo,,"31,32,5",mYlQ3enubOo
500,15,Pane di vita nuova,Marco Frisina,,31,2TjvpY5dqTU
217,15,Grandi cose,Gen Rosso,,"21,24,32,14",Jvp2zJUouOQ
1596,15,Il Figliol Prodigo (Abbracciami Gesù),Figli del Divino Amore,,"21,17",06d4D-Fzk38
145,15,Cristo è risorto veramente,RnS,Venti dello Spirito,"31,32,5",hQ8Y11c3LCs
1727,15,Ti sei fatto pane,Daniele Ricci ,Gesù è il suo nome,"31,3",VktGKm3AF88
134,15,Come fuoco vivo,Gen Rosso - Gen Verde,,"31,32,5",sdqAt9k2-oY
184,15,Ecco la serva del Signore (v2),Marco Frisina,,"7,17",eakmIDhzNyc
185,15,Eccomi,Marco Frisina ,Non temere,"21,24,10,13,17,20",Gg_CRwPwog4
1859,15,Albero di vita,A. M. Galliano - R. Faruggio,,"21,4",UFM0UBncxcc
452,15,Testimoni dell’amore,Francesco Buttazzo,,"5,16",uGwq9KukGGk
1862,15,Non Temere,Marco Frisina,Non temere,31,WiO10LM4PQY
82,15,Benedici il Signore,Marco Frisina,,"24,26,4,14",iepex6XBHo0
1800,15,Ti ringrazio mio Signore,Pierangelo Sequeri,Qui dove Tu ci chiami,"31,32,52",6YsclSgpECA
1883,15,Il canto del mare,Marco Frisina,,"24,5",
1887,15,Esulta il cielo,"Francesco Buttazzo, Pasquale Dargenio",,"21,32,5",R6Qxg-zyKus
1895,15,Questo è il giorno fatto dal Signore ,RnS,,"21,24,31,32",
193,15,Fede è,Don Franco De Marchi,,31,INfDNDju1LE
1730,15,Rallegrati Gerusalemme,Marco Frisina,,"21,4",u2oilYfIc9w
1780,15,Vocazione,Pierangelo Sequeri,In cerca d'autore,"21,31,12,20",8omR81t4csc
1777,15,E' il Signore e dà la vita,Comunità Gesù Risorto,,"32,14",ovf-n3ScJ_8
47,15,Amare questa vita,G. Meregalli,,"21,20",tUE-GpZ4RmM
138,15,Come un fiume,P. Paci – D. Preti,,"21,8",ZntyUAaXQxs
1953,15,So che sei qui,Gen Verde,Messa della concordia,"31,9,13",tZEovlG6uAg
1763,15,Ho abbandonato,Aldo Roscio,,"32,4,52",Jy757ygWMMA
2644,15,La Tua dimora,Daniele Ricci,La Tua dimora,21,BCwCh0io1K0
1999,15,Cose stupende ,Marco Frisina,,"21,7",JdaSR7DaEd8
2622,15,Dalla tristezza alla danza,RnS - T.Walker,Risplendi Gerusalemme,"21,32,14,52",sfaDQMOXfh4
4,15,Acclamate al Signore,Marco Frisina,,"21,24,14",XR3RXQHnwS4
2534,15,Il padre che è nei cieli,,,"4,8",8jyB8cre3Nc
361,15,Popoli tutti acclamate,RnS,,"21,31,32,14",9jxXJ79BFSU
1565,15,Musica di festa,Ernest Sands - Paolo Iotti,,"21,32,10,15",B1ToVClFayo
1583,15,E' tempo di grazia,Fabio Baggio,Tempo di grazia,"21,4",wDK8OvBgKXw
2305,15,Il tuo amore per noi,Piera Cori,,26,9aaxeabeNq0
231,15,Il Pane del Cammino,Franco Motta - Pierangelo Sequeri,,"21,26,31,32",bjaWckUY05I
306,15,Mi arrendo al Tuo amore,RnS,,11,5MqURreias0
2524,15,Gloria a Dio,Fusari - Rossi - Carocci,,23,DKFgt6-PTzk
305,15,Messaggio ai giovani,Pierangelo Sequeri ,In cerca d'autore,"21,20",SzGCzzzp8a0
2504,15,Chiara è la tua sorgente,Pierangelo Sequeri,Mentre è ancora giorno,"7,14",woiIAIiLgR0
2329,15,Non cercate tra i morti,Francesco Buttazzo,,5,l8yu6iXJfXM
234,15,Il Signore è il mio pastore,Davide Maria Turoldo - Ismaele Passoni - Bepi De Marzi,,"24,31",JYP678udLec
52,15,Andate per le strade,Angelo Roncari - Lorenzo Capello - Giovanni M. Rossi,,"32,16,17",PAMled5AWo4
229,15,Il Mattino di Pasqua,Pierangelo Sequeri,,5,E7UYyUWTTj4
1620,15,La scelta di Maria,Mario Clemente (Comunità Gesù risorto),,7,fpjKnvQwkiU
1619,15,Come ti ama Dio,---,,"31,32",6CkaRqfl4js
2505,15,Cristo muove le montagne,Hillsong,,32,kOL8zUl5OZw
2447,15,Tempo di ricominciare,Gen Verde,Tempo di ricominciare,31,uKal1PpNSJs
2448,15,Ai piedi della Croce,Corrado Salmè,Infuocati per Dio '04,"9,10",VF01Mdiqa38
120,14,Canto a Te Maria,Gen Verde,,7,LBmVA-ClneU
1868,14,Dico Sì,Fabio Baggio,,"31,15",lvlP7t0UbH8
480,14,Vi amo così,M. Brusati - M. Versaci,,"31,32",QErFrdcT4RA
2003,14,Giovanni,Marco Frisina,Non temere,"21,31,32,2,12",R5TkDWVJi5E
142,14,Con Te faremo cose grandi,G. Meregalli,,"21,31",
2340,14,Questo è il giorno,Giuseppe Tranchida ,Resta con noi Gesù,"21,31,10",dS1yfGUS2Gg
2618,14,Alleluia Padre Mio ,RnS - T.Cullen,Nelle tue mani,"22,31,5,10,52",UodRwIgIecQ
2025,14,Gloria in excelsis Deo,Lecot,,23,es2sdyT98cM
2037,14,Cuore a cuore,Canti evangelici,,15,EiB_40OG41s
1625,14,"Canterò ""I will Sing""",Don Moen,,"21,31,9",TPCeSkLBv1w
2399,14,Nelle tue mani,A. De Luca - B. Conte,RnS - Nelle tue mani,"31,2,3,4,9,10",Zo6CuMpR_c8
2052,14,Il mio posto,Daniele Ricci - Don Ottorino Zanon,,"21,32,14,20",JQC2DAxuvRs
2626,14,Giovani e Vecchi ,RnS - M.Watson,Anche gli alberi batteranno le mani,"21,30,32,10,14",jvShGPdf7sE
1575,14,Dio è amore,RnS,,21,x02RLuFgTcQ
1851,14,Il mistero,Bracchi/Sicari,,"31,2,4,7,9,10,11,12,13,14,15,16,20",vQ9TjxVk1qQ
2598,14,Simeone,Daniele Esposito,,"31,32,10,13",rH07fVSFjq8
2756,14,Gloria a Dio,Paolo Auricchio,Rallegriamoci nel Signore,23,P-h6I_G_dhY
2757,14,Vieni popolo mio,"F. Baggio, F. Buttazzo",Tempo di grazia,"21,31,32",qUykvY6s7Gk
1843,14,Il nostro cuore non si è perduto,Roberto Grotti,,"21,31,32,2,4,10,14,16,20",kBiGsbBzfNI
183,14,Ecco l’Uomo,Pierangelo Sequeri ,E mi sorprende,4,t41odL-M5sM
2394,14,Fa' che io creda,"RnS - De Luca, Conte",Io scelgo Te,26,RCquNBv0fik
1578,14,Gioisci figlia di Sion,RnS,,"32,2,3,7",jbtR7ylZqI0
125,14,Cerco la Tua voce,Gen Rosso,,"31,2",PflpSm4aDck
2827,14,Canta o lingua il glorioso mistero,Marco Frisina,Cristo è nostra Pasqua,"31,4,5,9",rzGXMeYQcL8
129,14,Cieli e terra nuova,Mario Piatti,,"32,2,13",efDuuaWXpSE
61,14,Ascolta la Preghiera,---,,"4,7",
2472,14,Benedetto sei Tu che vieni,Semprini – Galliano,Natale del Signore,"2,3",r7M3bZtiFuc
1584,14,Gloria a Dio,Pasquale Dargenio,Sorgente di vita,23,BdXTowIQmgg
2709,14,È il momento di ringraziarti,"M. Fornaro, B. Carretta","AA.VV., Oggi risorge","32,52",hqNuQJ8qN9c
1795,14,Sei giunto da molto lontano,L. Scaglianti,,"4,10,17",380urOVvKdA
295,14,Madre io vorrei,Pierangelo Sequeri,E mi sorprende,"4,7,13",A1mXFg9sUo0
1771,14,La vita che nasce,F. Baggio,,"21,32,3,8,10",TLgJ_V2Z1iA
1944,14,Luce che sorgi nella notte,Francesco Buttazzo,E' Natale ancora,"21,3",FQVguXqfOtE
1618,14,L'acqua della salvezza,A.Roncari - L.Capello,,31,lR9ZoB022o0
1752,14,Mi basta la tua grazia,RnS (G. Sanfratello - G. Cucuzza) ,,"31,32,52",MLW5Dz0Bnmw
117,14,Cantiamo Te,Gragnani,,"21,14,19",RN5HIkTbvzU
1801,14,Tu vero pane della vita,Fabio Baggio,La vita che nasce,31,9VfmPmHwhmc
1762,14,La ballata dell'amore vero,Claudio Chieffo,,"10,15",nC27N0dOF80
378,14,Re di gloria,F. Marranzino/A. De Luca,,"31,32",qN7IX3-Z0wo
298,14,Mani,Fabrizio Colombo,,"26,32,16",FexZCiC8SJw
432,14,Silenzioso Dio,Giosy Cento,,31,knzZ9EYvoPs
2643,14,Gloria al Signore che salva ,RnS - D. De Santis - F. Frigiola,Voglio vedere il tuo volto,14,dIEgB-sv6nQ
278,14,"Laudato sii, o mi Signore",---,,31,Rla81AGiir0
479,14,Verremo a Te,Guido Meregalli,,21,
2533,14,Il custode d'Israele (salmo 120/121),M. Franchi,,24,mxEctuD9ynE
464,14,Tu sarai profeta,Marco Frisina,Tu sarai profeta,"21,26,31,2,16,20",3RlXWfB_ALI
2102,14,Giullare dei campi,P. Pignatelli,,"32,10,53",dQFU4Ynaioo
254,14,Io sarò con Te,Marco Frisina,,31,oWtdlQAaOCE
316,14,Nel Tuo silenzio,Gen verde,Come fuoco vivo,"31,52",MTbJK2Cu-xk
2169,14,"Cantate al Signore, alleluia",Marco Frisina,,"32,14",aC4c4ENu8lg
2173,14,Luce di Dio,A. M. Galliano; R. Farruggio,,"21,31,32,5",Pqv4nnGD_vA
2555,14,Ora si può,Don Mario Costanzi,,"32,10,16",
2174,14,Quelli che amano te,Gen Rosso,,26,eGOnZJxYhpY
2227,14,Il dono del saio,Cionfoli,,"22,28,31,4,9,10,11,12,14,16,20,52",xTjf4BI-AbA
1555,14,Il Signore della danza,,,10,1C5McbR0q1s
1676,14,Ti rendiamo grazie,RnS,,31,7rAxVf_izmM
1654,14,Come unico Pane,Rossi,,26,v8AtqY1KH7E
2570,14,Se avessi mai commesso,Santa Teresa di Lisieux,,"31,4",2pN1y8hCHds
335,14,Oggi ti chiamo,Pino Fanelli,,"21,20",fTSQlB1hTnI
1564,14,Nostra gloria è la croce,Marco Frisina,,"21,4",hojAhQHmQMM
10,14,Adesso è la pienezza,Daniele Ricci,,"21,3",vyDRdLmJsPI
1563,14,"Gloria a te, parola vivente","Daniele Semprini, Anna Maria Galliano",,"25,4",S2YOOg49nSU
2797,14,The blessing,Kari Jobe,,"32,10,14,15",_51tRxWllME
1548,14,Benedici,Paolo Spoladore,,31,uN0dLBwY5jI
221,14,I cieli narrano,Marco Frisina,,"21,24,31,14",34tjGV7_rxQ
1672,14,"Il tuo Corpo, il tuo Sangue",Luciana Leone - Salvatore Martinez,,31,MBlHzbDY6Qo
2223,14,Un raggio splenderà,Padre Daniele Badiali,,"32,10,12,16,53",BBJZz11_clY
362,14,Preghiera,Pino Fanelli,,"26,31",vR9X9jO5Zo8
1668,14,Fiumi di misericordia,RnS,,"21,31,9",GKwjFtAZ2BM
152,14,Davanti a questo amore,RnS - Conte/De Luca,,"31,4,5,13",hlTny87LIq8
2244,14,Che cosa mi manca,"Elena Storchi, Renato Giorgi e Valerio Antonioli",,10,
2151,14,Alzerò i miei occhi ,Marco Frisina,,"26,31",pMxW97hIleM
2528,14,Hai dato un cibo ,,,"31,10",es9lKpu53ic
253,14,Io non sono degno,Claudio Chieffo,È bella la strada,31,6pb9LFGAM2E
2149,14,Getsemani,Daniele Ricci,,4,rrbzYpn0C_o
2252,14,"Alza le braccia, apri il tuo cuore",RnS - Daniele Branca,Parola d'Amore,31,tbKreLTdT4s
2246,14,E sia sì,"Elena Storchi, Renato Giorgi e Valerio Antonioli",,10,
2266,14,Passa ancora in mezzo a noi,RnS,Fuoco d'Amore,26,Wtr-lw8go8g
2721,13,Salmo 8,Guido Meregalli,,24,1JSFFVarUNg
1924,13,Nella Chiesa del Signore,Michele Bonfitto,Sei grande nell'amore,21,nJZdikQPt7w
463,13,Tu chi sei,Chiara Bizzetti,,31,4J5sLpixxJk
445,13,Svegliati o Sion,Comunità Shalom,,32,xplsBssBiyQ
2758,13,Grida nuova umanità,Coro Tendopoli S. Gabriele,,32,jV9ZX8Edr0E
2226,13,"Alleluia, Cristo è risorto",Paolo Auricchio,Alleluia è risorto,"21,31,32,5",7FcHTjMfhcY
2367,13,Volto dell'Uomo,Domenico Machetta,,"28,31,4",4YVuuIiZZDk
292,13,Luce di verità,G. Becchimanzi - S. Puri - C. Giordano,,"21,6",
2407,13,Solo tu il mio Dio ,RnS - John B. Foley S. J,Sempre canterò,"21,32,10",WBCJ1c6cYCI
1929,13,A te vorrei dire,Gen Rosso,La vita di ogni cosa,32,Xna5fGSXtAQ
2764,13,Giovani Orizzonti,Ivo Valoppi,C'è da non crederci,53,caP9rPCIk20
2239,13,Amore abbandonato,Gen Verde,Il Mistero Pasquale,"31,4",HWq2ajrE2hY
224,13,Il canto dell’amore,Federico Russo,,"31,20",Vz2OZMG19V4
1828,13,Tu mi conosci,,,31,
1908,13,Luce,Reale,,"31,32,3,10,20",
2458,13,Destinati all'eternità,RnS (F.G.Pesare - De Luca),,10,zpQ3MwAJYKY
237,13,Il Signore è vicino,---,,"2,9,17",jxOfyC2XOOg
1892,13,Signora della pace,Paolo Spoladore,Così,"30,32,7",l-z4s3MwF54
2435,13,"Sei pura, sei pia",S. Alfonso M. De Liguori - Perosi,Le canzoncine spirituali di S. Alfonso,"32,7",B6jc0lDZ-G0
1888,13,"Inno della Divina Misericordia (Gesù, confido in Te)",Padre Carlo Colafranceschi,,"21,28,32,5,9,10",NbCILKYESOA
2238,13,"Alleluia, rendete grazie",Gen Verde,Il Mistero Pasquale,"24,5",iMz4aIR7rAc
2370,13,Il Magnificat,Gen Verde,Gratitudine,"32,7",bjd5OCuf9vY
2392,13,Il cantico dei doni,Fra Giuseppe Di Fatta,Viva immagine di Te,"26,54",GHlQpNE3zL4
2254,13,Grande è la Tua bontà ,RnS,,"31,14",4MeXA2ocsn0
2375,13,Ave Maria splendore e bellezza,Negrini-Frigerio,,"32,7",dIBWh6i-7aU
2679,13,Prodigio d'amore,RnS - Dante Balbo,Luce,"31,9",tgJn1qioiuw
222,13,I Tuoi passi,padre daniele ,,16,nuXAjKJo_A4
2420,13,Rimani con noi ,Michele Bonfitto,,"31,32",7A6309X6oD8
2293,13,Se tu mi ami Simone,Marco Frisina,Signore è il Suo nome,31,c3QYTBkofvs
2589,13,Come un faro nel buio,"F.Venturini. G.Bedocchi, A.Mazzanti",,14,A--7TeXOkSo
201,13,Frutto della nostra terra,Francesco Buttazzo,,26,hF9namOkLoE
2015,13,Chiesa di Dio,Costa - Villeneuve,,"21,4,10,14,20",gE2gfXPhpkU
359,13,Perchè Tu sei con me,Gen Verde,,"24,14",Ja9I81E1NLQ
2251,13,"Alleluia, Cristo e' risorto",Jean Luc Moens,,25,5mMChz-hIUU
2530,13,La vera gioia,Marco Frisina,Non di solo pane,"21,28,31,3,9,15,20,52",034LnZ8eMuk
2487,13,Pane e vino ti offriamo,M. Palmitessa,Ora sei con noi,26,-h27hWgNfto
2344,13,Trisaghion,Marco Frisina,Tu sei bellezza,31,cvmONd6ZH0s
2077,13,Giullare dei campi,P. Pignatelli,,"32,10,15",dQFU4Ynaioo
