id_canti,similarity,mean_similarity,deviation,id_liturgia,manually_selected,note,titolo,autore,raccolta,momento,link_youtube,score_similarity,score_deviation,score,score_selection
2224,9.79,19.17,-9.380000000000003,,,,Partirò,Padre Daniele Badiali,,"32,10,12,16,53",bEcAxlniZXw,0.33860040511727074,-0.8135299219427583,-0.47492951682548756,
2149,12.68,23.22,-10.54,,,,Getsemani,Daniele Ricci,,4,rrbzYpn0C_o,0.43855496801705757,-0.9141370338248048,-0.47558206580774726,
2044,9.05,18.15,-9.099999999999998,,,,Davanti a te Gesu',Servi di Cristo vivo,,"28,31,9,10",,0.3130065031982943,-0.7892454466608845,-0.47623894346259016,
126,7.99,16.7,-8.709999999999999,,,,Chi ci separerà,Marco Frisina,,"21,31,17",kG0CbU5rvrs,0.2763449680170576,-0.7554206418039896,-0.479075673786932,
2412,11.19,21.18,-9.99,,,,"Ave, piena di grazia",Francesco Buttazzo,Gloria all'Emmanuele AAVV,7,Zzc5KZ-8Iec,0.3870213006396589,-0.8664353859496965,-0.4794140853100376,
1427,10.76,20.58,-9.819999999999999,,,,Camminiamo sulla strada,---,,21,P9rOs2n76Bk,0.3721491684434969,-0.8516912402428447,-0.4795420717993478,
2228,15.29,26.92,-11.630000000000003,,,,Magnifica il Signore anima mia,Guglielmo Amedei,,"32,2,7,14",OPPK39U_Ev4,0.5288253518123667,-1.0086730268863837,-0.47984767507401704,
2385,12.8,23.44,-10.64,,,,Sempre canterò,RnS,Sempre canterò,"21,32",-kVhOU4GERs,0.4427053304904052,-0.9228100607111883,-0.4801047302207831,
154,6.99,15.32,-8.33,,,,Davanti al Re,RnS,Davanti al Re,3,aki9qAeylMU,0.24175861407249466,-0.7224631396357329,-0.4807045255632383,
1813,11.42,21.53,-10.110000000000001,,,,Vivi della sua pace,F. Baggio; G. Beltrami,,"30,32",tZUa6rV5lLw,0.39497616204690833,-0.8768430182133566,-0.4818668561664483,
2262,10.56,20.33,-9.769999999999998,,,,Maria speranza nostra,Matteo Zambuto,Maria speranza nostra,32,BCh3xGkWRZ0,0.3652318976545842,-0.847354726799653,-0.48212282914506877,
1558,11.7,21.93,-10.23,,,,Le tue meraviglie,"Chiara Casucci, Mite Balduzzi",,31,l2vWlp37UD0,0.4046603411513858,-0.8872506504770166,-0.48259030932563074,
301,12.17,22.59,-10.42,,,,Rimani con me,Compagnia Aquero,,7,Ju8QKH3VV8k,0.42091592750533047,-0.9037294015611449,-0.48281347405581443,
2595,12.82,23.5,-10.68,,,,Ora che sei in mezzo a noi,Gianluigi Serapiglia,Davanti a Te,31,hkzeyvYMeCg,0.4433970575692964,-0.9262792714657415,-0.4828822138964451,
2133,17.01,29.38,-12.369999999999997,,,,Cantico di Anna,RnS,,17,cJXQaL644FQ,0.588313880597015,-1.07285342584562,-0.484539545248605,
2344,13.27,24.15,-10.879999999999999,,,,Trisaghion,Marco Frisina,Tu sei bellezza,31,cvmONd6ZH0s,0.4589609168443497,-0.9436253252385082,-0.4846644083941585,
450,10.88,20.81,-9.929999999999998,,,,Te lodiamo Trinità,G. Stefani,,"31,19",pS9m2X9So5I,0.37629953091684437,-0.8612315698178663,-0.48493203890102193,
2086,9.42,18.77,-9.35,,,,"La Tua Parola, Signore",Pierluigi Belotti,,"25,4",McPSOK7Yew8,0.3258034541577825,-0.810928013876843,-0.4851245597190605,
2658,9.27,18.58,-9.309999999999999,,,,È nato Dio per noi,A.Benedetti e G.Anselmi,EccoPercheCanto,3,QPMauMN_qEA,0.32061550106609804,-0.8074588031222896,-0.48684330205619153,
2317,11.27,21.38,-10.11,,,,L'uomo dei dolori,L. Scaglianti ,Un volto d'uomo,"31,4",CvgtFhV1Kdw,0.3897882089552239,-0.8768430182133564,-0.4870548092581325,
2356,5.99,14.01,-8.02,,,,Passa questo mondo,Domenico Machetta,,32,rg6U7jMTkg0,0.20717226012793177,-0.6955767562879445,-0.4884044961600127,
1785,8.29,17.23,-8.940000000000001,,,,Pane di vita,F.Marranzino-F.G.Pesare,,31,XRm86zkOCL8,0.2867208742004264,-0.7753686036426715,-0.48864772944224505,
2158,8.2,17.12,-8.920000000000002,,,,Alleluia è tempo della gioia,Daniele Ricci,Maranatha vieni Signore,"25,2",OtcQFYG1yKg,0.2836081023454158,-0.7736339982653948,-0.490025895919979,
2040,5.93,13.95,-8.02,,,,Con tutto il cuor,Servi di Cristo vivo,,"28,31,9,12",,0.205097078891258,-0.6955767562879445,-0.49047967739668646,
1800,15.06,26.74,-11.679999999999998,,,,Ti ringrazio mio Signore,Pierangelo Sequeri,Qui dove Tu ci chiami,"31,32,52",6YsclSgpECA,0.5208704904051173,-1.013009540329575,-0.49213904992445756,
185,14.96,26.62,-11.66,,,,Eccomi,Marco Frisina ,Non temere,"21,24,10,13,17,20",Gg_CRwPwog4,0.517411855010661,-1.0112749349522985,-0.4938630799416375,
1779,11.74,22.13,-10.389999999999999,,,,Cuore puro,SDV worship,,31,KJ1OGOLfFy8,0.40604379530916845,-0.9011274934952298,-0.49508369818606135,
2072,14.13,25.48,-11.35,,,,Benedite e acclamate,A. Casale,,"21,15",QH1LLGOkr6M,0.48870518123667384,-0.98438855160451,-0.49568337036783616,
2061,4.83,12.48,-7.65,,,,Stabat Mater,Marco Frisina,,"22,31,4,5,7",NSN3U6_-Ipw,0.16705208955223882,-0.6634865568083261,-0.4964344672560873,
2541,11.09,21.24,-10.149999999999999,,,,Lascia che il tuo fiume,Renata Tosi & David Brian,,"21,14",q2_wzwZB_NM,0.38356266524520255,-0.8803122289679097,-0.4967495637227072,
2786,12.98,23.91,-10.93,,,,Muovi le montagne,RnS,Parla al mio Cuore,21,3lQeWQFdhWA,0.44893087420042643,-0.9479618386816999,-0.4990309644812735,
227,12.41,23.12,-10.71,,,,Il figliol prodigo,Vittorio Nadalin,,"21,17",c3oRLXMQXE0,0.42921665245202567,-0.9288811795316567,-0.49966452707963105,
184,16.82,29.3,-12.48,,,,Ecco la serva del Signore (v2),Marco Frisina,,"7,17",eakmIDhzNyc,0.581742473347548,-1.082393755420642,-0.500651282073094,
2519,5.51,13.48,-7.970000000000001,,,,Ecco il legno,Marco Frisina,Cristo è nostra Pasqua,4,d0Kld4SuUJc,0.1905708102345416,-0.6912402428447529,-0.5006694326102114,
181,14.26,25.72,-11.459999999999999,,,,Ecco il nostro si,Emanuele Fossi,,7,YQJyeqErUAo,0.493201407249467,-0.9939288811795316,-0.5007274739300647,
2259,12.2,22.84,-10.64,,,,Benedici il Signore anima mia,A. Napolitano,,31,YBM6FSXavKE,0.4219535181236673,-0.9228100607111883,-0.500856542587521,
2643,13.4,24.52,-11.12,,,,Gloria al Signore che salva ,RnS - D. De Santis - F. Frigiola,Voglio vedere il tuo volto,14,dIEgB-sv6nQ,0.4634571428571429,-0.9644405897658282,-0.5009834469086853,
2243,9.09,18.5,-9.41,,,,Alleluia Gv 13,Daniele Esposito,,25,nixPt6AeAT4,0.3143899573560768,-0.8161318300086731,-0.5017418726525963,
1857,10.79,20.88,-10.09,,,,Santo,Marco Frisina,Salvatore del mondo,27,OOxw854Alpc,0.3731867590618337,-0.8751084128360799,-0.5019216537742461,
2322,5.67,13.72,-8.05,,,,Lodate il Signore dai Cieli,Marco Frisina,Benedici il Signore,25,dxYvkPpwXS8,0.19610462686567162,-0.6981786643538596,-0.5020740374881879,
276,11.31,21.62,-10.31,,,,"La Sua, la nostra Messa",Gen Rosso,Noi veniamo a te,26,j8M9c3-XfOU,0.3911716631130064,-0.8941890719861233,-0.503017408873117,
2795,12.43,23.19,-10.760000000000002,,,,Come il Pellicano,Gen Verde,,10,2fab8odvGsE,0.4299083795309169,-0.9332176929748484,-0.5033093134439315,
1556,10.42,20.38,-9.959999999999999,,,,Insieme è forte,Paolo Spoladore,,"21,32",,0.3603898081023454,-0.8638334778837814,-0.503443669781436,
233,12.47,23.25,-10.78,,,,Il Regno di Dio,Marco Frisina,,"31,17",8HuNeAcsz1A,0.43129183368869944,-0.9349522983521249,-0.5036604646634255,
2579,4.81,12.54,-7.7299999999999995,,,,Voglio darti il mio cuor,Comunità Cenacolo,Dio dell'amore,"14,15",ImJ8_w59iq0,0.16636036247334757,-0.6704249783174328,-0.5040646158440851,
47,13.51,24.71,-11.200000000000001,,,,Amare questa vita,G. Meregalli,,"21,20",tUE-GpZ4RmM,0.4672616417910448,-0.9713790112749351,-0.5041173694838903,
1654,13.65,24.91,-11.26,,,,Come unico Pane,Rossi,,26,v8AtqY1KH7E,0.47210373134328365,-0.9765828274067649,-0.5044790960634813,
1355,12.85,23.8,-10.950000000000001,,,,Io dico il mio sì - Marco Guadin,Marco Guadin - Nuovi Orizzonti,,"21,26",X_VKYWaw694,0.4444346481876333,-0.9496964440589767,-0.5052617958713435,
2601,7.15,15.84,-8.69,,,,Un canto il cuor,Stuart K. Hine,,"21,9,14,52",SMXCMX-F4bw,0.24729243070362478,-0.753686036426713,-0.5063936057230882,
1682,8.03,17.09,-9.06,,,,Benedetto sei Tu,Gen Verde,,26,IyXjms-qnHg,0.27772842217484006,-0.7857762359063314,-0.5080478137314913,
24,12.54,23.4,-10.86,,,,Alleluia di Natale,---,,"25,3",dFNb6gJu8yk,0.43371287846481876,-0.9418907198612315,-0.5081778413964128,
141,8.68,18.01,-9.330000000000002,,,,Con il mio canto,Pierangelo Sequeri ,E mi sorprende,32,2Y8Di7zVS8w,0.30020955223880597,-0.8091934084995666,-0.5089838562607606,
1947,12.29,23.07,-10.780000000000001,,,,Aprite le porte,Comunità Cenacolo,,10,q5YMlM3q0Hc,0.425066289978678,-0.934952298352125,-0.509886008373447,
483,13.06,24.15,-11.089999999999998,,,,Vieni al Signor,Matteo Calisi Da Tradizionale Ebraico,,"21,24,31,4,14",iDWgszB1njo,0.45169778251599146,-0.9618386816999132,-0.5101408991839217,
2466,10.85,21.06,-10.209999999999999,,,,Alleluia,Domenico Machetta,"Sei con noi, uno di noi",25,e1k8EqfBzns,0.37526194029850746,-0.8855160450997398,-0.5102541048012323,
447,18.76,32.13,-13.370000000000001,,,,Symbolum ‘80 (Ma la tua Parola),Pierangelo Sequeri,Ma la tua Parola,"31,2,17,19",pSMZAXrvT4A,0.64884,-1.1595836947094538,-0.5107436947094538,
2451,10.23,20.23,-10.0,,,,Ballata per Maria ,Roberto Bignoli,Una voce per la speranza,"7,10",bt7jWPZHKdA,0.35381840085287847,-0.8673026886383348,-0.5134842877854564,
2311,7.73,16.74,-9.009999999999998,,,,La vera vite,Marco Frisina,Pane di vita nuova,26,yvy-9GH-7ZU,0.26735251599147125,-0.7814397224631395,-0.5140872064716683,
167,12.14,22.92,-10.780000000000001,,,,E' bello,Gen Rosso,Noi veniamo a te,32,gspMhX9hrKI,0.41987833688699366,-0.934952298352125,-0.5150739614651314,
1820,10.77,21.05,-10.280000000000001,,,,Alleluia - La tua parola,D. Machetta,Sei con noi uno di noi,25,e1k8EqfBzns,0.3724950319829425,-0.8915871639202083,-0.5190921319372659,
2568,10.15,20.21,-10.06,,,,Il Signore in eterno ,,,"26,10,13",6hdC4PqQId0,0.3510514925373135,-0.8725065047701649,-0.5214550122328514,
1622,10.42,20.6,-10.180000000000001,,,,Saldo è il mio cuore,Marco Frisina,,31,cG_-iab1xcI,0.3603898081023454,-0.8829141370338249,-0.5225243289314796,
291,5.75,14.07,-8.32,,,,Lodi di Dio altissimo,---,,"31,14",p4he2yrMMiY,0.19887153518123668,-0.7215958369470946,-0.5227243017658579,
2062,9.09,18.75,-9.66,,,,Canoni - Il Signore è la mia forza,Taizè,,"31,32,4,9,11,18",xyd9gSAKYXU,0.3143899573560768,-0.8378143972246315,-0.5234244398685547,
152,11.73,22.45,-10.719999999999999,,,,Davanti a questo amore,RnS - Conte/De Luca,,"31,4,5,13",hlTny87LIq8,0.4056979317697228,-0.9297484822202948,-0.524050550450572,
2181,15.27,27.41,-12.14,,,,Gloria,Benedetti/Anselmi,,"23,3,5,6,10,14,15,52",WJKpNY7MmTw,0.5281336247334756,-1.0529054640069386,-0.524771839273463,
2014,11.18,21.69,-10.510000000000002,,,,"Maria, Maria (Piccola fanciulla)",N.C.,,"32,7,9,14",,0.38667543710021324,-0.9115351257588901,-0.5248596886586768,
2143,12.18,23.09,-10.91,,,,E' un giorno di festa,Francesco Cioffi,,"21,32",ImhS_ZTMYsM,0.4212617910447762,-0.9462272333044233,-0.524965442259647,
2727,15.5,27.75,-12.25,,,,La legge del Signore,Movimento Eucaristico Giovanile,Sulla strada per Emmaus,31,8AeCC4Dl3Bk,0.5360884861407249,-1.0624457935819602,-0.5263573074412353,
2227,14.4,26.22,-11.819999999999999,,,,Il dono del saio,Cionfoli,,"22,28,31,4,9,10,11,12,14,16,20,52",xTjf4BI-AbA,0.4980434968017059,-1.0251517779705117,-0.5271082811688058,
2401,10.95,21.4,-10.45,,,,Benedictus ,RnS - S. Martinez,Shalom,"21,24,31,32,2,3",eQDSesAoy40,0.3787205756929637,-0.9063313096270599,-0.5276107339340962,
2392,10.95,21.4,-10.45,,,,Il cantico dei doni,Fra Giuseppe Di Fatta,Viva immagine di Te,"26,54",GHlQpNE3zL4,0.3787205756929637,-0.9063313096270599,-0.5276107339340962,
1665,9.56,19.46,-9.9,,,,Il nostro cuore offriamo a te,RnS,,26,DJhhcQ5LGWY,0.3306455437100213,-0.8586296617519515,-0.5279841180419302,
2160,9.56,19.46,-9.9,,,,Il nostro cuore offriamo a te (completo),RnS,,"26,2,5",DJhhcQ5LGWY,0.3306455437100213,-0.8586296617519515,-0.5279841180419302,
1702,7.19,16.15,-8.959999999999997,,,,Questo è il mio corpo,Janet Lunt,,31,1oU-F5CMais,0.2486758848614073,-0.7771032090199478,-0.5284273241585404,
1777,18.46,31.92,-13.46,,,,E' il Signore e dà la vita,Comunità Gesù Risorto,,"32,14",ovf-n3ScJ_8,0.6384640938166312,-1.1673894189071987,-0.5289253250905676,
2155,18.68,32.23,-13.549999999999997,,,,Isaia 62,Silvia Gardi,,"21,31,32,15,20",amu-_m4wRKM,0.646073091684435,-1.1751951431049434,-0.5291220514205084,
240,15.0,27.09,-12.09,,,,In comunione,Stefano Pianori,,31,EMH4PDL-Y5k,0.5187953091684435,-1.0485689505637468,-0.5297736413953033,
10,10.54,20.86,-10.32,,,,Adesso è la pienezza,Daniele Ricci,,"21,3",vyDRdLmJsPI,0.364540170575693,-0.8950563746747615,-0.5305162040990685,
129,17.61,30.75,-13.14,,,,Cieli e terra nuova,Mario Piatti,,"32,2,13",efDuuaWXpSE,0.6090656929637527,-1.139635732870772,-0.5305700399070193,
2538,8.83,18.47,-9.639999999999999,,,,Io Ti adoro (Versione italiana),Hillsong,,14,j-0YLmZuNkA,0.3053975053304904,-0.8360797918473547,-0.5306822865168643,
1883,15.21,27.4,-12.189999999999998,,,,Il canto del mare,Marco Frisina,,"24,5",,0.5260584434968018,-1.05724197745013,-0.5311835339533283,
1787,7.66,16.84,-9.18,,,,Perchè la vostra gioia sia piena,I. Valoppi,,"32,15",YEY4De0bC94,0.2649314712153519,-0.7961838681699913,-0.5312523969546394,
1545,8.8,18.46,-9.66,,,,Acclamate al Signore,RnS (Pasquale Rinaldi),Gerico,"21,31",KYFjP2jCGK4,0.30435991471215357,-0.8378143972246315,-0.5334544825124778,
221,16.96,29.88,-12.919999999999998,,,,I cieli narrano,Marco Frisina,,"21,24,31,14",34tjGV7_rxQ,0.5865845628997869,-1.1205550737207284,-0.5339705108209415,
1913,9.62,19.62,-10.000000000000002,,,,Tornerà il Signor,J. Brunderschaft,,31,7lO3c_jKgR4,0.33272072494669513,-0.8673026886383349,-0.5345819636916398,
1615,14.88,26.98,-12.1,,,,Stella del mare,Comunità Gesù risorto,,7,a1a3MVoW8sY,0.514644946695096,-1.049436253252385,-0.5347913065572891,
2114,7.18,16.22,-9.04,,,,"Arrivederci a te, amico Gesù",Antonioli - Giorgi,,32,hPtHOhmfRdg,0.24833002132196164,-0.7840416305290546,-0.535711609207093,
1726,11.25,21.92,-10.670000000000002,,,,Prepariamo la via al Signore,Francesco Buttazzo,"Maranathà, vieni Signore","21,2",pPkha6utNBU,0.3890964818763326,-0.9254119687771034,-0.5363154869007708,
2329,13.06,24.47,-11.409999999999998,,,,Non cercate tra i morti,Francesco Buttazzo,,5,l8yu6iXJfXM,0.45169778251599146,-0.9895923677363399,-0.5378945852203484,
7,16.91,29.87,-12.96,,,,Accoglimi,Pierangelo Sequeri ,In cerca d'autore,"4,11,18",M5FBVpkUsWc,0.5848552452025587,-1.124024284475282,-0.5391690392727232,
1562,15.92,28.49,-12.569999999999999,,,,Come il cervo va all'acqua viva,"Bob Hurd, Marco Deflorian",,31,-VdUBfZfWFY,0.5506147547974414,-1.0901994796183867,-0.5395847248209453,
1559,15.92,28.49,-12.569999999999999,,,,Come il cervo va all'acqua viva (semplificata),"Bob Hurd, Marco Deflorian",,31,-VdUBfZfWFY,0.5506147547974414,-1.0901994796183867,-0.5395847248209453,
2639,6.65,15.53,-8.879999999999999,,,,Anche tu vedrai,Marcello Giombini,Salmi per il nostro tempo,21,ONgEcVogn-E,0.22999925373134333,-0.7701647875108413,-0.5401655337794979,
83,6.81,15.76,-8.95,,,,Benedici o Signore,Gen Rosso,,26,dM2Wyjj4k3Y,0.23553307036247334,-0.7762359063313096,-0.5407028359688362,
1467,13.8,25.54,-11.739999999999998,,,,Non più due (Buttazzo),Buttazzo,,31,PpuOL1WRI3M,0.47729168443496806,-1.0182133564614049,-0.5409216720264368,
2709,15.83,28.38,-12.549999999999999,,,,È il momento di ringraziarti,"M. Fornaro, B. Carretta","AA.VV., Oggi risorge","32,52",hqNuQJ8qN9c,0.5475019829424307,-1.08846487424111,-0.5409628912986794,
2408,10.64,21.13,-10.489999999999998,,,,Absorbeat,S. Francesco d'Assisi,,"31,54",,0.3679988059701493,-0.9098005203816131,-0.5418017144114637,
2248,20.44,34.88,-14.440000000000001,,,,Ascolta oggi ,Silverio Fioravanti,,21,,0.7069450746268657,-1.2523850823937557,-0.54544000776689,
1740,10.35,20.8,-10.450000000000001,,,,Sei luce splendida,Daniele Semprini,,"21,3",pFSs5WNKo9Y,0.357968763326226,-0.90633130962706,-0.5483625463008339,
1929,12.03,23.15,-11.12,,,,A te vorrei dire,Gen Rosso,La vita di ogni cosa,32,Xna5fGSXtAQ,0.41607383795309166,-0.9644405897658282,-0.5483667518127366,
2360,12.5,23.81,-11.309999999999999,,,,Il Signore ci ha salvato,Roncari-Capello-Rossi,,"21,32,4,5,10",ambiloyj3bw,0.4323294243070363,-0.9809193408499566,-0.5485899165429202,
1859,13.8,25.63,-11.829999999999998,,,,Albero di vita,A. M. Galliano - R. Faruggio,,"21,4",UFM0UBncxcc,0.47729168443496806,-1.02601908065915,-0.548727396224182,
2230,13.1,24.66,-11.56,,,,Vieni con me,Giosy Cento,,"21,32,10,15,20",MWWqRbyq3t0,0.453081236673774,-1.0026019080659152,-0.5495206713921412,
1618,13.95,25.86,-11.91,,,,L'acqua della salvezza,A.Roncari - L.Capello,,31,lR9ZoB022o0,0.48247963752665235,-1.0329575021682569,-0.5504778646416045,
2461,11.88,22.97,-11.089999999999998,,,,Benedici il Signore anima mia,RnS - A. Napolitano,Grazie,"21,24,31,4,9,52",YBM6FSXavKE,0.4108858848614073,-0.9618386816999132,-0.5509527968385058,
1708,12.05,23.21,-11.16,,,,Betlemme di Efrata,Pasquale Dargenio,,"31,2,3",yxxhELRAtOk,0.41676556503198303,-0.9679098005203817,-0.5511442354883986,
117,16.24,29.12,-12.880000000000003,,,,Cantiamo Te,Gragnani,,"21,14,19",RN5HIkTbvzU,0.5616823880597015,-1.1170858629661755,-0.555403474906474,
1610,10.72,21.4,-10.679999999999998,,,,Il Signore ha messo un seme,Claudio Chieffo,,21,WhS7JTmSr9I,0.37076571428571437,-0.9262792714657414,-0.555513557180027,
2790,10.72,21.4,-10.679999999999998,,,,Il seme,Claudio Chieffo,I cieli,"10,12,16,17",AFWGU_Jg25E,0.37076571428571437,-0.9262792714657414,-0.555513557180027,
1672,13.87,25.83,-11.959999999999999,,,,"Il tuo Corpo, il tuo Sangue",Luciana Leone - Salvatore Martinez,,31,MBlHzbDY6Qo,0.47971272921108743,-1.0372940156114483,-0.5575812864003609,
2416,16.72,29.82,-13.100000000000001,,,,Arderanno sempre i nostri cuori,Paolo Auricchio,Alleluia è risorto,"31,5",kHB6N9sCQcI,0.5782838379530917,-1.1361665221162187,-0.557882684163127,
1663,9.44,19.65,-10.209999999999999,,,,Ti dono il mio cuore Gesù,Figli del divino amore,,"26,9",c9axeY5W97s,0.32649518123667376,-0.8855160450997398,-0.559020863863066,
2223,13.09,24.76,-11.670000000000002,,,,Un raggio splenderà,Padre Daniele Badiali,,"32,10,12,16,53",BBJZz11_clY,0.4527353731343283,-1.0121422376409368,-0.5594068645066085,
1480,14.51,26.75,-12.24,,,,Il canto del mare,Marco Frisina,,"21,32",ikUhuknKHYA,0.5018479957356077,-1.061578490893322,-0.5597304951577142,
2000,5.76,14.56,-8.8,,,,O Croce Fedele ,Marco Frisina,,"31,4,5,9",YTpGbFpxjxg,0.1992173987206823,-0.7632263660017347,-0.5640089672810523,
1627,18.64,32.59,-13.950000000000003,,,,Giorno di Pentecoste,Giosy Cento,,6,op08cAePvIk,0.6446896375266525,-1.2098872506504774,-0.5651976131238249,
452,16.92,30.19,-13.27,,,,Testimoni dell’amore,Francesco Buttazzo,,"5,16",uGwq9KukGGk,0.5852011087420044,-1.1509106678230703,-0.5657095590810659,
235,6.78,16.02,-9.239999999999998,,,,Il Signore è la Luce,Marcello Giombini,,31,rdQD6Td2aro,0.23449547974413645,-0.8013876843018213,-0.5668922045576849,
176,9.96,20.47,-10.509999999999998,,,,E' Natale,Castellacci - Biagioli - Paulicelli,,3,APbW-zAelxo,0.3444800852878465,-0.9115351257588897,-0.5670550404710433,
1669,14.49,26.81,-12.319999999999999,,,,Io vengo a Te,RnS - Pietro Ferrante,Il deserto canta,"21,31,9",F0lNje7wt8A,0.5011562686567165,-1.0685169124024283,-0.5673606437457118,
467,4.79,13.29,-8.5,,,,Lodi all'altissimo (Tu sei Santo),Marco Frisina,,31,yfC285eSiXU,0.1656686353944563,-0.7372072853425846,-0.5715386499481283,
257,9.78,20.27,-10.49,,,,Io vedo il Re,RnS,,"21,31",7QfRRvqMpA0,0.33825454157782514,-0.9098005203816133,-0.5715459788037882,
1937,9.23,19.51,-10.280000000000001,,,,Rallegratevi,Marco Frisina,Salvatore del mondo,5,BafSx44d5Yk,0.3192320469083156,-0.8915871639202083,-0.5723551170118928,
1455,8.81,18.93,-10.12,,,,Questa è la mia fede,Daniele Branca,,"21,32",gUr63N1JtdE,0.3047057782515991,-0.8777103209019947,-0.5730045426503956,
2469,12.86,24.62,-11.760000000000002,,,,Il Tuo amore è grande,RnS,Venti dello Spirito,"31,9",jJrggKrvBXw,0.4447805117270789,-1.019947961838682,-0.5751674501116031,
1551,10.68,21.61,-10.93,,,,Cantiamo con gioia,F.G.Pesare,,21,xtihi872yiw,0.36938226012793174,-0.9479618386816999,-0.5785795785537682,
500,14.85,27.45,-12.6,,,,Pane di vita nuova,Marco Frisina,,31,2TjvpY5dqTU,0.5136073560767591,-1.092801387684302,-0.5791940316075428,
1713,19.55,34.03,-14.48,,,,"Ti ringrazio, o mio Signore",C. Gabarain,,"32,52",v5ewwgxAuA4,0.6761632196162048,-1.2558542931483088,-0.5796910735321039,
1681,10.33,21.16,-10.83,,,,Gesù mio buon pastore,RnS,,21,zo_SekAs5ZY,0.35727703624733476,-0.9392888117953166,-0.5820117755479819,
2511,8.02,17.93,-9.91,,,,Dio farà un via ,Corrado Salmè,Infuocati per Dio,31,zMbtDfqxmPY,0.27738255863539446,-0.8594969644405899,-0.5821144058051955,
2278,12.93,24.8,-11.870000000000001,,,,Manda il Tuo Spirito Signore,Francesco Buttazzo ,Vieni soffio di Dio,"21,24,6",BVCT3wQe_JI,0.44720155650319826,-1.0294882914137036,-0.5822867349105053,
57,10.14,20.9,-10.759999999999998,,,,"Antica, eterna danza",Gen Verde,,26,kGXy6SBVEVg,0.35070562899786784,-0.9332176929748481,-0.5825120639769803,
394,7.86,17.72,-9.86,,,,Santa Maria del cammino,Renato D’andrea - Juan Antonio Espinosa,,"32,7",EyIpjjhjyII,0.27184874200426445,-0.8551604509973981,-0.5833117089931337,
370,14.42,26.9,-12.479999999999999,,,,Quale gioia,Matteo Calisi - John Bagniewski,,"21,24,32,13",oMlN3Yttg44,0.498735223880597,-1.0823937554206418,-0.5836585315400448,
1894,15.13,27.91,-12.78,,,,"Rendo grazie al tuo nome, Signore",Ciardella P.,,32,,0.5232915351812367,-1.1084128360797918,-0.5851213008985551,
2797,11.45,22.79,-11.34,,,,The blessing,Kari Jobe,,"32,10,14,15",_51tRxWllME,0.39601375266524513,-0.9835212489158717,-0.5875074962506266,
451,9.16,19.6,-10.440000000000001,,,,"Te, al centro del mio cuore",Gen Verde,E' bello lodarti,31,QEOyKmMbb_0,0.3168110021321962,-0.9054640069384217,-0.5886530048062255,
130,6.45,15.81,-9.36,,,,Col Tuo amor,RnS,Dio della mia lode,"32,9,11",MFDDZdmpDq8,0.2230819829424307,-0.8117953165654813,-0.5887133336230506,
2592,12.36,24.09,-11.73,,,,La casa sulla Roccia,Gen Rosso,La vita di ogni cosa,"21,31",yj9TtmyjmaE,0.42748733475479744,-1.0173460537727668,-0.5898587190179694,
2125,14.05,26.46,-12.41,,,,"Del tuo Spirito, Signore",Gen Rosso,,"24,6,14",0-WMVDh_cg0,0.48593827292110886,-1.0763226366001735,-0.5903843636790647,
2104,14.23,26.76,-12.530000000000001,,,,Luce per noi,Oratorio Salesiano di Arese,,53,FShjTcWMuRY,0.49216381663113007,-1.0867302688638336,-0.5945664522327035,
1816,10.89,22.11,-11.219999999999999,,,,Figlia di Sion,V. Nadalin,,"21,15,20",M1Gd8azVT10,0.37664539445629,-0.9731136166522116,-0.5964682221959217,
1950,6.49,15.96,-9.47,,,,Venite a me,L. Mariano,,"31,2,4,20",wEvLT3HnkTo,0.22446543710021322,-0.8213356461405031,-0.59687020904029,
2233,8.06,18.16,-10.1,,,,Cosa renderti,,,10,,0.278766012793177,-0.8759757155247181,-0.5972097027315411,
2717,12.77,24.75,-11.98,,,,In quei giorni,L. Scaglianti,Andiamo a Betlemme...,"21,3",UDKAkQJKMos,0.44166773987206825,-1.0390286209887252,-0.5973608811166569,
480,12.42,24.27,-11.85,,,,Vi amo così,M. Brusati - M. Versaci,,"31,32",QErFrdcT4RA,0.4295625159914712,-1.0277536860364267,-0.5981911700449555,
1794,8.38,18.64,-10.26,,,,Sei Dio,Gen Rosso,Dove Tu sei,"9,10,14",0D6F8fDunZw,0.2898336460554371,-0.8898525585429315,-0.6000189124874944,
1749,10.79,22.02,-11.23,,,,Che siano una sola cosa,R. Grotti,,"31,4,15",P0sVkGfGBg4,0.3731867590618337,-0.9739809193408501,-0.6007941602790163,
1771,13.69,26.08,-12.389999999999999,,,,La vita che nasce,F. Baggio,,"21,32,3,8,10",TLgJ_V2Z1iA,0.4734871855010661,-1.0745880312228968,-0.6011008457218308,
252,9.69,20.49,-10.799999999999999,,,,Io loderò il Signore,Matteo Calisi,,21,,0.3351417697228145,-0.9366869037294016,-0.601545134006587,
1851,12.24,24.07,-11.83,,,,Il mistero,Bracchi/Sicari,,"31,2,4,7,9,10,11,12,13,14,15,16,20",vQ9TjxVk1qQ,0.4233369722814499,-1.02601908065915,-0.6026821083777001,
1578,13.54,25.89,-12.350000000000001,,,,Gioisci figlia di Sion,RnS,,"32,2,3,7",jbtR7ylZqI0,0.46829923240938165,-1.0711188204683437,-0.6028195880589621,
