id_liturgia,riferimento,id_canti,vector_similarity
C21-B,versetto,2140,0.3232150448203724
C21-B,versetto,2095,0.3214898658221125
C21-B,versetto,101,0.3089367316323563
C21-B,versetto,2123,0.3054344149868083
C21-B,vangelo,2825,0.7075544002483088
C21-B,vangelo,2714,0.5914214064466918
C21-B,vangelo,1814,0.5310035303236299
C21-B,vangelo,2439,0.530859117812079
C21-B,vangelo,200,0.5226145617603852
C21-B,vangelo,2861,0.522574328502126
C21-B,vangelo,499,0.5071320856439313
C21-B,vangelo,2974,0.4989203153464474
C21-B,vangelo,1762,0.4973188820212392
C21-B,vangelo,1765,0.4957596930882554
C22-B,liturgia,1566,0.8314959966841551
C22-B,liturgia,2370,0.7922989301025645
C22-B,liturgia,2333,0.7884838678076307
C22-B,liturgia,266,0.7861316866662232
C22-B,liturgia,297,0.783459918030384
C22-B,liturgia,2155,0.7831588839810264
C22-B,liturgia,1597,0.7806222198223554
C22-B,liturgia,82,0.7664622879535767
C22-B,liturgia,22,0.7651509660396186
C22-B,liturgia,2544,0.7636209521117938
C22-B,prima_lettura,2317,0.7007073959996705
C22-B,prima_lettura,2333,0.6956370278580652
C22-B,prima_lettura,1566,0.6928953394445687
C22-B,prima_lettura,2301,0.687754705298591
C22-B,prima_lettura,1597,0.670338911044996
C22-B,prima_lettura,1742,0.6669989736606294
C22-B,prima_lettura,1607,0.6656112224254481
C22-B,prima_lettura,2418,0.6638839731282882
C22-B,prima_lettura,2699,0.6613181001619236
C22-B,prima_lettura,1945,0.6612154141005632
C22-B,salmo,2596,0.5815501055964274
C22-B,salmo,2142,0.5364560823157281
C22-B,salmo,100,0.5297075464394171
C22-B,salmo,2063,0.4896847232541903
C22-B,salmo,2885,0.4892729157252611
C22-B,salmo,2493,0.4892487948838948
C22-B,salmo,102,0.4869277832653764
C22-B,salmo,2140,0.4703031091213432
C22-B,salmo,2303,0.4682512884144351
C22-B,salmo,2094,0.4648963317386952
C22-B,seconda_lettura,1760,0.6519432784933121
C22-B,seconda_lettura,3022,0.6457624905584654
C22-B,seconda_lettura,2333,0.6456624553960162
C22-B,seconda_lettura,1607,0.6427880030961366
C22-B,seconda_lettura,2295,0.6415572344576053
C22-B,seconda_lettura,2616,0.6377725963525838
C22-B,seconda_lettura,2296,0.6370947721921167
C22-B,seconda_lettura,2977,0.6355168119079252
C22-B,seconda_lettura,4,0.6309418641574054
C22-B,seconda_lettura,2127,0.6302526730634166
C22-B,versetto,2024,0.5507966988894475
C22-B,versetto,102,0.4170122242622108
C22-B,versetto,2095,0.3579142670306589
C22-B,versetto,2047,0.3572670164442071
C22-B,versetto,2142,0.3426454793323965
C22-B,versetto,2074,0.3235008723739661
C22-B,versetto,1699,0.3227405330406852
C22-B,versetto,101,0.3165956468803139
C22-B,versetto,2123,0.3055950916026848
C22-B,versetto,2897,0.3031790870760997
C22-B,vangelo,2273,0.823116112950081
C22-B,vangelo,453,0.8032891681505876
C22-B,vangelo,2127,0.797418101703455
C22-B,vangelo,2603,0.7865854369163919
C22-B,vangelo,2203,0.7712081252392761
C22-B,vangelo,1595,0.769042278807544
C22-B,vangelo,2063,0.751171920621186
C22-B,vangelo,2887,0.7510348434039106
C22-B,vangelo,2598,0.7500432153407368
C22-B,vangelo,1566,0.749958189757828
C23-B,liturgia,242,0.7806048247103872
C23-B,liturgia,2473,0.7340367441768146
C23-B,liturgia,2173,0.7250893522435381
C23-B,liturgia,1740,0.70539301256582
C23-B,liturgia,1794,0.7005322098023794
C23-B,liturgia,2737,0.690008288185321
C23-B,liturgia,2780,0.6818817831177691
C23-B,liturgia,2578,0.6795898564938521
C23-B,liturgia,2723,0.6748281348726392
C23-B,liturgia,2087,0.6739655549438458
C23-B,prima_lettura,2544,0.4766879847806536
C23-B,prima_lettura,167,0.4446409524455559
C23-B,prima_lettura,1818,0.4379332013389181
C23-B,prima_lettura,2825,0.4354022491032067
C23-B,prima_lettura,2888,0.4350449907629536
C23-B,prima_lettura,2201,0.4252656534153639
C23-B,prima_lettura,2919,0.4245036925892455
C23-B,prima_lettura,217,0.4110624570670809
C23-B,prima_lettura,133,0.3957688945940779
C23-B,prima_lettura,2816,0.3901098708405643
C23-B,salmo,2596,0.5602627593482143
C23-B,salmo,2142,0.5411573130326288
C23-B,salmo,100,0.5284726938182652
C23-B,salmo,102,0.5133452344621497
C23-B,salmo,2755,0.5065493596563945
C23-B,salmo,2063,0.5048733263955669
C23-B,salmo,2140,0.497157972776047
C23-B,salmo,2885,0.4855216353616974
C23-B,salmo,2074,0.4815497175883791
C23-B,salmo,2094,0.4802694449184024
C23-B,seconda_lettura,2603,0.7135799202035534
C23-B,seconda_lettura,2127,0.7085281653479026
C23-B,seconda_lettura,2418,0.694010120409852
C23-B,seconda_lettura,61,0.6899441293984864
C23-B,seconda_lettura,350,0.6848276189180587
C23-B,seconda_lettura,276,0.6805938314409126
C23-B,seconda_lettura,1352,0.6805627077832315
C23-B,seconda_lettura,2642,0.6789832088677408
C23-B,seconda_lettura,1783,0.67505595560687
C23-B,seconda_lettura,1597,0.6740462973314112
C23-B,versetto,1638,0.63378343067803
C23-B,versetto,2273,0.5442500752412034
C23-B,versetto,2024,0.5307195773103555
C23-B,versetto,2142,0.5241452532345554
C23-B,versetto,2527,0.4811179360273795
C23-B,versetto,453,0.4344387491712677
C23-B,versetto,329,0.418698561254119
C23-B,versetto,2279,0.4169124354819284
C23-B,versetto,2897,0.415249320746376
C23-B,versetto,275,0.4078928111104194
C23-B,vangelo,2063,0.6051712854770519
C23-B,vangelo,2596,0.6005975555900247
C23-B,vangelo,3028,0.6004743603903463
C23-B,vangelo,3031,0.5936269364237342
C23-B,vangelo,2493,0.5853274864170772
C23-B,vangelo,2074,0.5773485252234244
C23-B,vangelo,1355,0.5736952002476801
C23-B,vangelo,2992,0.5693224688843155
C23-B,vangelo,2584,0.5689797175520335
C23-B,vangelo,1725,0.5680204082192605
C24-B,liturgia,1936,0.7123310866815629
C24-B,liturgia,2382,0.7076594659762455
C24-B,liturgia,2084,0.704845214908628
C24-B,liturgia,1597,0.698049780495606
C24-B,liturgia,2035,0.6773657228976341
C24-B,liturgia,2528,0.67693725470482
C24-B,liturgia,2180,0.6762680623295872
C24-B,liturgia,160,0.6759466078416954
C24-B,liturgia,1715,0.6758666713024537
C24-B,liturgia,82,0.6719438486072726
C24-B,prima_lettura,2301,0.6766186289725227
C24-B,prima_lettura,2215,0.5928831982039453
C24-B,prima_lettura,2360,0.584463249017958
C24-B,prima_lettura,2010,0.5806936377863574
C24-B,prima_lettura,2115,0.5767706393753919
C24-B,prima_lettura,2420,0.5693034256891089
C24-B,prima_lettura,2825,0.5650803250493854
C24-B,prima_lettura,326,0.5587642229317279
C24-B,prima_lettura,1618,0.5550822185862067
C24-B,prima_lettura,2529,0.5530115872408627
C24-B,salmo,2596,0.5602627593482143
C24-B,salmo,2142,0.5411573130326288
C24-B,salmo,100,0.5284726938182652
C24-B,salmo,102,0.5133452344621497
C24-B,salmo,2755,0.5065493596563945
C24-B,salmo,2063,0.5048733263955669
C24-B,salmo,2140,0.497157972776047
C24-B,salmo,2885,0.4855216353616974
C24-B,salmo,2074,0.4815497175883791
C24-B,salmo,2094,0.4802694449184024
C24-B,seconda_lettura,2273,0.7706561189996686
C24-B,seconda_lettura,2148,0.7450909974245545
C24-B,seconda_lettura,145,0.7210343760795412
C24-B,seconda_lettura,1726,0.715654653413799
C24-B,seconda_lettura,2595,0.7058408417941474
C24-B,seconda_lettura,1655,0.7046618827302175
C24-B,seconda_lettura,474,0.7015134767411205
C24-B,seconda_lettura,402,0.6991949828809673
C24-B,seconda_lettura,1604,0.6985190840953779
C24-B,seconda_lettura,2184,0.6972945738581378
C24-B,versetto,2024,0.4338197690828458
C24-B,versetto,102,0.3313687894770351
C24-B,versetto,2123,0.3195052301533967
C24-B,versetto,2095,0.2844697647032144
C24-B,versetto,1922,0.2603765508177892
C24-B,versetto,2032,0.2576189185217574
C24-B,versetto,1968,0.254972303088721
C24-B,versetto,1461,0.2533332244711455
C24-B,versetto,1829,0.2502525562769463
C24-B,versetto,2493,0.2471432780599557
C24-B,vangelo,2301,0.6523827289669468
C24-B,vangelo,2333,0.6513020893955214
C24-B,vangelo,2010,0.6202812886597419
C24-B,vangelo,1936,0.6126117278024601
C24-B,vangelo,2317,0.6007823663258159
C24-B,vangelo,326,0.6006139897017982
C24-B,vangelo,2657,0.5669706942300118
C24-B,vangelo,2616,0.5466111163320936
C24-B,vangelo,2447,0.539142333594306
C24-B,vangelo,2092,0.5148808115069284
C25-B,liturgia,2286,0.6998624888594676
C25-B,liturgia,292,0.69191433538765
C25-B,liturgia,3022,0.68528803492152
C25-B,liturgia,297,0.6763901484432718
C25-B,liturgia,2783,0.672745753530888
C25-B,liturgia,266,0.6710291565594122
C25-B,liturgia,1717,0.6702196475246069
C25-B,liturgia,1936,0.6671509437331754
C25-B,liturgia,2155,0.6572435489122703
C25-B,liturgia,2370,0.6527353690967138
C25-B,prima_lettura,1717,0.7275248613435701
C25-B,prima_lettura,2485,0.6882286881341358
C25-B,prima_lettura,1657,0.6384958827788405
C25-B,prima_lettura,2502,0.637342932406122
C25-B,prima_lettura,1814,0.6371480287242934
C25-B,prima_lettura,451,0.6353581400347698
C25-B,prima_lettura,393,0.633616037674524
C25-B,prima_lettura,2037,0.6280478712987331
C25-B,prima_lettura,470,0.6265021116015045
C25-B,prima_lettura,2411,0.623747763118321
C25-B,salmo,2596,0.5602627593482143
C25-B,salmo,2142,0.5411573130326288
C25-B,salmo,100,0.5284726938182652
C25-B,salmo,102,0.5133452344621497
C25-B,salmo,2755,0.5065493596563945
C25-B,salmo,2063,0.5048733263955669
C25-B,salmo,2140,0.497157972776047
C25-B,salmo,2885,0.4855216353616974
C25-B,salmo,2074,0.4815497175883791
C25-B,salmo,2094,0.4802694449184024
C25-B,seconda_lettura,2723,0.74230513280828
C25-B,seconda_lettura,2918,0.7198802170781977
C25-B,seconda_lettura,1556,0.7154989547476521
C25-B,seconda_lettura,1760,0.7152456379796697
C25-B,seconda_lettura,2234,0.7123683829500593
C25-B,seconda_lettura,2023,0.7099958650706772
C25-B,seconda_lettura,3,0.7096454951799857
C25-B,seconda_lettura,2623,0.7078281505864641
C25-B,seconda_lettura,2658,0.7034109916327748
C25-B,seconda_lettura,321,0.6951372327367775
C25-B,versetto,2024,0.5431671002898819
C25-B,versetto,2273,0.4270191498516087
C25-B,versetto,2596,0.4235006025710922
C25-B,versetto,102,0.408349766621955
C25-B,versetto,2074,0.4007604918162995
C25-B,versetto,2063,0.398616912613048
C25-B,versetto,2127,0.3921183390376024
C25-B,versetto,100,0.3897364057526452
C25-B,versetto,2140,0.3872252289741331
C25-B,versetto,2184,0.3826682398455515
C25-B,vangelo,2180,0.6527218218748738
C25-B,vangelo,1627,0.6518085886350169
C25-B,vangelo,2148,0.6466625017027261
C25-B,vangelo,2237,0.6216715926411387
C25-B,vangelo,1715,0.6115265460535828
C25-B,vangelo,1597,0.6109121881037237
C25-B,vangelo,2269,0.6107879845599863
C25-B,vangelo,2155,0.6097139858504134
C25-B,vangelo,1689,0.6075207998777626
C25-B,vangelo,1895,0.6041951275192285
C26-B,liturgia,1936,0.7618814585630908
C26-B,liturgia,2057,0.7253875281205308
C26-B,liturgia,2084,0.7248707869876836
C26-B,liturgia,2295,0.7230717317705175
C26-B,liturgia,2382,0.7223274303508143
C26-B,liturgia,2035,0.7211173554840384
C26-B,liturgia,1597,0.7210259417344512
C26-B,liturgia,2296,0.7109462882544126
C26-B,liturgia,2625,0.7032018685419232
C26-B,liturgia,2301,0.7025237347820091
C26-B,prima_lettura,1936,0.7497403615102567
C26-B,prima_lettura,326,0.7311633727741412
C26-B,prima_lettura,2301,0.7124120231754308
C26-B,prima_lettura,2010,0.6869041980275774
C26-B,prima_lettura,2657,0.6815784130458994
C26-B,prima_lettura,1887,0.6800297669217413
C26-B,prima_lettura,383,0.6657400807700768
C26-B,prima_lettura,293,0.6629477970160564
C26-B,prima_lettura,1630,0.6595115455941223
C26-B,prima_lettura,480,0.6537574495705061
C26-B,salmo,2596,0.6469510445474903
C26-B,salmo,2755,0.6031986593905287
C26-B,salmo,2063,0.6022011351487675
C26-B,salmo,2140,0.5698604925900385
C26-B,salmo,2452,0.5611868647731288
C26-B,salmo,410,0.552099987695102
C26-B,salmo,2493,0.5437437884455706
C26-B,salmo,2799,0.5433468970745567
C26-B,salmo,2533,0.5428297921567339
C26-B,salmo,2660,0.5414139790065285
C26-B,seconda_lettura,1742,0.6815337712436641
C26-B,seconda_lettura,1648,0.670444560923087
C26-B,seconda_lettura,2463,0.670444560923087
C26-B,seconda_lettura,1743,0.6654018011709574
C26-B,seconda_lettura,1645,0.6642621003927868
C26-B,seconda_lettura,1744,0.6603521041894183
C26-B,seconda_lettura,1632,0.6589104645250544
C26-B,seconda_lettura,1646,0.655496979868504
C26-B,seconda_lettura,2367,0.6539837768536778
C26-B,seconda_lettura,1945,0.6535169614509612
C26-B,versetto,2024,0.38449177469884
C26-B,versetto,102,0.305238930051598
C26-B,versetto,2047,0.2930886079050973
C26-B,versetto,1968,0.2752499598600693
C26-B,versetto,2273,0.2735491357226866
C26-B,versetto,2596,0.2621116540101785
C26-B,versetto,1699,0.261070259022677
C26-B,versetto,2074,0.2591667033030062
C26-B,versetto,2094,0.2467576916445457
C26-B,versetto,2061,0.2375834337171014
C26-B,vangelo,1936,0.7298035616596723
C26-B,vangelo,1887,0.7190101402999189
C26-B,vangelo,145,0.7070304956370255
C26-B,vangelo,326,0.6952323839001828
C26-B,vangelo,1913,0.6933183961116413
C26-B,vangelo,126,0.6880614248486596
C26-B,vangelo,2010,0.677962202402385
C26-B,vangelo,293,0.6761127630278521
C26-B,vangelo,2657,0.6727190056306609
C26-B,vangelo,1598,0.6725275161954413
C27-B,liturgia,82,0.7733445599452884
C27-B,liturgia,2598,0.768322572091401
C27-B,liturgia,1936,0.7572064081805757
C27-B,liturgia,2382,0.7531787858813395
C27-B,liturgia,2533,0.7406261585216182
C27-B,liturgia,2401,0.7339857303302744
C27-B,liturgia,1578,0.7314729052354921
C27-B,liturgia,2081,0.7301301321393278
C27-B,liturgia,1841,0.7301096516200076
C27-B,liturgia,2084,0.7291233588938948
C27-B,prima_lettura,2329,0.7007651912882996
C27-B,prima_lettura,1454,0.6876831481640665
C27-B,prima_lettura,326,0.6685213837071383
C27-B,prima_lettura,236,0.6675783764242499
C27-B,prima_lettura,2027,0.6569161343660364
C27-B,prima_lettura,1936,0.6546967199818361
C27-B,prima_lettura,1783,0.6528378287991918
C27-B,prima_lettura,78,0.6514101109948038
C27-B,prima_lettura,1837,0.6499454020717758
C27-B,prima_lettura,2616,0.6482710740661488
C27-B,salmo,2596,0.5602627593482143
C27-B,salmo,2142,0.5411573130326288
C27-B,salmo,100,0.5284726938182652
C27-B,salmo,102,0.5133452344621497
C27-B,salmo,2755,0.5065493596563945
C27-B,salmo,2063,0.5048733263955669
C27-B,salmo,2140,0.497157972776047
C27-B,salmo,2885,0.4855216353616974
C27-B,salmo,2074,0.4815497175883791
C27-B,salmo,2094,0.4802694449184024
C27-B,seconda_lettura,2750,0.780270724803916
C27-B,seconda_lettura,160,0.7691344184300503
C27-B,seconda_lettura,352,0.7685931607974202
C27-B,seconda_lettura,1661,0.7677739423114291
C27-B,seconda_lettura,2511,0.766643883286739
C27-B,seconda_lettura,2009,0.7659548154557981
C27-B,seconda_lettura,135,0.7575282938885757
C27-B,seconda_lettura,2594,0.7540621319119246
C27-B,seconda_lettura,329,0.7492346174935095
C27-B,seconda_lettura,2248,0.7428438909991587
C27-B,versetto,2024,0.5482393029256107
C27-B,versetto,2123,0.4906671174357045
C27-B,versetto,102,0.4548780879328116
C27-B,versetto,1922,0.4258948354282648
C27-B,versetto,2596,0.4037291737180413
C27-B,versetto,1643,0.4024458251113448
C27-B,versetto,2273,0.3981010445743451
C27-B,versetto,2094,0.3958349325210142
C27-B,versetto,101,0.3958333059717425
C27-B,versetto,100,0.3923659500959831
C27-B,vangelo,259,0.5593327654630758
C27-B,vangelo,2560,0.532735423658705
C27-B,vangelo,2519,0.5261431456224683
C27-B,vangelo,2232,0.5199331228903792
C27-B,vangelo,2193,0.5158967175774555
C27-B,vangelo,2396,0.5123408029726854
C27-B,vangelo,1681,0.5107955120405633
C27-B,vangelo,2860,0.5097221756804132
C27-B,vangelo,2888,0.5052925607886278
C27-B,vangelo,2279,0.5049600375102112
C28-B,liturgia,2269,0.6205507011616374
C28-B,liturgia,2148,0.6079442546679978
C28-B,liturgia,1597,0.6020069550111751
C28-B,liturgia,2237,0.5763431254606146
C28-B,liturgia,2578,0.5685292052750293
C28-B,liturgia,1726,0.568372987771661
C28-B,liturgia,1708,0.5600890589023759
C28-B,liturgia,2344,0.5551762789168332
C28-B,liturgia,474,0.5548461207639447
C28-B,liturgia,2717,0.5477691729681023
C28-B,prima_lettura,2269,0.6339126206649459
C28-B,prima_lettura,2148,0.6102001326972345
C28-B,prima_lettura,2344,0.5990987117907484
C28-B,prima_lettura,1726,0.5891693182144837
C28-B,prima_lettura,257,0.588292887746619
C28-B,prima_lettura,2578,0.5798301162984093
C28-B,prima_lettura,259,0.5726960404247063
C28-B,prima_lettura,2598,0.56020970710124
C28-B,prima_lettura,474,0.5587968630139749
C28-B,prima_lettura,1597,0.5569202048349594
C28-B,salmo,2533,0.6371800102346146
C28-B,salmo,2063,0.6332274468787379
C28-B,salmo,2755,0.6308664550764069
C28-B,salmo,2596,0.6207033549106057
C28-B,salmo,1578,0.6135980957738503
C28-B,salmo,2452,0.6122265899957233
C28-B,salmo,2598,0.6118728089155876
C28-B,salmo,2140,0.6105495522910274
C28-B,salmo,2660,0.607757743364315
C28-B,salmo,2381,0.6047679245565486
C28-B,seconda_lettura,2974,0.7599304704890762
C28-B,seconda_lettura,376,0.7380689092040026
C28-B,seconda_lettura,1478,0.721736070576372
C28-B,seconda_lettura,2613,0.7170905877380608
C28-B,seconda_lettura,323,0.7106732394844242
C28-B,seconda_lettura,2027,0.7052730131133494
C28-B,seconda_lettura,1412,0.7018785738242606
C28-B,seconda_lettura,1661,0.6968505402778542
C28-B,seconda_lettura,2078,0.6953705974691765
C28-B,seconda_lettura,450,0.6937117828624433
C28-B,versetto,2024,0.4461728981527934
C28-B,versetto,2123,0.4010861592907279
C28-B,versetto,101,0.3906419018613715
C28-B,versetto,102,0.3776007152115878
C28-B,versetto,1922,0.3650444397589931
C28-B,versetto,2596,0.3508812277056766
C28-B,versetto,2032,0.3304277204083109
C28-B,versetto,408,0.3299881354056644
C28-B,versetto,2624,0.3274341723507202
C28-B,versetto,2095,0.3253070737829108
C28-B,vangelo,1396,0.6489755913778739
C28-B,vangelo,201,0.6349300789185873
C28-B,vangelo,2738,0.6138670033441762
C28-B,vangelo,1933,0.5966296476271121
C28-B,vangelo,1789,0.5867826578364341
C28-B,vangelo,2311,0.5850535105790002
C28-B,vangelo,2174,0.5805140832254642
C28-B,vangelo,2102,0.5539988445331674
C28-B,vangelo,223,0.5535589180095735
C28-B,vangelo,359,0.5494550923708936
C29-B,liturgia,2035,0.7309019253198015
C29-B,liturgia,2227,0.6996473527786267
C29-B,liturgia,1924,0.6919276374209234
C29-B,liturgia,2381,0.688641004134427
C29-B,liturgia,2445,0.6852771099195643
C29-B,liturgia,266,0.6751794877364535
C29-B,liturgia,1890,0.673548433427095
C29-B,liturgia,3012,0.6704407865930654
C29-B,liturgia,2084,0.67044059187905
C29-B,liturgia,2269,0.6703485405145567
C29-B,prima_lettura,1614,0.6490973898505776
C29-B,prima_lettura,247,0.6468982321941584
C29-B,prima_lettura,2149,0.6435027826570361
C29-B,prima_lettura,292,0.6424865690341652
C29-B,prima_lettura,57,0.6372964362586906
C29-B,prima_lettura,3011,0.6307544962183098
C29-B,prima_lettura,2456,0.6289381475247916
C29-B,prima_lettura,2783,0.617631159789552
C29-B,prima_lettura,2640,0.6149130171899556
C29-B,prima_lettura,2886,0.6106118801497458
C29-B,salmo,2596,0.5563572288313353
C29-B,salmo,2142,0.5034503987191158
C29-B,salmo,102,0.4886714438368219
C29-B,salmo,100,0.4805322203033756
C29-B,salmo,2493,0.4657407292081227
C29-B,salmo,2074,0.4591038325547372
C29-B,salmo,2063,0.4557269888475016
C29-B,salmo,2094,0.446516827029831
C29-B,salmo,2897,0.4424825022860132
C29-B,salmo,2140,0.4351195284045585
C29-B,seconda_lettura,1814,0.7057441908744966
C29-B,seconda_lettura,2813,0.6940162607399926
C29-B,seconda_lettura,1762,0.6895574168140104
C29-B,seconda_lettura,239,0.6823709320307244
C29-B,seconda_lettura,1771,0.677754138601463
C29-B,seconda_lettura,2042,0.6762337115857756
C29-B,seconda_lettura,168,0.665133549027501
C29-B,seconda_lettura,1956,0.6643722206184784
C29-B,seconda_lettura,1666,0.6564494873463815
C29-B,seconda_lettura,2411,0.6559910083254734
C29-B,versetto,2024,0.5919835453840286
C29-B,versetto,102,0.4742239677955969
C29-B,versetto,2273,0.4661174780306243
C29-B,versetto,2123,0.4654656412649371
C29-B,versetto,2063,0.442587740777752
C29-B,versetto,2596,0.435976084298701
C29-B,versetto,2127,0.4338158364931114
C29-B,versetto,2140,0.4301456051966846
C29-B,versetto,446,0.427346302883678
C29-B,versetto,2624,0.4251001884702225
C29-B,vangelo,2813,0.7404357290836037
C29-B,vangelo,2659,0.6750341702408011
C29-B,vangelo,376,0.6668221400391274
C29-B,vangelo,2551,0.6607843643088985
C29-B,vangelo,1918,0.6542522795605635
C29-B,vangelo,2825,0.6188080416326193
C29-B,vangelo,2728,0.6159728463406371
C29-B,vangelo,2101,0.6159645459622538
C29-B,vangelo,2056,0.6137286593000146
C29-B,vangelo,2378,0.6129456669950124
C30-B,liturgia,2269,0.682076703278302
C30-B,liturgia,1726,0.6279785806482369
C30-B,liturgia,2344,0.6235799662028053
C30-B,liturgia,1627,0.6148757166782659
C30-B,liturgia,505,0.6124115644453548
C30-B,liturgia,2155,0.6052253922307107
C30-B,liturgia,297,0.6050544824634727
C30-B,liturgia,266,0.6050509949530498
C30-B,liturgia,2544,0.6050030362438875
C30-B,liturgia,2148,0.6042509969846681
C30-B,prima_lettura,228,0.5368929990810506
C30-B,prima_lettura,2315,0.5021149900822613
C30-B,prima_lettura,2492,0.48680646370488
C30-B,prima_lettura,2928,0.471293412320977
C30-B,prima_lettura,2269,0.4447126316633889
C30-B,prima_lettura,226,0.4434948062919865
C30-B,prima_lettura,183,0.4397555721839987
C30-B,prima_lettura,2481,0.4322831413195075
C30-B,prima_lettura,2615,0.4312858180764478
C30-B,prima_lettura,2895,0.4312161478688889
C30-B,salmo,2596,0.556882228465553
C30-B,salmo,2063,0.5044004827088537
C30-B,salmo,2897,0.4892611201011768
C30-B,salmo,2493,0.4876187300988848
C30-B,salmo,102,0.4864306925516968
C30-B,salmo,2142,0.4841379840571524
C30-B,salmo,100,0.4728876332309298
C30-B,salmo,2452,0.4563921629691295
C30-B,salmo,2755,0.4557936330163709
C30-B,salmo,3031,0.4491339757032949
C30-B,seconda_lettura,2273,0.7597287389144202
C30-B,seconda_lettura,3022,0.6955029864269732
C30-B,seconda_lettura,1890,0.6905895927551753
C30-B,seconda_lettura,2180,0.6876840196622558
C30-B,seconda_lettura,1715,0.6854999217651515
C30-B,seconda_lettura,2240,0.6842085218329699
C30-B,seconda_lettura,2127,0.6829838391404717
C30-B,seconda_lettura,2681,0.6811452332436011
C30-B,seconda_lettura,2887,0.680407088115349
C30-B,seconda_lettura,1760,0.6760882902052272
C30-B,versetto,1938,0.3363431816230768
C30-B,versetto,2273,0.3199636324510701
C30-B,versetto,2184,0.3199467997125866
C30-B,versetto,2328,0.3115080836290575
C30-B,versetto,2140,0.3101934594682679
C30-B,versetto,2576,0.3053654817320451
C30-B,versetto,2596,0.3043639800625641
C30-B,versetto,1611,0.29220282747351
C30-B,versetto,2757,0.2915441069432411
C30-B,versetto,101,0.2906755076881329
C30-B,vangelo,402,0.7371031598119603
C30-B,vangelo,2318,0.7357099533449798
C30-B,vangelo,2895,0.7295093202030457
C30-B,vangelo,1784,0.7276544282335928
C30-B,vangelo,2349,0.7234671995022158
C30-B,vangelo,2312,0.718516112571211
C30-B,vangelo,1857,0.7165517712635029
C30-B,vangelo,2335,0.7158461106344945
C30-B,vangelo,2006,0.7126414272561815
C30-B,vangelo,1735,0.7118715055183568
C31-B,liturgia,1936,0.6853992119323477
C31-B,liturgia,2295,0.6806248123836576
C31-B,liturgia,2269,0.6737090124232653
C31-B,liturgia,2296,0.6734377455035969
C31-B,liturgia,2286,0.6716163009321587
C31-B,liturgia,2382,0.6700159768559152
C31-B,liturgia,1597,0.6655765676228029
C31-B,liturgia,2148,0.6628771653734432
C31-B,liturgia,2625,0.6588103360359417
C31-B,liturgia,2180,0.6565951571203112
C31-B,prima_lettura,2616,0.8134848630891842
C31-B,prima_lettura,2657,0.8001331604530486
C31-B,prima_lettura,2010,0.7506295965641511
C31-B,prima_lettura,383,0.7400677768824565
C31-B,prima_lettura,249,0.7261735980044742
C31-B,prima_lettura,1936,0.7217268477334702
C31-B,prima_lettura,325,0.7104315041006751
C31-B,prima_lettura,326,0.70986691934052
C31-B,prima_lettura,2783,0.7094160344068439
C31-B,prima_lettura,292,0.7086887830059192
C31-B,salmo,2596,0.540195229226723
C31-B,salmo,2142,0.4788453452340865
C31-B,salmo,2063,0.4702771061763686
C31-B,salmo,2885,0.4665330711991926
C31-B,salmo,100,0.4658095670705638
C31-B,salmo,2024,0.4546013390651393
C31-B,salmo,2755,0.453294641031668
C31-B,salmo,102,0.4503980640554269
C31-B,salmo,2140,0.4491334680080414
C31-B,salmo,2074,0.4434805523056895
C31-B,seconda_lettura,1396,0.7353123238164911
C31-B,seconda_lettura,2321,0.7322646849404828
C31-B,seconda_lettura,1958,0.7076692120543636
C31-B,seconda_lettura,2511,0.7022023474558908
C31-B,seconda_lettura,2026,0.6849178754721963
C31-B,seconda_lettura,1905,0.684490451535903
C31-B,seconda_lettura,1792,0.6694010174547677
C31-B,seconda_lettura,2420,0.6639873109011765
C31-B,seconda_lettura,2789,0.6615877488543761
C31-B,seconda_lettura,380,0.658403455231882
C31-B,versetto,2024,0.5315040224020615
C31-B,versetto,102,0.4698579018850253
C31-B,versetto,101,0.4201706781949716
C31-B,versetto,1968,0.4172917457972783
C31-B,versetto,2123,0.4009219986218451
C31-B,versetto,1922,0.3860027975608827
C31-B,versetto,2074,0.3803161587812386
C31-B,versetto,2624,0.3786355793066812
C31-B,versetto,1897,0.3747499766647761
C31-B,versetto,2596,0.3704230885050936
C31-B,vangelo,1710,0.593825002518689
C31-B,vangelo,1717,0.560697161898704
C31-B,vangelo,1749,0.5558707846562193
C31-B,vangelo,1542,0.5377280436210935
C31-B,vangelo,8,0.535715447288319
C31-B,vangelo,1416,0.5355178851007977
C31-B,vangelo,1407,0.5160010206657403
C31-B,vangelo,1552,0.5101470216690163
C31-B,vangelo,2649,0.5092070110490994
C31-B,vangelo,1654,0.5088274210248076
C32-B,liturgia,2827,0.6753546278524025
C32-B,liturgia,2003,0.5922920777745369
C32-B,liturgia,478,0.5868071432338867
C32-B,liturgia,47,0.5850985414297835
C32-B,liturgia,2737,0.5824213315022999
C32-B,liturgia,2063,0.5710737219845172
C32-B,liturgia,505,0.5687295357877693
C32-B,liturgia,196,0.5562604656233244
C32-B,liturgia,194,0.5541518320715171
C32-B,liturgia,83,0.5537025487903605
C32-B,prima_lettura,2827,0.5941589545223259
C32-B,prima_lettura,196,0.5273686953744129
C32-B,prima_lettura,2443,0.4953020882568213
C32-B,prima_lettura,194,0.4911199308760492
C32-B,prima_lettura,2737,0.4884940744090473
C32-B,prima_lettura,493,0.4674766812228356
