id_canti,titolo,score_vector_similarity,score_text_similarity,score_deviation,score_selection,score_history,score,adeguatezza
412,Se hai un cuore grande,,0.31,-0.01,,,17.0,:material-dots-horizontal: Mh
2604,Gerico Cadrà,,0.34,-0.04,,,17.0,:material-dots-horizontal: Mh
2502,Canzone di San Damiano,,0.33,-0.03,,,17.0,:material-dots-horizontal: Mh
2197,Vergine Madre,,0.33,-0.03,,,17.0,:material-dots-horizontal: Mh
470,Un cuore nuovo,,0.32,-0.02,,,17.0,:material-dots-horizontal: Mh
2034,Osanna cantiamo al Signor,,0.26,0.06,,,17.0,:material-dots-horizontal: Mh
2580,Beato il cuore che perdona (inno GMG 2016),,0.31,-0.0,,,17.0,:material-dots-horizontal: Mh
2576,Uomo di galilea,,0.25,0.07,,,17.0,:material-dots-horizontal: Mh
145,Cristo è risorto veramente,0.7378300194455393,0.43,0.09,0.0,,17.0,:material-dots-horizontal: Mh
2741,Lodate Iddio,,0.21,0.11,,,17.0,:material-dots-horizontal: Mh
2202,Santo,,0.26,0.06,,,17.0,:material-dots-horizontal: Mh
393,San Damiano,,0.33,-0.02,,,17.0,:material-dots-horizontal: Mh
2017,Dal profondo,,0.32,-0.02,,,17.0,:material-dots-horizontal: Mh
2420,Rimani con noi ,,0.33,-0.02,,,17.0,:material-dots-horizontal: Mh
226,Il disegno,,0.32,-0.02,,,17.0,:material-dots-horizontal: Mh
1801,Tu vero pane della vita,,0.31,-0.01,,,17.0,:material-dots-horizontal: Mh
2745,Sei venuto dal cielo,,0.3,-0.01,,,16.0,:material-dots-horizontal: Mh
2477,"Alleluia, Cristo nostra Pasqua",,0.25,0.04,,,16.0,:material-dots-horizontal: Mh
1775,Non mi abbandonare,,0.31,-0.02,,,16.0,:material-dots-horizontal: Mh
28,"Alleluia, chi ascolta",,0.3,-0.02,,,16.0,:material-dots-horizontal: Mh
2571,Se il diavolo è arrabbiato,,0.25,0.05,,,16.0,:material-dots-horizontal: Mh
179,E sono solo un uomo,,0.4,-0.15,,,16.0,:material-dots-horizontal: Mh
2712,Ecco il pane,,0.25,0.04,,,16.0,:material-dots-horizontal: Mh
2462,Alleluia con il cuore,,0.31,-0.02,,,16.0,:material-dots-horizontal: Mh
2005,Tu quando verrai,,0.32,-0.03,,,16.0,:material-dots-horizontal: Mh
405,Santo (GUC),,0.32,-0.03,,,16.0,:material-dots-horizontal: Mh
1713,"Ti ringrazio, o mio Signore",,0.4,-0.15,,,16.0,:material-dots-horizontal: Mh
2647,La sua casa,,0.39,-0.12,,,16.0,:material-dots-horizontal: Mh
2659,Tutta la vita è un dono,,0.29,-0.0,,,16.0,:material-dots-horizontal: Mh
2593,Quì è la vera e perfetta letizia,,0.24,0.06,,,16.0,:material-dots-horizontal: Mh
67,Ave Maria,,0.31,-0.03,,,16.0,:material-dots-horizontal: Mh
1841,Volto Santo di Cristo,,0.3,-0.01,,,16.0,:material-dots-horizontal: Mh
1885,Sfolgora il sole di Pasqua,,0.31,-0.02,,,16.0,:material-dots-horizontal: Mh
406,Santo (Osanna Eh),,0.27,0.03,,,16.0,:material-dots-horizontal: Mh
1747,"Alleluia, da chi andremo",,0.27,0.03,,,16.0,:material-dots-horizontal: Mh
2182,Sotto la Tua croce,,0.32,-0.05,,,16.0,:material-dots-horizontal: Mh
1590,Il dono più grande,,0.33,-0.05,,,16.0,:material-dots-horizontal: Mh
2165,Prepariamo la via,,0.32,-0.04,,,16.0,:material-dots-horizontal: Mh
2335,Santo il Signore,,0.26,0.03,,,16.0,:material-dots-horizontal: Mh
2214,Viva don Bosco,,0.33,-0.06,,,16.0,:material-dots-horizontal: Mh
58,Apostoli di gioia,,0.37,-0.11,,,16.0,:material-dots-horizontal: Mh
200,Fratello Sole e Sorella Luna,,0.36,-0.1,,,16.0,:material-dots-horizontal: Mh
1600,Fratello Sole e Sorella Luna (semplificata),,0.36,-0.1,,,16.0,:material-dots-horizontal: Mh
2218,I frutti che ci dai,,0.32,-0.05,,,16.0,:material-dots-horizontal: Mh
2727,La legge del Signore,,0.34,-0.07,,,16.0,:material-dots-horizontal: Mh
288,"Lode a Te, o Cristo",,0.26,0.03,,,16.0,:material-dots-horizontal: Mh
2738,La vera vite,,0.62,0.36,0.0,,16.0,:material-dots-horizontal: Mh
2028,Ave Maria,,0.31,-0.02,,,16.0,:material-dots-horizontal: Mh
401,Santo,,0.27,0.02,,,16.0,:material-dots-horizontal: Mh
1555,Il Signore della danza,,0.35,-0.08,,,16.0,:material-dots-horizontal: Mh
2595,Ora che sei in mezzo a noi,,0.34,-0.07,,,16.0,:material-dots-horizontal: Mh
193,Fede è,,0.35,-0.07,,,16.0,:material-dots-horizontal: Mh
20,Alleluia (Passeranno i cieli),,0.28,0.02,,,16.0,:material-dots-horizontal: Mh
1543,Nato per noi,,0.28,0.02,,,16.0,:material-dots-horizontal: Mh
1542,Ecco quel che abbiamo (v2),,0.36,-0.09,,,16.0,:material-dots-horizontal: Mh
2991,Alleluia - Oggi la Chiesa,,0.27,0.02,,,16.0,:material-dots-horizontal: Mh
2337,Gesù che sta passando,,0.27,0.03,,,16.0,:material-dots-horizontal: Mh
2237,A Betlemme di Giudea,,0.28,0.01,,,16.0,:material-dots-horizontal: Mh
102,Canoni - Misericordias Domini,0.3269060060747025,0.14,0.01,,,16.0,:material-dots-horizontal: Mh
1795,Sei giunto da molto lontano,,0.32,-0.05,,,16.0,:material-dots-horizontal: Mh
2203,Cantico delle creature,,0.33,-0.08,,,15.0,:material-dots-horizontal: Mh
1545,Acclamate al Signore,,0.28,-0.02,,,15.0,:material-dots-horizontal: Mh
2354,Io sono il pane della vita,,0.33,-0.08,,,15.0,:material-dots-horizontal: Mh
2340,Questo è il giorno,,0.36,-0.11,,,15.0,:material-dots-horizontal: Mh
379,Rendete grazie,0.6259687074955351,0.17,-0.34,,,15.0,:material-dots-horizontal: Mh
2349,Santo è il Signore ,,0.25,0.03,,,15.0,:material-dots-horizontal: Mh
2109,Apri le braccia al futuro,,0.33,-0.08,,,15.0,:material-dots-horizontal: Mh
1587,La mia preghiera elevo a Te,,0.31,-0.05,,,15.0,:material-dots-horizontal: Mh
2119,Benedetto nei secoli,,0.33,-0.08,,,15.0,:material-dots-horizontal: Mh
2348,"Alleluia, il tuo Vangelo",,0.26,0.01,,,15.0,:material-dots-horizontal: Mh
493,Vocazione (v2),,0.34,-0.09,,,15.0,:material-dots-horizontal: Mh
1748,Benedetto Signore (Cerco solo Te),,0.31,-0.04,,,15.0,:material-dots-horizontal: Mh
1780,Vocazione,,0.34,-0.09,,,15.0,:material-dots-horizontal: Mh
2219,Spalancate le porte a Cristo,,0.32,-0.06,,,15.0,:material-dots-horizontal: Mh
2858,E' l’incontro della vita,,0.31,-0.05,,,15.0,:material-dots-horizontal: Mh
1619,Come ti ama Dio,,0.31,-0.05,,,15.0,:material-dots-horizontal: Mh
295,Madre io vorrei,,0.35,-0.1,,,15.0,:material-dots-horizontal: Mh
249,"Io credo, risorgerò",,0.35,-0.1,,,15.0,:material-dots-horizontal: Mh
2442,Come il fiume,,0.27,-0.0,,,15.0,:material-dots-horizontal: Mh
2588,Come acqua,,0.3,-0.03,,,15.0,:material-dots-horizontal: Mh
1692,Grande è il Signore,,0.34,-0.08,,,15.0,:material-dots-horizontal: Mh
1762,La ballata dell'amore vero,,0.32,-0.07,,,15.0,:material-dots-horizontal: Mh
2885,Salmo 150,,0.24,0.03,,,15.0,:material-dots-horizontal: Mh
1882,"Alleluia, è risorto il Signor",,0.53,0.4,0.0,,15.0,:material-dots-horizontal: Mh
2075,Alleluia - Questa Tua Parola,,0.27,0.01,,,15.0,:material-dots-horizontal: Mh
2281,E' Risorto,,0.52,0.42,0.0,,15.0,:material-dots-horizontal: Mh
2917,"Alleluia, la tua parola",,0.28,-0.01,,,15.0,:material-dots-horizontal: Mh
2722,Dio ha tanto amato il mondo,,0.35,-0.1,,,15.0,:material-dots-horizontal: Mh
1935,Agnus Dei,,0.18,0.11,,,15.0,:material-dots-horizontal: Mh
2027,Mano potente,,0.34,-0.08,,,15.0,:material-dots-horizontal: Mh
2194,Alleluia Quando siam riuniti,,0.25,0.02,,,15.0,:material-dots-horizontal: Mh
1585,Il 14 di Nisan,,0.31,-0.05,,,15.0,:material-dots-horizontal: Mh
2552,Nel nome di Gesù,,0.33,-0.07,,,15.0,:material-dots-horizontal: Mh
2307,Santo Santo,,0.25,0.03,,,15.0,:material-dots-horizontal: Mh
2760,"Alleluia, Acclamiamo a te",,0.34,-0.09,,,15.0,:material-dots-horizontal: Mh
2392,Il cantico dei doni,,0.34,-0.08,,,15.0,:material-dots-horizontal: Mh
2646,È meraviglioso,,0.34,-0.09,,,15.0,:material-dots-horizontal: Mh
409,Santo il Signore,,0.28,-0.01,,,15.0,:material-dots-horizontal: Mh
2666,Cristo nostra pace,,0.28,-0.01,,,15.0,:material-dots-horizontal: Mh
2384,Dai la mano a tuo fratello,,0.24,0.03,,,15.0,:material-dots-horizontal: Mh
2370,Il Magnificat,,0.29,-0.03,,,15.0,:material-dots-horizontal: Mh
2693,Benvenuto Dio bambino,,0.31,-0.05,,,15.0,:material-dots-horizontal: Mh
66,Ave donna Maria,,0.31,-0.06,,,15.0,:material-dots-horizontal: Mh
2626,Giovani e Vecchi ,,0.3,-0.03,,,15.0,:material-dots-horizontal: Mh
221,I cieli narrano,,0.38,-0.14,,,15.0,:material-dots-horizontal: Mh
2550,Nascerà,,0.37,-0.13,,,15.0,:material-dots-horizontal: Mh
1925,Vedrai che bello,,0.31,-0.04,,,15.0,:material-dots-horizontal: Mh
2248,Ascolta oggi ,,0.38,-0.13,,,15.0,:material-dots-horizontal: Mh
2547,Maria piccola Maria,,0.38,-0.14,,,15.0,:material-dots-horizontal: Mh
2063,Popolo mio,0.5289038489540034,0.15,-0.24,,,15.0,:material-dots-horizontal: Mh
55,Annunceremo che Tu,,0.39,-0.16,,,15.0,:material-dots-horizontal: Mh
1628,Madre dolcissima,,0.3,-0.03,,,15.0,:material-dots-horizontal: Mh
136,Come Maria,,0.31,-0.05,,,15.0,:material-dots-horizontal: Mh
2913,Canto al Vangelo,,0.23,0.03,,,14.000000000000002,:material-dots-horizontal: Mh
2810,"Lode a Te, o Cristo",,0.28,-0.03,,,14.000000000000002,:material-dots-horizontal: Mh
2153,Alleluia (Non può bastare una canzone),,0.25,-0.0,,,14.000000000000002,:material-dots-horizontal: Mh
350,Padre nostro di San Andrea (the sound of silence),,0.29,-0.05,,,14.000000000000002,:material-dots-horizontal: Mh
2721,Salmo 8,,0.26,-0.0,,,14.000000000000002,:material-dots-horizontal: Mh
2391,Lode ed esortazione,,0.28,-0.04,,,14.000000000000002,:material-dots-horizontal: Mh
1899,Alleluia parla o Signore ,,0.25,-0.0,,,14.000000000000002,:material-dots-horizontal: Mh
2982,Tu sei il Cristo,,0.35,-0.13,,,14.000000000000002,:material-dots-horizontal: Mh
2302,Il deserto fiorirà,,0.24,0.02,,,14.000000000000002,:material-dots-horizontal: Mh
2394,Fa' che io creda,,0.38,-0.15,,,14.000000000000002,:material-dots-horizontal: Mh
25,Alleluia e poi,,0.26,-0.02,,,14.000000000000002,:material-dots-horizontal: Mh
1454,Nessuno è come Te,,0.26,-0.01,,,14.000000000000002,:material-dots-horizontal: Mh
1926,Il Vangelo della terra,,0.38,-0.17,,,14.000000000000002,:material-dots-horizontal: Mh
316,Nel Tuo silenzio,,0.32,-0.09,,,14.000000000000002,:material-dots-horizontal: Mh
2475,"Alleluia, ecco lo sposo",,0.28,-0.04,,,14.000000000000002,:material-dots-horizontal: Mh
1840,Salvator Mundi,0.4809172768158395,0.0,-0.02,,,14.000000000000002,:material-dots-horizontal: Mh
2553,Ora che sei qui (Now That You're Near),,0.32,-0.08,,,14.000000000000002,:material-dots-horizontal: Mh
2876,Pellegrini di speranza,,0.33,-0.1,,,14.000000000000002,:material-dots-horizontal: Mh
1625,"Canterò ""I will Sing""",,0.33,-0.09,,,14.000000000000002,:material-dots-horizontal: Mh
2377,Incontro con Gesù,,0.32,-0.08,,,14.000000000000002,:material-dots-horizontal: Mh
2078,Madre fiducia nostra,,0.31,-0.07,,,14.000000000000002,:material-dots-horizontal: Mh
2213,Santo (Come fuoco vivo) v2,,0.25,0.01,,,14.000000000000002,:material-dots-horizontal: Mh
224,Il canto dell’amore,,0.35,-0.13,,,14.000000000000002,:material-dots-horizontal: Mh
445,Svegliati o Sion,,0.33,-0.1,,,14.000000000000002,:material-dots-horizontal: Mh
1851,Il mistero,,0.33,-0.1,,,14.000000000000002,:material-dots-horizontal: Mh
1618,L'acqua della salvezza,,0.3,-0.06,,,14.000000000000002,:material-dots-horizontal: Mh
1866,E' finita l'attesa dell'uomo,,0.32,-0.08,,,14.000000000000002,:material-dots-horizontal: Mh
2877,"Signore , tu sei la nostra via",,0.25,0.01,,,14.000000000000002,:material-dots-horizontal: Mh
1379,Tutto è Possibile (Nuovi Orizzonti),,0.29,-0.04,,,14.000000000000002,:material-dots-horizontal: Mh
1934,Altissimo,,0.3,-0.07,,,14.000000000000002,:material-dots-horizontal: Mh
16,Alleluia,,0.23,0.03,,,14.000000000000002,:material-dots-horizontal: Mh
2154,Alleluia (Messa della Concordia),,0.23,0.03,,,14.000000000000002,:material-dots-horizontal: Mh
2360,Il Signore ci ha salvato,,0.29,-0.05,,,14.000000000000002,:material-dots-horizontal: Mh
2692,Ascolterò la tua parola,,0.34,-0.1,,,14.000000000000002,:material-dots-horizontal: Mh
397,Santo,,0.25,0.01,,,14.000000000000002,:material-dots-horizontal: Mh
2279,Come la cerva,,0.2,0.07,,,14.000000000000002,:material-dots-horizontal: Mh
29,"Alleluia, chi ascolta le mie parole",,0.24,0.01,,,14.000000000000002,:material-dots-horizontal: Mh
1844,Ave Maria splendore del mattino,,0.32,-0.1,,,13.0,:material-dots-horizontal: Mh
1760,Eleviamo lodi al Signor,,0.31,-0.1,,,13.0,:material-dots-horizontal: Mh
1706,Padre Nostro,,0.31,-0.09,,,13.0,:material-dots-horizontal: Mh
2094,"Canoni - Adoramus Te, Domine",0.4749199197265441,0.0,-0.04,,,13.0,:material-dots-horizontal: Mh
2249,Ave Maria,,0.29,-0.07,,,13.0,:material-dots-horizontal: Mh
46,Amar come Gesù amò (per avere la felicità),,0.29,-0.06,,,13.0,:material-dots-horizontal: Mh
1717,"Un sol corpo, un sol spirito",,0.28,-0.06,,,13.0,:material-dots-horizontal: Mh
2764,Giovani Orizzonti,,0.33,-0.12,,,13.0,:material-dots-horizontal: Mh
2558,Inno a Sant'Isidoro Agricoltore,,0.3,-0.08,,,13.0,:material-dots-horizontal: Mh
81,Benedetto Tu Signore,,0.23,0.01,,,13.0,:material-dots-horizontal: Mh
1758,Samuel,,0.26,-0.04,,,13.0,:material-dots-horizontal: Mh
2173,Luce di Dio,,0.34,-0.14,,,13.0,:material-dots-horizontal: Mh
1453,Nella Tua presenza,,0.3,-0.09,,,13.0,:material-dots-horizontal: Mh
1812,"Vieni Spirito Santo, Vieni",,0.23,-0.0,,,13.0,:material-dots-horizontal: Mh
1693,Ho la pace come un fiume,,0.25,-0.03,,,13.0,:material-dots-horizontal: Mh
1547,Alleluia - Lode Cosmica (semplificata),,0.27,-0.04,,,13.0,:material-dots-horizontal: Mh
1399,Alleluia - Lode Cosmica,,0.27,-0.04,,,13.0,:material-dots-horizontal: Mh
2476,Alleluia Tu sei la parola,,0.25,-0.03,,,13.0,:material-dots-horizontal: Mh
2228,Magnifica il Signore anima mia,,0.33,-0.12,,,13.0,:material-dots-horizontal: Mh
1974,Infinitamente Grazie,,0.15,-0.26,,0.35,13.0,:material-dots-horizontal: Mh
2104,Luce per noi,,0.34,-0.14,,,13.0,:material-dots-horizontal: Mh
201,Frutto della nostra terra,,0.25,-0.2,,0.23,13.0,:material-dots-horizontal: Mh
1583,E' tempo di grazia,,0.34,-0.14,,,13.0,:material-dots-horizontal: Mh
320,Ninna Nanna,,0.26,-0.03,,,13.0,:material-dots-horizontal: Mh
2167,Vieni Signore Vieni (Maranatha),,0.2,0.04,,,13.0,:material-dots-horizontal: Mh
463,Tu chi sei,,0.34,-0.14,,,13.0,:material-dots-horizontal: Mh
258,Io vedo la Tua luce,,0.37,-0.17,,,13.0,:material-dots-horizontal: Mh
285,Lodate Dio,,0.35,-0.14,,,13.0,:material-dots-horizontal: Mh
2772,Cammineremo nella libertà,,0.3,-0.08,,,13.0,:material-dots-horizontal: Mh
267,L’unico maestro,,0.3,-0.09,,,13.0,:material-dots-horizontal: Mh
2196,Alza i tuoi occhi al cielo,,0.33,-0.13,,,13.0,:material-dots-horizontal: Mh
1686,Dio aprirà una via,,0.28,-0.05,,,13.0,:material-dots-horizontal: Mh
2761,Alleuia malgascio,,0.21,0.03,,,13.0,:material-dots-horizontal: Mh
259,Isaia 11,,0.26,-0.03,,,13.0,:material-dots-horizontal: Mh
302,"Maria, tu che hai atteso",,0.27,-0.05,,,13.0,:material-dots-horizontal: Mh
1596,Il Figliol Prodigo (Abbracciami Gesù),,0.33,-0.11,,,13.0,:material-dots-horizontal: Mh
2093,Il giorno più bello (La mia prima comunione),,0.31,-0.09,,,13.0,:material-dots-horizontal: Mh
1862,Non Temere,,0.31,-0.1,,,13.0,:material-dots-horizontal: Mh
2929,Ora Partiamo,,0.27,-0.05,,,13.0,:material-dots-horizontal: Mh
246,Insieme è più bello,,0.29,-0.06,,,13.0,:material-dots-horizontal: Mh
2376,"Apocalisse 19,6",,0.27,-0.05,,,13.0,:material-dots-horizontal: Mh
420,Sei grande Dio,,0.33,-0.13,,,13.0,:material-dots-horizontal: Mh
2479,Dayenu adonai,,0.24,-0.0,,,13.0,:material-dots-horizontal: Mh
1599,Mi rialzerai,,0.25,-0.02,,,13.0,:material-dots-horizontal: Mh
2059,Questo è il tempo,,0.27,-0.05,,,13.0,:material-dots-horizontal: Mh
1810,Venne un angelo,,0.29,-0.08,,,13.0,:material-dots-horizontal: Mh
2357,"Ti ringrazio, o Signor",,0.28,-0.05,,,13.0,:material-dots-horizontal: Mh
2111,Alleluia Gesù,,0.3,-0.09,,,13.0,:material-dots-horizontal: Mh
27,"Alleluia, cantate al Signore",,0.32,-0.1,,,13.0,:material-dots-horizontal: Mh
2010,Mistero della Fede,,0.23,0.01,,,13.0,:material-dots-horizontal: Mh
499,Amare oltre,,0.28,-0.08,,,12.0,:material-dots-horizontal: Mh
2082,Cantiamo la tua immensa gloria,,0.29,-0.1,,,12.0,:material-dots-horizontal: Mh
2717,In quei giorni,,0.28,-0.09,,,12.0,:material-dots-horizontal: Mh
1848,Grazie Signore,,0.3,-0.1,,,12.0,:material-dots-horizontal: Mh
1643,Alleluia Gen Verde,,0.25,-0.05,,,12.0,:material-dots-horizontal: Mh
2796,Luce dei miei passi,,0.26,-0.05,,,12.0,:material-dots-horizontal: Mh
24,Alleluia di Natale,,0.28,-0.08,,,12.0,:material-dots-horizontal: Mh
1557,L’acqua la terra il cielo (in principio),,0.3,-0.1,,,12.0,:material-dots-horizontal: Mh
2299,Narrano i cieli,,0.32,-0.13,,,12.0,:material-dots-horizontal: Mh
1836,Ecco la serva del Signore,,0.3,-0.11,,,12.0,:material-dots-horizontal: Mh
2252,"Alza le braccia, apri il tuo cuore",,0.32,-0.14,,,12.0,:material-dots-horizontal: Mh
2301,E lo credemmo abbandonato da DIo,,0.38,-0.21,,,12.0,:material-dots-horizontal: Mh
3031,Viene in mezzo a noi il Dio della Gioia,,0.32,-0.13,,,12.0,:material-dots-horizontal: Mh
399,Santo,,0.24,-0.02,,,12.0,:material-dots-horizontal: Mh
2537,Insieme come fratelli,,0.24,-0.03,,,12.0,:material-dots-horizontal: Mh
2295,Custode del Signore,,0.37,-0.19,,,12.0,:material-dots-horizontal: Mh
1727,Ti sei fatto pane,,0.32,-0.12,,,12.0,:material-dots-horizontal: Mh
1672,"Il tuo Corpo, il tuo Sangue",,0.33,-0.14,,,12.0,:material-dots-horizontal: Mh
2528,Hai dato un cibo ,,0.35,-0.16,,,12.0,:material-dots-horizontal: Mh
1769,La pace del Signore,,0.32,-0.12,,,12.0,:material-dots-horizontal: Mh
1649,Accogli Signore i nostri doni (v2),,0.24,-0.04,,,12.0,:material-dots-horizontal: Mh
2280,Ecco l'acqua che sgorga,,0.22,0.0,,,12.0,:material-dots-horizontal: Mh
451,"Te, al centro del mio cuore",,0.28,-0.21,,0.2,12.0,:material-dots-horizontal: Mh
1467,Non più due (Buttazzo),,0.31,-0.12,,,12.0,:material-dots-horizontal: Mh
2072,Benedite e acclamate,,0.33,-0.15,,,12.0,:material-dots-horizontal: Mh
2240,Con l'offerta di Gesù,,0.34,-0.15,,,12.0,:material-dots-horizontal: Mh
344,Pace a te,,0.21,0.0,,,12.0,:material-dots-horizontal: Mh
3011,Lo Spirito di Cristo,,0.28,-0.07,,,12.0,:material-dots-horizontal: Mh
1455,Questa è la mia fede,,0.29,-0.1,,,12.0,:material-dots-horizontal: Mh
126,Chi ci separerà,,0.25,-0.04,,,12.0,:material-dots-horizontal: Mh
1864,Ecco l'uomo (Uomo della Croce - forma breve),,0.27,-0.07,,,12.0,:material-dots-horizontal: Mh
1725,Innalziamo lo sguardo,,0.26,-0.06,,,12.0,:material-dots-horizontal: Mh
2007,Viene il Signore,,0.29,-0.09,,,12.0,:material-dots-horizontal: Mh
2191,Alleluia di Lourdes,,0.28,-0.09,,,12.0,:material-dots-horizontal: Mh
278,"Laudato sii, o mi Signore",,0.31,-0.12,,,12.0,:material-dots-horizontal: Mh
2743,L'uomo alla sua mensa,,0.3,-0.11,,,12.0,:material-dots-horizontal: Mh
487,Vieni Nasci ancora,,0.28,-0.09,,,12.0,:material-dots-horizontal: Mh
2002,Maranathà,,0.28,-0.08,,,12.0,:material-dots-horizontal: Mh
1824,Alleluia (venite a me),,0.24,-0.03,,,12.0,:material-dots-horizontal: Mh
2770,Dal profondo o Signore,,0.31,-0.11,,,12.0,:material-dots-horizontal: Mh
1715,Trasformi in Gesù,,0.34,-0.15,,,12.0,:material-dots-horizontal: Mh
1986,Cristo speranza delle genti,,0.27,-0.07,,,12.0,:material-dots-horizontal: Mh
247,Invocazione allo Spirito,,0.2,0.01,,,12.0,:material-dots-horizontal: Mh
98,"Canoni - Jubilate Deo, omnis terra",,0.21,0.01,,,12.0,:material-dots-horizontal: Mh
1877,E' Santo,,0.27,-0.07,,,12.0,:material-dots-horizontal: Mh
9,Acqua sole e verità,,0.27,-0.06,,,12.0,:material-dots-horizontal: Mh
1656,Ave dolce Maria,,0.29,-0.09,,,12.0,:material-dots-horizontal: Mh
2768,La mano nella tua,,0.3,-0.11,,,12.0,:material-dots-horizontal: Mh
2324,Roccia di fedeltà,,0.28,-0.09,,,12.0,:material-dots-horizontal: Mh
1860,Gesù è vivo,,0.29,-0.1,,,12.0,:material-dots-horizontal: Mh
1845,La pietra (salmo 117),,0.18,0.05,,,12.0,:material-dots-horizontal: Mh
449,Tacita notte,,0.28,-0.09,,,12.0,:material-dots-horizontal: Mh
2118,Santo (Dio del Cielo),,0.29,-0.09,,,12.0,:material-dots-horizontal: Mh
1546,Alleluia (Celtico),,0.28,-0.07,,,12.0,:material-dots-horizontal: Mh
1938,Venite saliamo al monte del Signore,,0.24,-0.04,,,12.0,:material-dots-horizontal: Mh
1871,Come fuoco per il mondo,,0.39,-0.21,,,12.0,:material-dots-horizontal: Mh
2060,Dove la carità è vera,,0.21,0.01,,,12.0,:material-dots-horizontal: Mh
2897,Come la cerva,0.4799068290040295,0.19,-0.35,,,11.0,:material-dots-horizontal: Mh
2004,Canzone di San Giuseppe,,0.33,-0.16,,,11.0,:material-dots-horizontal: Mh
2813,L'amore più grande,,0.32,-0.15,,,11.0,:material-dots-horizontal: Mh
2592,La casa sulla Roccia,,0.3,-0.13,,,11.0,:material-dots-horizontal: Mh
2208,Vieni Santo Spirito,,0.2,-0.01,,,11.0,:material-dots-horizontal: Mh
188,Emmanuel,,0.29,-0.11,,,11.0,:material-dots-horizontal: Mh
1855,"Cantate al Signore, cantatelo nei secoli",,0.25,-0.07,,,11.0,:material-dots-horizontal: Mh
5,Accogli i nostri doni,,0.21,-0.05,,0.13,11.0,:material-dots-horizontal: Mh
2166,Benedetto sei o Padre,,0.3,-0.12,,,11.0,:material-dots-horizontal: Mh
3007,Sete di verità,,0.3,-0.12,,,11.0,:material-dots-horizontal: Mh
2458,Destinati all'eternità,,0.33,-0.17,,,11.0,:material-dots-horizontal: Mh
2149,Getsemani,,0.3,-0.12,,,11.0,:material-dots-horizontal: Mh
317,Nella luce del Signor,,0.17,0.03,,,11.0,:material-dots-horizontal: Mh
403,Santo (Gen Verde),,0.2,-0.0,,,11.0,:material-dots-horizontal: Mh
2127,Inno a San Giovanni ,,0.24,-0.05,,,11.0,:material-dots-horizontal: Mh
2091,Santo ,,0.22,-0.02,,,11.0,:material-dots-horizontal: Mh
298,Mani,,0.34,-0.17,,,11.0,:material-dots-horizontal: Mh
2291,Canto Penitenziale,,0.28,-0.11,,,11.0,:material-dots-horizontal: Mh
1796,Siamo arrivati,,0.23,-0.03,,,11.0,:material-dots-horizontal: Mh
2978,Simbolo Apostolico,,0.26,-0.07,,,11.0,:material-dots-horizontal: Mh
1818,Ciò che Dio ha fatto in me,,0.28,-0.1,,,11.0,:material-dots-horizontal: Mh
1446,Ai piedi di Gesù,,0.27,-0.09,,,11.0,:material-dots-horizontal: Mh
1889,Ai piedi di Gesù (semplificata),,0.27,-0.09,,,11.0,:material-dots-horizontal: Mh
2656,Gabriele tu,,0.29,-0.12,,,11.0,:material-dots-horizontal: Mh
1655,Eccomi Gesù,,0.28,-0.1,,,11.0,:material-dots-horizontal: Mh
2195,Alleluia un giorno Santo,,0.24,-0.06,,,11.0,:material-dots-horizontal: Mh
2642,Volgete gli occhi ,,0.27,-0.08,,,11.0,:material-dots-horizontal: Mh
240,In comunione,,0.3,-0.12,,,11.0,:material-dots-horizontal: Mh
227,Il figliol prodigo,,0.25,-0.06,,,11.0,:material-dots-horizontal: Mh
2345,Signore pietà  ,,0.19,0.0,,,11.0,:material-dots-horizontal: Mh
1002,Santo è il Signore,,0.19,0.0,,,11.0,:material-dots-horizontal: Mh
337,Ogni mia parola,,0.23,-0.03,,,11.0,:material-dots-horizontal: Mh
1952,La canzone di Luciano,,0.36,-0.2,,,11.0,:material-dots-horizontal: Mh
22,Alleluia al Redentore,,0.3,-0.13,,,11.0,:material-dots-horizontal: Mh
322,Noi con Te,,0.29,-0.12,,,11.0,:material-dots-horizontal: Mh
2473,In trasparenza,,0.29,-0.12,,,11.0,:material-dots-horizontal: Mh
314,Nasce l’amore,,0.26,-0.07,,,11.0,:material-dots-horizontal: Mh
2101,"Padre, Maestro ed Amico",,0.27,-0.1,,,11.0,:material-dots-horizontal: Mh
377,Rallegriamoci,,0.3,-0.12,,,11.0,:material-dots-horizontal: Mh
2674,La Madre,,0.27,-0.1,,,11.0,:material-dots-horizontal: Mh
2056,Ecco Signore,,0.24,-0.06,,,11.0,:material-dots-horizontal: Mh
1813,Vivi della sua pace,,0.3,-0.12,,,11.0,:material-dots-horizontal: Mh
86,Bianco Natale,,0.24,-0.05,,,11.0,:material-dots-horizontal: Mh
242,In principio,,0.29,-0.11,,,11.0,:material-dots-horizontal: Mh
2827,Canta o lingua il glorioso mistero,,0.28,-0.11,,,11.0,:material-dots-horizontal: Mh
380,Resta Accanto a me,,0.32,-0.15,,,11.0,:material-dots-horizontal: Mh
2303,Annuncio Pasquale,,0.36,-0.21,,,11.0,:material-dots-horizontal: Mh
2147,Danza la vita,,0.28,-0.11,,,11.0,:material-dots-horizontal: Mh
279,Le mani alzate,,0.23,-0.05,,,11.0,:material-dots-horizontal: Mh
2934,Se siamo uniti,,0.26,-0.08,,,11.0,:material-dots-horizontal: Mh
