id_canti,titolo,score_vector_similarity,score_text_similarity,score_deviation,score_selection,score_history,score,adeguatezza
2163,Mi sentii pieno di gioia (Salmo 122),,0.18,-0.11,,,5.0,:material-dots-horizontal: Mh
1930,Evviva Rita!,,0.23,-0.18,,,5.0,:material-dots-horizontal: Mh
1558,Le tue meraviglie,,0.26,-0.22,,,5.0,:material-dots-horizontal: Mh
303,"Maria, vogliamo amarti",,0.21,-0.14,,,5.0,:material-dots-horizontal: Mh
181,Ecco il nostro si,,0.29,-0.24,,,5.0,:material-dots-horizontal: Mh
2981,O Donna gloriosa,,0.29,-0.24,,,5.0,:material-dots-horizontal: Mh
1661,"Cantiamo al Signore, grande nell’amore",,0.28,-0.24,,,5.0,:material-dots-horizontal: Mh
2622,Dalla tristezza alla danza,,0.24,-0.19,,,5.0,:material-dots-horizontal: Mh
2639,Anche tu vedrai,,0.21,-0.16,,,5.0,:material-dots-horizontal: Mh
42,Alto e Glorioso Dio,,0.21,-0.15,,,5.0,:material-dots-horizontal: Mh
2443,E' nato nel mondo ,,0.11,-0.02,,,5.0,:material-dots-horizontal: Mh
2242,In questo giorno di luce,,0.22,-0.16,,,5.0,:material-dots-horizontal: Mh
483,Vieni al Signor,,0.22,-0.17,,,5.0,:material-dots-horizontal: Mh
2751,Tu qui,,0.26,-0.21,,,5.0,:material-dots-horizontal: Mh
1966,Nozze a Cana,,0.26,-0.22,,,5.0,:material-dots-horizontal: Mh
1816,Figlia di Sion,,0.23,-0.17,,,5.0,:material-dots-horizontal: Mh
1777,E' il Signore e dà la vita,,0.29,-0.26,,,5.0,:material-dots-horizontal: Mh
1802,Mai più ,,0.18,-0.12,,,5.0,:material-dots-horizontal: Mh
2189,Com'è bello (dar lode al Signor),,0.25,-0.2,,,5.0,:material-dots-horizontal: Mh
1551,Cantiamo con gioia,,0.26,-0.21,,,5.0,:material-dots-horizontal: Mh
2757,Vieni popolo mio,,0.27,-0.23,,,5.0,:material-dots-horizontal: Mh
2546,Manda il tuo spirito ,,0.19,-0.13,,,5.0,:material-dots-horizontal: Mh
59,Apri le tue braccia,,0.21,-0.16,,,5.0,:material-dots-horizontal: Mh
2023,Oggi è nato per noi,,0.18,-0.12,,,5.0,:material-dots-horizontal: Mh
2323,Risplendi Gerusalemme,,0.2,-0.14,,,5.0,:material-dots-horizontal: Mh
68,Ave Maria,,0.23,-0.17,,,5.0,:material-dots-horizontal: Mh
2339,Come Davide,,0.16,-0.09,,,5.0,:material-dots-horizontal: Mh
1942,L'ultima cena,,0.21,-0.16,,,5.0,:material-dots-horizontal: Mh
2044,Davanti a te Gesu',,0.21,-0.14,,,5.0,:material-dots-horizontal: Mh
1572,Agnello di Dio,,0.22,-0.16,,,5.0,:material-dots-horizontal: Mh
2556,Osanna all'Altissimo,,0.17,-0.11,,,5.0,:material-dots-horizontal: Mh
1660,Spirito Santo (Fiume di Pace),,0.2,-0.14,,,5.0,:material-dots-horizontal: Mh
2061,Stabat Mater,,0.19,-0.12,,,5.0,:material-dots-horizontal: Mh
1664,Vero cibo è il tuo corpo,,0.16,-0.08,,,5.0,:material-dots-horizontal: Mh
2519,Ecco il legno,,0.19,-0.12,,,5.0,:material-dots-horizontal: Mh
1710,Spezziamo il pane ,,0.17,-0.09,,,5.0,:material-dots-horizontal: Mh
1671,Alleluia Canto per Cristo (v2),,0.14,-0.06,,,5.0,:material-dots-horizontal: Mh
2192,Alleluia Padre Mio,,0.2,-0.13,,,5.0,:material-dots-horizontal: Mh
1888,"Inno della Divina Misericordia (Gesù, confido in Te)",,0.22,-0.16,,,5.0,:material-dots-horizontal: Mh
1634,A te grido mio Signore,,0.26,-0.22,,,5.0,:material-dots-horizontal: Mh
2780,Grazie Signore,,0.29,-0.24,,,5.0,:material-dots-horizontal: Mh
2317,L'uomo dei dolori,,0.21,-0.16,,,5.0,:material-dots-horizontal: Mh
2064,Crea in me o Dio un cuore puro,,0.15,-0.1,,,4.0,:material-dots-horizontal: Mh
2089,Sanctus,,0.11,-0.04,,,4.0,:material-dots-horizontal: Mh
185,Eccomi,,0.21,-0.18,,,4.0,:material-dots-horizontal: Mh
2828,Luce del mondo,,0.22,-0.18,,,4.0,:material-dots-horizontal: Mh
1716,Usami Signore,,0.3,-0.29,,,4.0,:material-dots-horizontal: Mh
2200,Canto di Madonna povertà,,0.19,-0.15,,,4.0,:material-dots-horizontal: Mh
2220,Benedetto (Davanti a Te o Dio),,0.17,-0.13,,,4.0,:material-dots-horizontal: Mh
1561,Adoro Te,,0.23,-0.2,,,4.0,:material-dots-horizontal: Mh
1383,Nel nome del Padre,,0.14,-0.09,,,4.0,:material-dots-horizontal: Mh
1569,Stai con me,,0.23,-0.2,,,4.0,:material-dots-horizontal: Mh
2665,Chi perde la sua vita per me,,0.2,-0.15,,,4.0,:material-dots-horizontal: Mh
1833,Consolate il mio popolo,,0.14,-0.08,,,4.0,:material-dots-horizontal: Mh
2640,Stirpe eletta ,,0.09,-0.03,,,4.0,:material-dots-horizontal: Mh
2255,Lode a te o Cristo,,0.16,-0.12,,,4.0,:material-dots-horizontal: Mh
1691,Gloria al suo nom,,0.18,-0.13,,,4.0,:material-dots-horizontal: Mh
467,Lodi all'altissimo (Tu sei Santo),,0.16,-0.11,,,4.0,:material-dots-horizontal: Mh
1544,Tu sei bambino,,0.18,-0.14,,,4.0,:material-dots-horizontal: Mh
307,Mia forza e mio canto,,0.26,-0.23,,,4.0,:material-dots-horizontal: Mh
301,Rimani con me,,0.26,-0.24,,,4.0,:material-dots-horizontal: Mh
1955,Tu sarai profeta (2),,0.27,-0.25,,,4.0,:material-dots-horizontal: Mh
2456,Salga da questo altare,,0.19,-0.14,,,4.0,:material-dots-horizontal: Mh
57,"Antica, eterna danza",,0.27,-0.24,,,4.0,:material-dots-horizontal: Mh
2459,A volto scoperto,,0.22,-0.19,,,4.0,:material-dots-horizontal: Mh
1553,Danza Danza,,0.24,-0.2,,,4.0,:material-dots-horizontal: Mh
2875,Christ is my hope,,0.2,-0.17,,,4.0,:material-dots-horizontal: Mh
1916,"Cammina insieme a noi, Maria",,0.16,-0.12,,,4.0,:material-dots-horizontal: Mh
1610,Il Signore ha messo un seme,,0.25,-0.23,,,4.0,:material-dots-horizontal: Mh
167,E' bello,,0.26,-0.24,,,4.0,:material-dots-horizontal: Mh
2351,Ci accogli alla tua mensa,,0.21,-0.17,,,4.0,:material-dots-horizontal: Mh
2331,Atto di amore,,0.21,-0.17,,,4.0,:material-dots-horizontal: Mh
2180,L'offerta,,0.2,-0.17,,,4.0,:material-dots-horizontal: Mh
1598,"Vieni Gesù, Maranathà",,0.23,-0.19,,,4.0,:material-dots-horizontal: Mh
2790,Il seme,,0.25,-0.23,,,4.0,:material-dots-horizontal: Mh
2375,Ave Maria splendore e bellezza,,0.24,-0.21,,,4.0,:material-dots-horizontal: Mh
2401,Benedictus ,,0.22,-0.18,,,4.0,:material-dots-horizontal: Mh
3021,Stillate cieli dall'alto,,0.23,-0.19,,,4.0,:material-dots-horizontal: Mh
1601,Anima di Cristo,,0.18,-0.14,,,4.0,:material-dots-horizontal: Mh
408,Santo è Santo,,0.12,-0.05,,,4.0,:material-dots-horizontal: Mh
1751,E' un tetto la mano di Dio,,0.23,-0.19,,,4.0,:material-dots-horizontal: Mh
2012,Ti offriamo Signore,,0.23,-0.2,,,4.0,:material-dots-horizontal: Mh
1963,Salve Regina,,0.22,-0.19,,,4.0,:material-dots-horizontal: Mh
1782,Padre mio,,0.24,-0.21,,,4.0,:material-dots-horizontal: Mh
2449,Al Signore canterò,,0.25,-0.22,,,4.0,:material-dots-horizontal: Mh
1690,Gloria al re dei re,,0.2,-0.16,,,4.0,:material-dots-horizontal: Mh
450,Te lodiamo Trinità,,0.24,-0.2,,,4.0,:material-dots-horizontal: Mh
2590,Inno di liberazione,,0.3,-0.29,,,4.0,:material-dots-horizontal: Mh
1962,O fiore di grazia gentile,,0.21,-0.18,,,4.0,:material-dots-horizontal: Mh
2412,"Ave, piena di grazia",,0.21,-0.18,,,4.0,:material-dots-horizontal: Mh
1921,O Salvezza del mondo (Inno Madonna della Catena di Cassano Jonio),,0.21,-0.18,,,4.0,:material-dots-horizontal: Mh
2284,Ecco il mio servo,,0.17,-0.13,,,4.0,:material-dots-horizontal: Mh
150,Dall’aurora al tramonto,,0.25,-0.23,,,4.0,:material-dots-horizontal: Mh
1703,Solo per grazia,,0.22,-0.18,,,4.0,:material-dots-horizontal: Mh
1652,"Ti Loderò, Ti Adorerò, Ti Canterò",,0.19,-0.14,,,4.0,:material-dots-horizontal: Mh
1861,Ti saluto San Giuseppe,,0.13,-0.07,,,4.0,:material-dots-horizontal: Mh
2750,Riuniti nel suo nome,,0.2,-0.16,,,4.0,:material-dots-horizontal: Mh
2629,Grazie Signore,,0.24,-0.2,,,4.0,:material-dots-horizontal: Mh
2591,La Casa,,0.24,-0.21,,,4.0,:material-dots-horizontal: Mh
2887,Alla cena dell’Agnello,,0.22,-0.19,,,4.0,:material-dots-horizontal: Mh
1849,Lasciati fare,,0.15,-0.09,,,4.0,:material-dots-horizontal: Mh
2333,Umiliò se stresso,,0.19,-0.14,,,4.0,:material-dots-horizontal: Mh
2409,Benedizione di San Francesco,,0.16,-0.12,,,4.0,:material-dots-horizontal: Mh
323,Noi crediamo in Te,,0.13,-0.08,,,4.0,:material-dots-horizontal: Mh
275,La Pace Sia con Te,,0.12,-0.07,,,4.0,:material-dots-horizontal: Mh
2992,"Agnello di Dio, miserere nobis",,0.18,-0.13,,,4.0,:material-dots-horizontal: Mh
1989,Andro' a vederla un di',,0.16,-0.12,,,4.0,:material-dots-horizontal: Mh
423,Servo per amore,,0.24,-0.2,,,4.0,:material-dots-horizontal: Mh
2269,La trasfigurazione,,0.29,-0.27,,,4.0,:material-dots-horizontal: Mh
2564,Getta le tue reti,,0.24,-0.22,,,4.0,:material-dots-horizontal: Mh
444,Sulla Tua parola (Pietro vai),,0.29,-0.27,,,4.0,:material-dots-horizontal: Mh
2928,E Volare Volare,,0.16,-0.14,,,3.0,:material-dots-horizontal: Mh
2257,Yes Lord,,0.16,-0.13,,,3.0,:material-dots-horizontal: Mh
1603,Regina della Pace,,0.13,-0.09,,,3.0,:material-dots-horizontal: Mh
464,Tu sarai profeta,,0.27,-0.27,,,3.0,:material-dots-horizontal: Mh
2385,Sempre canterò,,0.23,-0.21,,,3.0,:material-dots-horizontal: Mh
2977,Ascolta Creatore pietoso,,0.26,-0.25,,,3.0,:material-dots-horizontal: Mh
1842,Gloria e lode a te,,0.19,-0.16,,,3.0,:material-dots-horizontal: Mh
2709,È il momento di ringraziarti,,0.31,-0.33,,,3.0,:material-dots-horizontal: Mh
1905,Solo in Dio riposa l'anima mia,,0.15,-0.12,,,3.0,:material-dots-horizontal: Mh
1677,Mi affido a te,,0.24,-0.24,,,3.0,:material-dots-horizontal: Mh
2201,Meraviglioso,,0.27,-0.27,,,3.0,:material-dots-horizontal: Mh
1680,Tutta la terra attende,,0.22,-0.21,,,3.0,:material-dots-horizontal: Mh
1789,Quando busserò,,0.11,-0.06,,,3.0,:material-dots-horizontal: Mh
3005,Mille Ragioni,,0.23,-0.22,,,3.0,:material-dots-horizontal: Mh
1723,Kol rina vishoua (Qol - rinna - wishua),,0.14,-0.1,,,3.0,:material-dots-horizontal: Mh
64,Astro del ciel,,0.17,-0.14,,,3.0,:material-dots-horizontal: Mh
1687,Gesù dolce musica,,0.17,-0.14,,,3.0,:material-dots-horizontal: Mh
2583,Il tuo grande amore,,0.19,-0.18,,,3.0,:material-dots-horizontal: Mh
2258,Dal cielo scende la benedizione,,0.22,-0.2,,,3.0,:material-dots-horizontal: Mh
2636,So che tu sei il mio Signor,,0.22,-0.21,,,3.0,:material-dots-horizontal: Mh
1,Abbà Misericordia,,0.15,-0.13,,,3.0,:material-dots-horizontal: Mh
2557,Per sempre canterò il tuo nome,,0.19,-0.18,,,3.0,:material-dots-horizontal: Mh
466,Tu sei,,0.17,-0.14,,,3.0,:material-dots-horizontal: Mh
1961,Facciamo festa,,0.14,-0.11,,,3.0,:material-dots-horizontal: Mh
2403,Noi t’invochiamo,,0.12,-0.09,,,3.0,:material-dots-horizontal: Mh
2336,Nel tuo cuore sia la pace,,0.16,-0.14,,,3.0,:material-dots-horizontal: Mh
1711,Spirito del Dio vivente,,0.19,-0.16,,,3.0,:material-dots-horizontal: Mh
2448,Ai piedi della Croce,,0.31,-0.33,,,3.0,:material-dots-horizontal: Mh
1768,Io ti offro,,0.21,-0.2,,,3.0,:material-dots-horizontal: Mh
2042,Innamorato di Gesu',,0.16,-0.13,,,3.0,:material-dots-horizontal: Mh
2135,Aprimi gli occhi del cuore,,0.14,-0.1,,,3.0,:material-dots-horizontal: Mh
1939,La mia Pasqua è il Signore,,0.25,-0.25,,,3.0,:material-dots-horizontal: Mh
2293,Se tu mi ami Simone,,0.23,-0.23,,,3.0,:material-dots-horizontal: Mh
2650,Pietre vive,,0.22,-0.21,,,3.0,:material-dots-horizontal: Mh
2643,Gloria al Signore che salva ,,0.23,-0.23,,,3.0,:material-dots-horizontal: Mh
1565,Musica di festa,,0.26,-0.25,,,3.0,:material-dots-horizontal: Mh
2125,"Del tuo Spirito, Signore",,0.22,-0.21,,,3.0,:material-dots-horizontal: Mh
2785,Io ti seguirò ,,0.19,-0.18,,,3.0,:material-dots-horizontal: Mh
2431,Cantico della creazione,,0.17,-0.15,,,3.0,:material-dots-horizontal: Mh
2215,Ogni volta che mangiamo di questo pane,,0.13,-0.1,,,3.0,:material-dots-horizontal: Mh
1597,Gesù gridò Mashalem,,0.2,-0.18,,,3.0,:material-dots-horizontal: Mh
2615,Dai confini del mondo,,0.2,-0.19,,,3.0,:material-dots-horizontal: Mh
3,Acclamate a Dio,,0.25,-0.25,,,3.0,:material-dots-horizontal: Mh
1050,Amo,,0.3,-0.3,,,3.0,:material-dots-horizontal: Mh
2300,Con Te Camminerò,,0.22,-0.2,,,3.0,:material-dots-horizontal: Mh
1830,Gloria a te,,0.19,-0.16,,,3.0,:material-dots-horizontal: Mh
359,Perchè Tu sei con me,,0.23,-0.23,,,3.0,:material-dots-horizontal: Mh
2451,Ballata per Maria ,,0.22,-0.21,,,3.0,:material-dots-horizontal: Mh
2445,Proteggimi o Dio (Salmo 15(16)),,0.17,-0.15,,,3.0,:material-dots-horizontal: Mh
1811,Vieni dal Libano,,0.22,-0.21,,,3.0,:material-dots-horizontal: Mh
474,Venite fedeli,,0.15,-0.12,,,3.0,:material-dots-horizontal: Mh
2316,Padre m'abbandono a te,,0.23,-0.21,,,3.0,:material-dots-horizontal: Mh
2029,Sommo e glorioso Dio,,0.23,-0.23,,,3.0,:material-dots-horizontal: Mh
1943,Vieni o Spirito Creatore,,0.26,-0.25,,,3.0,:material-dots-horizontal: Mh
1904,Questa famiglia ti benedice,,0.13,-0.12,,,2.0,:material-dots-horizontal: Mh
2051,Perdonami ancora,,0.18,-0.19,,,2.0,:material-dots-horizontal: Mh
2283,Io ti seguirò,,0.21,-0.21,,,2.0,:material-dots-horizontal: Mh
2404,Fuoco che consuma,,0.19,-0.19,,,2.0,:material-dots-horizontal: Mh
2778,Lascia i tuoi pesi,,0.18,-0.19,,,2.0,:material-dots-horizontal: Mh
154,Davanti al Re,,0.15,-0.15,,,2.0,:material-dots-horizontal: Mh
2890,Andate in tutto il mondo,,0.22,-0.23,,,2.0,:material-dots-horizontal: Mh
2022,Apri le tue braccia (v2),,0.18,-0.19,,,2.0,:material-dots-horizontal: Mh
1991,O madre del signore,,0.2,-0.21,,,2.0,:material-dots-horizontal: Mh
2278,Manda il Tuo Spirito Signore,,0.19,-0.2,,,2.0,:material-dots-horizontal: Mh
2254,Grande è la Tua bontà ,,0.24,-0.25,,,2.0,:material-dots-horizontal: Mh
254,Io sarò con Te,,0.24,-0.26,,,2.0,:material-dots-horizontal: Mh
2332,Osanna al Figlio di David (v2),,0.21,-0.22,,,2.0,:material-dots-horizontal: Mh
1651,Talità Kum,,0.12,-0.1,,,2.0,:material-dots-horizontal: Mh
392,Salve Regina,,0.14,-0.12,,,2.0,:material-dots-horizontal: Mh
2275,Tu mi hai sedotto,,0.22,-0.23,,,2.0,:material-dots-horizontal: Mh
2802,Shemà Israel,,0.11,-0.1,,,2.0,:material-dots-horizontal: Mh
280,Le Tue mani,,0.2,-0.2,,,2.0,:material-dots-horizontal: Mh
2735,Notte di Luce,,0.14,-0.14,,,2.0,:material-dots-horizontal: Mh
1868,Dico Sì,,0.12,-0.11,,,2.0,:material-dots-horizontal: Mh
436,Sotto il Tuo manto,,0.14,-0.13,,,2.0,:material-dots-horizontal: Mh
2116,Ave Maria,,0.12,-0.1,,,2.0,:material-dots-horizontal: Mh
3053,Il tuo miracolo,,0.25,-0.26,,,2.0,:material-dots-horizontal: Mh
1607,Cantate al Signore,,0.18,-0.18,,,2.0,:material-dots-horizontal: Mh
2073,L'amore del Padre,,0.22,-0.23,,,2.0,:material-dots-horizontal: Mh
2572,Stringimi,,0.24,-0.25,,,2.0,:material-dots-horizontal: Mh
2856,Qui con Te,,0.26,-0.28,,,2.0,:material-dots-horizontal: Mh
2812,Ave Maria gratia plena,,0.16,-0.15,,,2.0,:material-dots-horizontal: Mh
2168,I miei occhi elevo a te ,,0.22,-0.22,,,2.0,:material-dots-horizontal: Mh
2325,Santo Spirito,,0.1,-0.08,,,2.0,:material-dots-horizontal: Mh
1799,Spirito Santo,,0.13,-0.12,,,2.0,:material-dots-horizontal: Mh
2342,Osanna,,0.15,-0.15,,,2.0,:material-dots-horizontal: Mh
2776,Invoca il nome del tuo Signore,,0.16,-0.15,,,2.0,:material-dots-horizontal: Mh
1972,Io Mi Arrendo (HillSong - I Surrender),,0.16,-0.15,,,2.0,:material-dots-horizontal: Mh
1712,"Ti salutiamo, o Vergine",,0.17,-0.17,,,2.0,:material-dots-horizontal: Mh
1663,Ti dono il mio cuore Gesù,,0.23,-0.25,,,2.0,:material-dots-horizontal: Mh
2262,Maria speranza nostra,,0.21,-0.21,,,2.0,:material-dots-horizontal: Mh
2256,Oceani (dove i miei piedi possono fallire),,0.24,-0.25,,,2.0,:material-dots-horizontal: Mh
1785,Pane di vita,,0.2,-0.28,,0.07,2.0,:material-dots-horizontal: Mh
1987,Canto dei tre giovani,,0.22,-0.3,,0.07,2.0,:material-dots-horizontal: Mh
2788,Chi mi seguirà,,0.22,-0.22,,,2.0,:material-dots-horizontal: Mh
1865,Osanna al Figlio di David,,0.23,-0.24,,,2.0,:material-dots-horizontal: Mh
1695,Ho respirato il tuo sì,,0.25,-0.27,,,2.0,:material-dots-horizontal: Mh
2305,Il tuo amore per noi,,0.29,-0.32,,,2.0,:material-dots-horizontal: Mh
2271,Luce Gentile,,0.22,-0.23,,,2.0,:material-dots-horizontal: Mh
2314,Magnificat - Mina,,0.04,-0.02,,,1.0,:material-dots-horizontal: Mh
3023,Ave Maris stella,,0.04,-0.02,,,1.0,:material-dots-horizontal: Mh
186,Effonderò il mio Spirito,,0.11,-0.12,,,1.0,:material-dots-horizontal: Mh
1575,Dio è amore,,0.18,-0.21,,,1.0,:material-dots-horizontal: Mh
1720,"Laudate, omnes gentes",,0.09,-0.08,,,1.0,:material-dots-horizontal: Mh
297,Magnificat ’86,,0.21,-0.25,,,1.0,:material-dots-horizontal: Mh
2,"Abbà, Padre (ascoltami)",,0.08,-0.07,,,1.0,:material-dots-horizontal: Mh
159,Dio Regna,,0.18,-0.2,,,1.0,:material-dots-horizontal: Mh
2052,Il mio posto,,0.25,-0.29,,,1.0,:material-dots-horizontal: Mh
2434,Nome dolcissimo,,0.1,-0.1,,,1.0,:material-dots-horizontal: Mh
325,Noi veniamo a Te,,0.2,-0.23,,,1.0,:material-dots-horizontal: Mh
1997,"Dio con noi, Emmanuel",,0.18,-0.2,,,1.0,:material-dots-horizontal: Mh
496,Voglio ringraziare,,0.16,-0.18,,,1.0,:material-dots-horizontal: Mh
1647,Stasera sono a mani vuote,,0.15,-0.16,,,1.0,:material-dots-horizontal: Mh
2920,Fiamma viva d’amore,,0.18,-0.21,,,1.0,:material-dots-horizontal: Mh
2187,Acclamiamo a Dio,,0.18,-0.21,,,1.0,:material-dots-horizontal: Mh
3001,Santo Spirito,,0.16,-0.18,,,1.0,:material-dots-horizontal: Mh
2679,Prodigio d'amore,,0.26,-0.3,,,1.0,:material-dots-horizontal: Mh
2470,Spirito Santo cuore dell'umanità,,0.12,-0.12,,,1.0,:material-dots-horizontal: Mh
1873,E' festa grande ,,0.21,-0.23,,,1.0,:material-dots-horizontal: Mh
2040,Con tutto il cuor,,0.13,-0.15,,,1.0,:material-dots-horizontal: Mh
1948,La Tua presenza in me,,0.24,-0.27,,,1.0,:material-dots-horizontal: Mh
2501,Canto di mamma Sifa,,0.17,-0.2,,,1.0,:material-dots-horizontal: Mh
2457,Meraviglioso sei,,0.21,-0.24,,,1.0,:material-dots-horizontal: Mh
1815,Cantate inni a Dio,,0.07,-0.07,,,1.0,:material-dots-horizontal: Mh
2635,Sii esaltato ,,0.14,-0.16,,,1.0,:material-dots-horizontal: Mh
2390,Voglio stare accanto a Te,,0.18,-0.2,,,1.0,:material-dots-horizontal: Mh
2031,Sei il mio rifugio,,0.17,-0.2,,,1.0,:material-dots-horizontal: Mh
2146,E' bello star qui (Que bien se esta aqui),,0.19,-0.21,,,1.0,:material-dots-horizontal: Mh
2171,Maria porta dell'avvento,,0.11,-0.12,,,1.0,:material-dots-horizontal: Mh
44,Alzati e risplendi,,0.16,-0.18,,,1.0,:material-dots-horizontal: Mh
459,Ti ringraziamo,,0.23,-0.27,,,1.0,:material-dots-horizontal: Mh
2860,Sei tu Signore il mio Pastore,,0.17,-0.18,,,1.0,:material-dots-horizontal: Mh
1970,Grazie Padre Buono (Rns),,0.2,-0.23,,,1.0,:material-dots-horizontal: Mh
2124,Oggi è giorno di festa,,0.23,-0.27,,,1.0,:material-dots-horizontal: Mh
2297,Non vivo più per me,,0.17,-0.19,,,1.0,:material-dots-horizontal: Mh
2696,Che male ti ho fatto?,,0.17,-0.19,,,1.0,:material-dots-horizontal: Mh
1953,So che sei qui,,0.29,-0.35,,,1.0,:material-dots-horizontal: Mh
1606,El Shaddai,,0.16,-0.18,,,1.0,:material-dots-horizontal: Mh
1567,Apri i miei occhi Signore,,0.1,-0.1,,,1.0,:material-dots-horizontal: Mh
141,Con il mio canto,,0.23,-0.26,,,1.0,:material-dots-horizontal: Mh
2267,Ascolta Israele,,0.08,-0.08,,,1.0,:material-dots-horizontal: Mh
2362,Donna Maria,,0.12,-0.13,,,1.0,:material-dots-horizontal: Mh
2541,Lascia che il tuo fiume,,0.16,-0.17,,,1.0,:material-dots-horizontal: Mh
234,Il Signore è il mio pastore,,0.22,-0.25,,,1.0,:material-dots-horizontal: Mh
2673,Sei per noi cibo di eternità,,0.21,-0.23,,,1.0,:material-dots-horizontal: Mh
2170,Tu vieni signore,,0.2,-0.23,,,1.0,:material-dots-horizontal: Mh
2058,Miserere mei,,0.13,-0.14,,,1.0,:material-dots-horizontal: Mh
2247,Te Deum,,0.17,-0.22,,,-0.0,:material-dots-horizontal: Mh
1878,Ti lodino i popoli Dio,,0.08,-0.11,,,-0.0,:material-dots-horizontal: Mh
1999,Cose stupende ,,0.18,-0.22,,,0.0,:material-dots-horizontal: Mh
2016,Riempici di Te,,0.2,-0.25,,,0.0,:material-dots-horizontal: Mh
1853,Prendete e mangiate,,0.12,-0.14,,,0.0,:material-dots-horizontal: Mh
205,Gioisci Figlia di Sion,,0.27,-0.34,,,-0.0,:material-dots-horizontal: Mh
1699,Tantum Ergo,,0.0,-0.01,,,-0.0,:material-dots-horizontal: Mh
2465,Sei con noi uno di noi,,0.24,-0.29,,,0.0,:material-dots-horizontal: Mh
1668,Fiumi di misericordia,,0.26,-0.32,,,0.0,:material-dots-horizontal: Mh
1968,Christus vincit,,0.0,-0.01,,,-0.0,:material-dots-horizontal: Mh
2724,"Eli, Eli, lamma sabactani",,0.04,-0.05,,,0.0,:material-dots-horizontal: Mh
2039,Adoratio - Viva Gesu',,0.09,-0.12,,,-0.0,:material-dots-horizontal: Mh
1852,Perdonami mio Signore,,0.18,-0.22,,,0.0,:material-dots-horizontal: Mh
2542,Lascia i tuoi pesi,,0.17,-0.21,,,0.0,:material-dots-horizontal: Mh
1642,Salve Regina [Latino],,0.03,-0.03,,,0.0,:material-dots-horizontal: Mh
1595,Inno al Signore della tempesta,,0.18,-0.22,,,0.0,:material-dots-horizontal: Mh
2098,"Spirito Santo, dolce presenza",,0.17,-0.21,,,0.0,:material-dots-horizontal: Mh
502,Lord I Need You,,0.03,-0.04,,,-0.0,:material-dots-horizontal: Mh
1577,Manda il Tuo Spirito,,0.13,-0.16,,,0.0,:material-dots-horizontal: Mh
1393,Il Piccolo Tamburino (The little drummer boys),,0.12,-0.14,,,0.0,:material-dots-horizontal: Mh
11,Adeste Fideles,,0.01,-0.02,,,-0.0,:material-dots-horizontal: Mh
2216,Ave Maria (offro a te il mio canto),,0.19,-0.24,,,-0.0,:material-dots-horizontal: Mh
1900,Davanti a Te,,0.24,-0.31,,,-0.0,:material-dots-horizontal: Mh
1756,Mi alma canta,,0.09,-0.11,,,0.0,:material-dots-horizontal: Mh
2260,Fammi conoscere,,0.2,-0.26,,,-0.0,:material-dots-horizontal: Mh
2174,Quelli che amano te,,0.24,-0.3,,,0.0,:material-dots-horizontal: Mh
2620,Com'è bello (dar lode al Signor),,0.19,-0.23,,,0.0,:material-dots-horizontal: Mh
2387,Sia lode all'Agnello,,0.12,-0.14,,,0.0,:material-dots-horizontal: Mh
1609,Madre del cielo,,0.15,-0.19,,,-0.0,:material-dots-horizontal: Mh
2209,Il mio canto sale a Te,,0.19,-0.23,,,0.0,:material-dots-horizontal: Mh
2816,Alleluia (Dio ha visitato il suo popolo),,0.18,-0.23,,,-0.0,:material-dots-horizontal: Mh
2178,Porta le nostre preghiere,,0.19,-0.24,,,-0.0,:material-dots-horizontal: Mh
1673,Quando guardo alla tua Santità,,0.19,-0.24,,,-0.0,:material-dots-horizontal: Mh
1863,Tu sei misericordia,,0.17,-0.21,,,0.0,:material-dots-horizontal: Mh
388,Ruah,,0.12,-0.15,,,0.0,:material-dots-horizontal: Mh
2386,Voglio stare accanto a Te,,0.16,-0.21,,,-0.0,:material-dots-horizontal: Mh
1767,Io scelgo Te,,0.2,-0.24,,,0.0,:material-dots-horizontal: Mh
1856,Canoni - Ubi Caritas,,0.0,-0.01,,,-0.0,:material-dots-horizontal: Mh
2383,"Signore, sei Tu il mio Pastor",,0.15,-0.18,,,0.0,:material-dots-horizontal: Mh
1670,Cerco il tuo volto Signore,,0.2,-0.24,,,0.0,:material-dots-horizontal: Mh
1894,"Rendo grazie al tuo nome, Signore",,0.24,-0.32,,,-1.0,:material-dots-horizontal: Mh
2419,Vieni fratello (il Padre ci chiama),,0.18,-0.25,,,-1.0,:material-dots-horizontal: Mh
1629,Ci inviti alla tua festa,,0.15,-0.2,,,-1.0,:material-dots-horizontal: Mh
2175,Benedicat tibi Dominu,,0.0,-0.03,,,-1.0,:material-dots-horizontal: Mh
378,Re di gloria,,0.25,-0.34,,,-1.0,:material-dots-horizontal: Mh
1676,Ti rendiamo grazie,,0.19,-0.26,,,-1.0,:material-dots-horizontal: Mh
489,Vieni Spirito di Cristo (Vieni vieni spirito d’amore),,0.15,-0.2,,,-1.0,:material-dots-horizontal: Mh
2177,O Gesù mio amabilissimo,,0.18,-0.24,,,-1.0,:material-dots-horizontal: Mh
101,Canoni - Magnificat,,0.0,-0.03,,,-1.0,:material-dots-horizontal: Mh
2313,Amen,,0.0,-0.02,,,-1.0,:material-dots-horizontal: Mh
137,Come Tu mi vuoi,,0.18,-0.25,,,-1.0,:material-dots-horizontal: Mh
